,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 尹, 신임 법무 장관에 박성재 前 서울고검장 내정  ",세계일보,김동환,2024. 1. 22. 22:36,"윤 대통령과도 오래 알고 지낸 사이로 알려진 박 전 고검장은 경북 청도 출신으로 고려대 법학과를 졸업했으며 대검 감찰2과장, 서울중앙지검 금융조세조사1부장, 법무부 감찰 담당관 등 요직을 거쳐 서울중앙지검장과 서울고검장을 지냈다.한동훈 국민의힘 비상대책위원장이 지난달 21일 법무부 장관직을 사퇴한 뒤 한달여 만에 후임 인선이 이뤄졌다.김동환 기자 kimcharr@segye.com",http://v.daum.net/v/20240122223633399
1,  [속보]한동훈 후임 정해졌다…법무장관에 박성재 전 서울고검장 내정  ,헤럴드경제,입력 2024. 1. 22. 22:35,2024. 1. 22. 22:35,"[헤럴드경제=김성훈 기자] 윤석열 대통령이 22일 신임 법무부 장관에 박성재 전 서울고검장(60·사법연수원 17기)을 내정한 것으로 알려졌다.한동훈 국민의힘 비상대책위원장이 지난달 21일 법무부 장관직을 사퇴한 뒤 약 한 달 만이다.박 전 고검장은 경북 청도 출신으로 고려대 법학과를 졸업했으며 대검찰청 감찰2과장, 서울중앙지검 금융조세조사1부장, 법무부 감찰담당관 등 요직을 거쳐 서울중앙지검장, 서울고검장을 지냈다.박 전 고검장은 윤 대통령과도 오래 알고 지낸 사이로 알려져 있다.paq@heraldcorp.com",http://v.daum.net/v/20240122223526390
2,"  [속보]尹대통령, 법무부 장관에 박성재 전 서울고검장 내정  ",머니투데이,안채원 기자,2024. 1. 22. 22:31,22일.안채원 기자 chae1@mt.co.kr,http://v.daum.net/v/20240122223134328
3,"  [속보] 윤 대통령, 법무부 장관에 박성재 전 서울고검장 내정  ",뉴스1,나연준 기자,2024. 1. 22. 22:26,yjra@news1.kr ,http://v.daum.net/v/20240122222629298
4,"  [속보] 尹대통령, 법무부 장관에 박성재 전 서울고검장 내정  ",디지털타임스,박양수,2024. 1. 22. 22:24,"윤석열 대통령이 신임 법무부 장관에 박성재 전 서울고검장(60·사법연수원 17기)을 내정한 것으로 알려졌다.22일 연합뉴스에 따르면 여권 핵심 관계자는 ""윤 대통령이 박 전 고검장을 신임 법무부 장관에 지명했다""고 밝혔다.박 전 고검장은 경북 청도 출신으로 고려대 법학과를 졸업했으며 대검찰청 감찰2과장, 서울중앙지검 금융조세조사1부장, 법무부 감찰담당관 등 요직을 거쳐 서울중앙지검장, 서울고검장을 지냈다.박 전 고검장은 윤 대통령과도 오래 알고 지낸 사이로 알려져 있다. 박 전 고검장은 윤 대통령이 초임 검사로 대구지검 형사부에 배치됐을 당시 옆 부서에서 근무했다.이로써 국민의힘 한동훈 비상대책위원장이 지난달 21일 법무부 장관직을 사퇴한 뒤 약 한 달 만에 후임 인선이 이뤄졌다.박양수기자 yspark@dt.co.kr",http://v.daum.net/v/20240122222412293
5,  [속보]尹 ‘한달째 공석’ 법무부 장관에 박성재 전 서울고검장 내정  ,서울경제,주재현 기자,2024. 1. 22. 22:23,"여권 관계자 등에 따르면 윤 대통령은 이날 박 전 고검장을 법무부 장관 후보자로 내정했다. 박 전 고검장은 고려대학교 법학과를 졸업해 제27회 사법시험에 합격했다. 이후 대검찰청 감찰2과장, 서울중앙지검 금융조세조사1부장, 법무부 감찰담당관 등 요직을 거쳐 서울중앙지검장, 서울고검장 등을 지냈다. 2017년부터는 변호사로 활동했다.박 전 고검장은 윤 대통령과도 오래 알고 지낸 사이로 알려졌다. 윤 대통령이 초임 검사로 대구지검 형사부에 근무했을 당시 옆 부서에서 일했다. 윤 대통령이 2013년 국가정보원 댓글 사건을 수사하다 좌천돼 대구고검에서 근무할 때는 박 전 고검장 대구고검장을 맡고 있었다.",http://v.daum.net/v/20240122222325283
6,"  [속보] 尹대통령, 신임 법무부 장관에 박성재 전 서울고검장 내정  ",문화일보,노기섭 기자,2024. 1. 22. 22:21,"윤석열 대통령이 22일 신임 법무부 장관에 박성재 전 서울고검장(60·사법연수원 17기)을 내정한 것으로 전해졌다. 지난달 21일 한동훈 전 법무부 장관이 사퇴한 후 국민의힘 비상대책위원장으로 이동한 지 한 달여 만이다.박 전 고검장은 경북 청도 출신으로 고려대 법학과를 졸업했으며 대검찰청 감찰2과장, 서울중앙지검 금융조세조사1부장, 법무부 감찰담당관 등을 거쳐 서울중앙지검장과 서울고검장을 지냈다. 박 전 고검장은 윤 대통령과 오랜 교분이 있는 사이로 알려져 있다.노기섭 기자",http://v.daum.net/v/20240122222103272
7,"  [속보] 윤 대통령, 법무부 장관에 박성재 전 서울고검장 내정  ",한국일보,김정현,2024. 1. 22. 22:17,윤석열 대통령이 신임 법무부 장관에 박성재 전 서울고검장을 내정한 것으로 22일 알려졌다.김정현 기자 virtu@hankookilbo.com,http://v.daum.net/v/20240122221710258
8,"  [속보] 尹대통령, 법무부 장관에 박성재 전 서울고검장 내정  ",한국경제,김세린,2024. 1. 22. 22:13,"윤석열 대통령이 22일 신임 법무부 장관에 박성재 전 서울고검장(60·사법연수원 17기)을 내정한 것으로 전해졌다. 이날 연합뉴스에 따르면 여권 핵심 관계자는 ""윤 대통령이 박 전 고검장을 신임 법무부 장관에 지명했다""고 밝혔다.한동훈 국민의힘 비상대책위원장이 지난달 21일 법무부 장관직을 사퇴한 뒤 약 한 달 만에 후임 인선이 이뤄졌다.경북 청도 출신인 박 전 고검장은 고려대 법학과를 졸업했다. 이후 대검찰청 감찰2과장, 서울중앙지검 금융조세조사1부장, 법무부 감찰담당관 등 요직을 거쳐 서울중앙지검장, 서울고검장을 지냈다.박 전 고검장은 윤 대통령과도 오래 알고 지낸 사이로 알려져 있다.김세린 한경닷컴 기자 celine@hankyung.com ",http://v.daum.net/v/20240122221301225
9,  [속보] 尹 대구 좌천때 고검장... 법무장관에 박성재 내정  ,조선일보,주희연 기자,2024. 1. 22. 22:06,"윤석열 대통령이 신임 법무부 장관에 박성재(61·17기) 전 서울고검장을 내정한 것으로 22일 확인됐다.여권 관계자는 이날 “신임 법무장관 자리에 박 전 고검장을 지명했다”며 “23일 발표할 예정”이라고 했다. 신임 법무장관 지명은 국민의힘 한동훈 비상대책위원장이 지난달 21일 장관직을 사퇴한 지 한 달 만이다.경북 청도 출신 박 전 고검장은 대구고와 고려대 법학과를 졸업했다. 서울고검 공판부장, 제주지검장, 창원지검장, 광주고검장, 대구고검장, 서울중앙지검장 등을 지냈고 2015년 서울고검장을 끝으로 사직했다.박 전 고검장은 윤 대통령이 초임 검사 때인 1994~1996년 대구지검에서 같이 검사 생활을 했고, 윤 대통령이 2014~2015년 대구고검으로 좌천됐을 때 대구고검장을 지냈다. 문재인 정부 출범 직후인 2017년 7월 검찰을 떠나 변호사로 활동해 왔다. 윤 대통령 취임식 때 초청된 선배 검사들 중 한 명이다.서울중앙지검 금융조사부장을 지내면서 각종 주가조작 사건을 처리하는 등 금융 수사에 정통하고 한학(漢學)에도 밝다고 한다. 여권 관계자는 “검찰 내 신망이 두텁고 고검장을 두루 거쳐 법무행정을 안정적으로 이끌 것이란 판단”이라고 했다.",http://v.daum.net/v/20240122220619183
