,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 프로농구 DB, 4년 만에 정규리그 제패…와이어 투 와이어 우승  ",MBN,입력 2024. 3. 14. 21:09,2024. 3. 14. 21:09,"프로농구 DB, 4년 만에 정규리그 제패…와이어 투 와이어 우승< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240314210957764
1,"  [속보] 프로농구 DB, 정규리그 1위 확정…2017-18시즌 이후 첫 우승  ",뉴스1,이상철 기자,2024. 3. 14. 21:07,rok1954@news1.kr ,http://v.daum.net/v/20240314210742715
2,"  [속보]‘난교’ 부적절 게시물 줄소환 장예찬 “송구한 마음, 낮은 자세로 봉사”  ",문화일보,박세영 기자,2024. 3. 14. 19:18,"4·10 총선 국민의힘 후보로 부산 수영에 공천받은 장예찬 전 청년최고위원이 10여년 전 온라인상에서 한 거친 발언으로 논란이 지속되고 있다. 선거를 한 달도 채 남기지 않은 시점에서 ‘난교’ 발언이나 ‘동물병원 폭파’, ‘서울시민 시민의식 저급’ 등 과거 소셜미디어에 올린 게시물들이 캡처 형태로 줄소환 되는 상황이 연일 이어지고 있기 때문이다.장 후보는 14일 언론과의 통화에서 최근 상황에 대해 “그 어린 시절의 글을 보면 나도 부끄럽다”며 “10여년 전 워낙 어린 시절의 일이고, 지금 생각은 전혀 달라졌다”고 말했다. 그는 “공적 활동을 시작한 이후로는 그런 생각이나 발언을 한 적이 없다”며 “송구한 마음이다. 더 낮은 자세로 국민을 위해 봉사하겠다”고 했다. 장 후보는 2014년 자신의 페이스북에 “매일 밤 난교를 즐기고, 예쁘장하게 생겼으면 남자든 여자든 가리지 않고 집적대는 사람이라도 맡은 직무에서 전문성과 책임성을 보이면 프로로서 존경받을 수 있는 사회가 건강한 사회이지 않을까”라고 쓴 사실이 뒤늦게 알려지면서 과거 언행이 도마 위에 올랐다.이후로도 “사무실 1층 동물병원 폭파시키고 싶다. 난 식용을 제외한 지구상의 모든 동물이 사라졌으면 좋겠음”(2012년), “(서울시민들의) 시민의식과 교양 수준이 일본인의 발톱의 때만큼이라도 따라갈 수 있을까 싶다”(2012년), “전공 서적, 책값 아깝다고 징징거리는 대학생들이 제일 한심하다”(2013년) 등 거친 표현의 페이스북 게시물들이 소환됐다.해당 게시물들은 현재 장 후보 페이스북에서 삭제된 상태다.장 후보는 논란이 이어지자 지난 12일 페이스북에 “과거 부적절하고 정제되지 않은 표현이 있어 심려를 끼쳤다. 고개 숙여 진심으로 사과를 드린다”며 공식 사과했지만, 논란은 쉽게 사그라들지 않고 있다. 야당은 장 후보의 과거 언행을 부각하며 연일 공세를 펼쳤다. 더불어민주당은 “난교 행위를 예찬하는 사람에게 공천을 주는 것이 ‘시스템 공천’이냐”며 후보직 사퇴를 촉구했고, 개혁신당도 “선거가 끝날 때까지 ‘1일 1예찬’ 할 수 있을 정도”라며 비꼬았다.장 후보는 추가 사과나 입장 표명 계획이 있냐는 질문에 “공식 사과문에서 과거 발언에 대한 전반적인 생각을 밝혔다. 추가적인 상황을 지켜보겠다”고 답했다.박세영 기자",http://v.daum.net/v/20240314191807137
3,"  [속보] 민주, 경기 안산을·병에 김철민·김현 최종 결선  ",매일경제,위지혜 기자(wee.jihae@mk.co.kr),2024. 3. 14. 19:06,"강민정 민주당 중앙선거관리위원회 부위원장은 이날 오후 서울 여의도 중앙당사에서 이 같은 결과를 발표했다. 경기 안산은 상록구갑·을과 단원구 갑·을에서 안산 갑·을·병으로 합구되면서 경기 안산병에서 고영인 의원과 친이낙연계 김철민 의원, 친이재명계 김현 전 의원이 3인 통합 경선을 치렀다.강 부위원장은 “(세 후보 중) 최종 과반을 넘은 후보가 나오지 않아 결선을 치르게 됐다”며 “김철민, 김현 후보는 다시 결선을 치러 (지역구가) 최종 결정될 것”이라고 말했다. 민주당은 경선에서 고 의원이 승리할 경우 기존 자신의 지역인 안산병, 김 의원이 승리하면 현 지역구인 안산을 후보로 확정하고, 만약 김 특보가 이기면 본인이 원하는 지역을 선택할 수 있도록 기존 방식과 다른 경선 방식을 정한 것으로 전해진다. 경선을 통과한 두 후보는 경기 안산을에 출마할 전망이다.민주당은 당초 경기 안산을에 김철민·고영인 의원과 김현 전 의원이 경선을 치르고 박해철 전국공공산업노조연맹 위원장이 경기 안산병에 전략공천을 치르도록 결정했었다. 그러나 선거구 합구로 출마 지역 대부분이 달라지자 고영인 의원(경기 안산 단원갑)이 반발했고, 이 같은 방식으로 경선이 치러졌다.국민의힘에서는 경기 안산을에 서정현 전 당협위원장을 공천했다. 경기 안산병에서는 경기 안산단원갑에서 국회의원을 지냈던 국민의힘 김명연 전 의원을 공천했다. 전날 민주당 경선에서는 친이재명계 양문석 전 방송통신위원회 상임위원이 친문재인계 전해철 의원을 제치고 경기 안산갑의 최종 후보로 결정됐다.",http://v.daum.net/v/20240314190600835
4,  [속보]민주당 경기 안산시을병 김철민-김현 결선  ,아시아경제,오지은,2024. 3. 14. 18:55,더불어민주당 중앙선거관리위원회가 14일 경기도 안산시을병 지역구에 대한 경선 결과를 발표했다. 과반 득표가 나오지 않아 김현 당대표 언론 특별보좌역과 현역 김철민 의원(경기 안산시상록구을)이 결선을 치르게 됐다. 현역 고영인 의원(경기 안산시단원구갑)은 탈락했다.오지은 기자 joy@asiae.co.kr,http://v.daum.net/v/20240314185541628
5,"  [속보] 민주, 경기안산을병 김철민·김현 결선…현역 고영인 탈락  ",헤럴드경제,입력 2024. 3. 14. 18:46,2024. 3. 14. 18:46,go@heraldcorp.com,http://v.daum.net/v/20240314184649431
6,"  [속보] 현역 김철민·전직 김현, 민주당 안산을 경선 결선 진출  ",데일리안,정도원,2024. 3. 14. 18:46,"더불어민주당 경기 안산을 총선 후보 결정을 위한 당내 경선 결과, 현역 국회의원인 김철민 의원과 원외이자 전직 비례대표 의원인 김현 전 의원이 경선 결선에 진출하게 됐다.민주당 중앙당선거관리위원회는 14일 저녁 이와 같은 경선 결과를 발표했다. '3자 경선'에서 김철민 의원과 김현 전 의원이 결선에 진출한 결과, 또다른 현역 의원인 고영인 의원은 공천에서 탈락하게 됐다. 고 의원은 지난 2022년 8·28 전당대회에서 비명(비이재명) 노선으로 최고위원 경선에 출마했던 적이 있다.",http://v.daum.net/v/20240314184646429
7,  [속보]경기 안산을병 현역 고영인 공천 탈락…김철민·김현 결선  ,뉴시스,신재현 기자,2024. 3. 14. 18:39, 후속기사가 이어집니다☞공감언론 뉴시스 again@newsis.com ,http://v.daum.net/v/20240314183947236
8,"  [속보]민주, '경기 안산을·병' 김철민·김현 결선행…고영인 탈락  ",이데일리,김응태,2024. 3. 14. 18:38, [이데일리 김응태 기자] 더불어민주당 중앙당 선거관리위원회가 14일 안산을·안산병 통합 경선 결과를 발표했다. 김응태 (yes010@edaily.co.kr) ,http://v.daum.net/v/20240314183848197
9,"  [속보]민주, 경기 안산시을병 김철민·김현 결선행... 고영인 고배  ",파이낸셜뉴스,김찬미,2024. 3. 14. 18:38,hippo@fnnews.com 김찬미 기자,http://v.daum.net/v/20240314183814178
