,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 미래대연합·새로운미래, 공동창당 가칭 ‘개혁미래당’  ",국제신문,이영실 기자,2024. 1. 28. 10:40,"더불어민주당계 탈당파가 주축이 된 미래대연합과 이낙연 전 국무총리가 이끄는 새로운미래가 28일 공동창당에 합의했다. 이들은 다음달 4일 중앙당 창당대회를 개최하기로 했다. 당명은 개혁 미래당(가칭)으로 정했다. 박원석 미래대연합 공동대표와 신경민 새로운미래 국민소통위원장은 28 국회에서 기자회견을 열고 “기득권 혁파와 정치혁신, 사회개혁과 미래 전환에 나서라는 국민의 기대와 명령에 부응하기 위해 공동창당하기로 합의했다”고 밝혔다.개혁미래당은 이번주부터는 정강정책과 선거공약도 선보인다. 박 대표와 신 위원장은 “민주주의, 민생, 미래가 그 핵심 키워드가 될 것”이라고 설명했다.",http://v.daum.net/v/20240128104026062
1,"  [속보] 미래대연합·새로운미래, 공동창당 합의...당명은 개혁미래당  ",경기일보,김동식 기자,2024. 1. 28. 10:40,"   [속보] 미래대연합·새로운미래, 공동창당 합의...당명은 개혁미래당 김동식 기자 kds77@kyeonggi.com ",http://v.daum.net/v/20240128104000049
2,  [속보] 이낙연 신당·비명계 신당 공동창당 합의... 가칭 ‘개혁미래당’  ,세계일보,이동준,2024. 1. 28. 10:39,이동준 기자 blondie@segye.com,http://v.daum.net/v/20240128103923043
3,  [속보]미래대연합·새로운미래 공동창당 합의…가칭 개혁미래당  ,노컷뉴스,CBS노컷뉴스 김기용 기자,2024. 1. 28. 10:39,  미래대연합·새로운미래 공동창당 합의…가칭 개혁미래당CBS노컷뉴스 김기용 기자 kdragon@cbs.co.kr▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기 ,http://v.daum.net/v/20240128103901029
4,"  [속보] 미래대연합·새로운미래, 공동창당 합의… 가칭 개혁미래당  ",대전일보,최고나 기자,2024. 1. 28. 10:38,Nan,http://v.daum.net/v/20240128103825026
5,"  [속보] 이낙연·민주 탈당파, '공동 창당' 선언...""기득권 혁파""  ",YTN,김대겸,2024. 1. 28. 10:36,"이낙연·민주 탈당파, '공동 창당' 선언…""기득권 혁파"" ▷ 자세한 뉴스가 곧 이어집니다. YTN 김대겸 (kimdk1028@ytn.co.kr)※ '당신의 제보가 뉴스가 됩니다' [카카오톡] YTN 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr[저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지]",http://v.daum.net/v/20240128103601979
6,"  [속보] 미래대연합·새로운미래, 공동창당 합의…당명 '개혁미래당'  ",데일리안,김민석,2024. 1. 28. 10:35,"미래대연합·새로운미래, 공동창당 합의…당명 '개혁미래당'",http://v.daum.net/v/20240128103551971
7,"  [속보]미래대연합-새로운미래, 공동창당 합의…통합당명은 '개혁미래당'  ",뉴시스,강주희 기자,2024. 1. 28. 10:35, [서울=뉴시스]강주희 기자 = ☞공감언론 뉴시스 zooey@newsis.com ,http://v.daum.net/v/20240128103501952
8,  [속보]새로운미래·미래대연합 공동창당···신당명은 '개혁미래당'  ,머니투데이,"김성은 기자, 오문영 기자",2024. 1. 28. 10:34,28일 서울 여의도 국회 소통관.김성은 기자 gttsw@mt.co.kr 오문영 기자 omy0722@mt.co.kr,http://v.daum.net/v/20240128103436940
9,"  [속보] 미래대연합·새로운미래, 공동창당 합의…가칭 개혁미래당  ",SBS Biz,김기송 기자,2024. 1. 28. 10:33,짧고 유익한 Biz 숏폼 바로가기,http://v.daum.net/v/20240128103301918
