,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] 전공의 집단사직에 동맹휴학까지…의대생 8천753명 휴학신청했다  ,MBN,입력 2024. 2. 21. 11:08,2024. 2. 21. 11:08,전공의 집단사직에 동맹휴학까지…의대생 8천753명 휴학신청했다< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >,http://v.daum.net/v/20240221110825366
1,"  [속보] 복지부 ""전공의 8816명 사직서 제출..7813명 결근""  ",전주MBC,이정용,2024. 2. 21. 11:05,Nan,http://v.daum.net/v/20240221110549248
2,  [속보] 의대생 7620명 휴학 신청…3개 학교선 수업 거부  ,한겨레,박고은 기자,2024. 2. 21. 11:05," 40개 의과대학 학생들이 정부의 의대 정원 확대 방침에 반발해 집단 휴학에 나서겠다고 밝힌 가운데, 지난 20일 저녁 6시 기준 27개 대학에서 7620명이 휴학을 신청한 것으로 집계됐다. 교육부는 21일 ‘40개 대학의 의대생 휴학 신청자 현황’을 발표하며 “40개 대학을 대상으로 현황을 파악한 결과 전날(20일) 기준 총 27개교에서 7620명이 휴학 신청을 했다고 하며, 아직 (휴학 허가)요건 충족 여부는 확인되지 않은 상태”라고 밝혔다. 다만 6개 대학에선 30명에 대한 휴학 허가가 있었던 것으로 확인됐다. 휴학 허가 사유는 군 휴학(9명), 유급·미수료(19명), 사회경험(1명), 건강(1명) 등이었다. 교육부는 “이는 모두 학칙에 근거한 요건과 절차를 준수해 진행된 허가로써, 동맹휴학에 대한 허가는 없었다”고 했다. 수업거부가 확인된 의학 대학은 3개 학교로 파악됐다. 해당 학교에선 학생 면담, 학생 설명 등을 통해 정상적인 학사운영을 위해 노력하고 있다는 게 교육부 설명이다. 교육부는 “각 대학들이 학생들의 휴학 신청에 대해 법과 원칙에 따라 면밀히 그 허가 여부를 검토하고, 수업거부 등 단체행동에 대해서는 학칙에 따라 엄격하게 관리할 것을 당부했다”고 강조했다. 통상 의대는 학칙에 따라 수업 일수의 3분의 1 또는 4분의 1 이상 결석하면 에프(F)학점을 부여하고 에프학점을 한 과목이라도 받으면 유급된다. 단체 유급 시 한 학년 모두 졸업이 늦어지고 의사 수급 계획에 차질이 생길 수 있다. 앞서 대한의과대학·의학전문대학원학생협회(의대협)은 지난 20일 공동성명서를 발표하며, “40개 의과대학이 동맹 휴학계 제출을 시작한다”고 밝혔다. 의대협은 “학생들은 양질의 교육을 바탕으로 의료 선진국 대한민국에서 환자들에게 도움이 될 수 있다는 자부심과 꿈이 있었다”며 ”증원 시 발생할 교육의 질 저하 문제를 꾸준히 언급했으나 이 방법 외에는 우리의 목소리가 사회에 닿지 못한다고 결론 내렸다”고 밝혔다.  박고은 기자 euni@hani.co.kr",http://v.daum.net/v/20240221110505213
3,"  [속보] 전공의 8816명 사직서·7813명 근무지 이탈…시민단체, 의사단체·전공의 고발  ",강원도민일보,신정은,2024. 2. 21. 11:03,Nan,http://v.daum.net/v/20240221110358163
4,  [속보] 어제까지 의대생 8753명 휴학계 제출... 46%가 참여  ,한국일보,홍인택,2024. 2. 21. 11:00,"20일까지 의대생 8,753명이 휴학계를 제출한 것으로 집계됐다. 정부의 의대 입학정원 증원 결정에 반대하는 집단행동으로, 20일은 의대생 대표자로 구성된 대한의과대학·의학전문대학원학생협회(의대협)가 전국 40개 의대 전체의 동맹휴학 개시일로 선언한 날이다.교육부는 20일에만 40개 의대 중 27개 의대에서 7,620명이 휴학을 신청했다고 21일 밝혔다. 앞서 교육부는 19일까지 1,133명이 휴학을 신청한 것으로 집계, 휴학계를 낸 의대생은 모두 8,753명으로 늘어났다. 지난해 의대 재적생 수 1만8,820명을 기준으로, 전체 학생의 46.5%가 휴학계를 제출한 것이다. 교육부는 다만 20일 휴학계 제출자 가운데 앞서 휴학 신청을 했다가 취소한 학생이 일부 있을 수 있다고 밝혔다.교육부는 접수된 휴학 신청 중 대학이 승인한 건 34건으로 군 휴학 등 학칙에 근거한 것이라고 밝혔다. 교육부는 ""동맹휴학에 대한 허가는 없었다""고 밝혔다.홍인택 기자 heute128@hankookilbo.com",http://v.daum.net/v/20240221110001894
5,  [속보] 100대 병원 전공의 8816명 사직서…7813명 근무이탈  ,더팩트,장우성,2024. 2. 21. 10:57,근무이탈자는 전공의의 63.1%인 7813명으로 집계됐다.leslie@tf.co.kr발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write,http://v.daum.net/v/20240221105714773
6,"  [속보] 복지부 ""전공의 7813명 근무지 이탈…전체 63%""  ",대전일보,유가인 기자,2024. 2. 21. 10:57," 정부의 의대 증원 반발, 사직서를 제출한 전공의가 8816명에 달하는 것으로 나타났다. 실제 병원을 떠난 전공의는 7813명이다. 보건복지부 의사 집단행동 중앙사고수습본부(중수본)는 21일 브리핑을 통해 ""지난 20일 오후 10시 기준 주요 100개 수련병원을 점검한 결과 소속 전공의 8816명(71.2%)이 사직서를 제출했으며 7813명(63.1%)이 근무지를 이탈했다""고 밝혔다.다만 사직서는 모두 수리되지 않았으며 이들 중 6112명에게는 업무개시명령이 내려졌다. 전공의들의 집단 행동이 잇따르면서 피해 사례도 발생한 것으로 파악됐다.중수본은 지난 20일 오후 6시 기준 '의사 집단행동 피해신고 지원센터'에 접수된 피해사례는 총 58건이라고 밝혔다. 주로 일방적인 진료예약 취소와 무기한 수술 연기 등의 내용이다.",http://v.daum.net/v/20240221105711766
7,  [속보] 전국 의대서 7620명 휴학 신청…3곳 수업거부  ,한국경제,김수영,2024. 2. 21. 10:56,[속보] 전국 의대서 7620명 휴학 신청…3곳 수업거부김수영 한경닷컴 기자 swimmingk@hankyung.com,http://v.daum.net/v/20240221105608695
8,"  [속보] 정부 ""임상강사·전임의와도 접촉할 것···대화의 장에 함께 해달라""  ",서울경제,박홍용 기자,2024. 2. 21. 10:56,Nan,http://v.daum.net/v/20240221105605691
9,  [속보] 전공의 8816명 사직서 제출… 근무지 이탈 7813명  ,세계일보,이동준,2024. 2. 21. 10:54,이동준 기자 blondie@segye.com,http://v.daum.net/v/20240221105443630
