,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] 北 “수중 핵드론 ‘해일-5-23’ 시험 실시…한미일 연합훈련 대응”  ,헤럴드경제,입력 2024. 1. 19. 11:42,2024. 1. 19. 11:42,silverpaper@heraldcorp.com,http://v.daum.net/v/20240119114227869
1,"  [속보]북한 ""수중 핵드론 '해일-5-23' 시험 진행""…한미일 연합훈련 대응  ",뉴스1,이창규 기자,2024. 1. 19. 11:34,yellowapollo@news1.kr ,http://v.daum.net/v/20240119113443570
2,"  [속보] ""한국 군사력 세계 5위…북한, 34위서 36위로 하락"" 美 보고서  ",디지털타임스,박양수,2024. 1. 19. 11:31,"한국의 군사력이 세계에서 5번째로 강하다는 보고서가 나와 주목된다. 북한의 군사력은 36위에 그쳤다.19일 미국 군사력 평가기관 글로벌파이어파워(GFP)가 최근 내놓은 '2024 글로벌 파이어파워' 보고서에 따르면 한국은 군사력 평가지수에서 0.1416점을 받아 조사 대상국 145개국 중 5위에 올랐다.한국의 군사력 평가지수는 지난해(6위)보다 순위가 한단계 상승했다.한국의 GFP 군사력 순위는 2013년 9위, 2014년 7위로 꾸준히 올랐으며 2020년부터 지난해까지 6위를 유지해왔다.북한의 군사력은 지난해 34위에서 36위(평가지수 0.5313)로 떨어졌다. 북한은 2019년 18위였으나 이후 순위가 계속 하락 중이다. GFP 군사력 평가지수는 0에 가까울수록 군사력이 강함을 의미한다. 평가지수는 병력, 무기 수에다 경제력, 전시 동원 가능 인력, 국방 예산 등 60개 이상의 개별 항목 지표를 활용해 산출한다. 국가별 국방 예산 항목에서 한국은 11위를 기록했으며 북한은 58위였다. 세계에서 군사력이 가장 강한 나라로는 미국(0.0699)이 꼽혔다. 이어 러시아(0.0702), 중국(0.0706), 인도(0.1023) 등의 순이었다. 6위와 7위는 영국(0.1443), 일본(0.1601)이다. 박양수기자 yspark@dt.co.kr",http://v.daum.net/v/20240119113111432
3,"  [속보] ‘민주당 3선’ 김민기 의원, 22대 총선 불출마 선언  ",세계일보,김동환,2024. 1. 19. 11:27,김동환 기자 kimcharr@segye.com,http://v.daum.net/v/20240119112713274
4,  [속보] 민주 3선 김민기 '총선 불출마'  ,경기일보,김재민 기자,2024. 1. 19. 11:16,   국회 국토교통위원장을 맡고 있는 더불어민주당 김민기 국회의원(용인을)이 19일 국회 소통관에서 기자회견을 열고 제22대 총선 불출마를 전격 선언했다. 김재민 기자 jmkim@kyeonggi.com ,http://v.daum.net/v/20240119111636770
5,"  [속보]'민주당 3선' 김민기 의원, 총선 불출마 선언  ",머니투데이,김성은 기자,2024. 1. 19. 11:10,19일 서울 여의도 국회.김성은 기자 gttsw@mt.co.kr,http://v.daum.net/v/20240119111020480
6,"  [속보] 민주 3선 김민기 불출마…""희생해야 한다 생각""  ",디지털타임스,김세희,2024. 1. 19. 11:10,"[속보] 민주 3선 김민기 불출마…""희생해야 한다 생각""",http://v.daum.net/v/20240119111016477
7,"  [속보]민주 3선 김민기 의원, 22대 총선 불출마 선언  ",뉴시스,조재완,2024. 1. 19. 11:08, [서울=뉴시스] 후속기사가 이어집니다. ,http://v.daum.net/v/20240119110848399
8,"  [ET라씨로] 케이뱅크, '연내 상장' 목표로 IPO 재시동…관련주 '들썩'  ",전자신문,서희원,2024. 1. 19. 11:07,"ET라씨로는 인공지능(AI) 기반으로 선별·분석한 주식 정보와 종목 매매 신호를 제공하는 전자신문 증권 정보 애플리케이션입니다. 플레이스토어에서 'ET라씨로'(-〉바로가기)를 다운로드하면 IT기업 뉴스와 시장 현황, AI 매매 타이밍을 받아볼 수 있습니다.인터넷전문은행 케이뱅크가 연내 상장을 목표로 기업공개(IPO)에 다시 나선다는 보도가 이어지면서 관련주가 기대감으로 강세다.19일 오전 10시 3분 기준 인지소프트(100030)는 전 거래일 대비 29.79% 상승한 2만 4400원에, 브리지텍(064480)은 4.68% 상승한 8950원에 거래되고 있다.케이뱅크는 지난 18일 이사회에서 IPO 추진 안건을 의결하고, 연내 상장 완료를 목표로 이른 시일 내 지정감사인 신청·상장 주관사 선정 절차에 나설 예정이다.지난 2022년 9월 상장 예비 심사를 통과한 뒤, 상장 준비를 해왔던 케이뱅크는 지난해 2월 투자심리 위축 등을 고려해 상장을 연기하겠다고 발표한 바 있다.연기 2년 만에 IPO 재추진 소식으로 관련주에 매수세가 몰리고 있다. 인지소프트(옛 모바일리더)와 브리지텍은 케이뱅크 지분을 가지고 있어 관련주로 지목된다.#인지소프트 #AI 매매신호 #실시간 매매타이밍 #알림 신청이 기사는 전자신문과 금융 AI 전문기업 씽크풀이 공동으로 작성한 것입니다. AI를 기반으로 생성된 데이터에 기자의 취재 내용을 추가한 'AI 휴머노이드 기사'입니다.※ ET라씨로에서 실시간 속보 확인하기전자신문인터넷 서희원 기자 shw@etnews.com",http://v.daum.net/v/20240119110703333
9,"  [속보] 민주 김민기 불출마…""3선 의원으로서 희생""  ",연합뉴스TV,보도국,2024. 1. 19. 11:07,"더불어민주당 김민기 의원이 이번 총선 불출마를 선언했습니다. 김 의원은 경기 용인시을에서 3선을 지낸 중진 의원입니다. 앞서 민주당에서는 박병석 전 국회의장과 우상호 의원, 초선인 오영환, 강민정, 홍성국, 이탄희 의원이 불출마를 선언했습니다.#김민기 #총선_불출마 #3선의원 #더불어민주당 연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝) 네이버에서 연합뉴스TV를 구독하세요 연합뉴스TV 생방송 만나보기  균형있는 뉴스, 연합뉴스TV 앱 다운받기",http://v.daum.net/v/20240119110703335
