,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] `선거법 위반` 임종성 의원 유죄 확정…의원직 상실  ,디지털타임스,김미경,2024. 2. 8. 10:30,[속보] '선거법 위반' 임종성 의원 유죄 확정…의원직 상실,http://v.daum.net/v/20240208103030498
1,  [속보] 홍남표 창원특례시장 1심서 ‘무죄’ …후보자 매수 혐의 벗었다  ,아시아경제,영남취재본부 이세령,2024. 2. 8. 10:30,"창원지방법원 형사4부(장유진 부장판사)는 8일 1심 선고 재판을 열고 홍 시장에게 무죄를 선고했다.홍 시장은 작년 전국동시지방선거 당시 총괄 선거대책본부장이었던 A 씨와 공모해, 국민의힘 창원시장 경선에 나서려던 B 씨에게 캠프에 합류하라며 공직을 약속한 혐의로 재판에 넘겨졌다.영남취재본부 이세령 기자 ryeong@asiae.co.kr영남취재본부 송종구 기자 jgsong@asiae.co.kr",http://v.daum.net/v/20240208103018487
2,  [속보] '수원 냉장고 영아시신 사건' 30대 친모에 징역 8년 선고  ,MBN,입력 2024. 2. 8. 10:29,2024. 2. 8. 10:29,'수원 냉장고 영아시신 사건' 30대 친모에 징역 8년 선고< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >,http://v.daum.net/v/20240208102908419
3,  [속보]수원 냉장고 영아살해 친모에 징역 8년 선고  ,채널A,입력 2024. 2. 8. 10:28,2024. 2. 8. 10:28,Nan,http://v.daum.net/v/20240208102850407
4,  [속보] '선거법 위반' 민주당 임종성 징역형 집행유예 확정...의원직 상실  ,YTN,김철희,2024. 2. 8. 10:28,"공직선거법 위반 혐의로 기소된 더불어민주당 임종성 의원이 의원직 상실형을 확정받았습니다. 대법원은 오늘(8일), 임 의원에게 징역 4개월에 집행유예 2년을 선고한 원심을 확정했습니다. 공직선거법에 따라 임 의원은 백만 원 이상 벌금형을 확정받아 의원직을 잃게 됐습니다. 임 의원은 지난 대선을 앞두고 선거운동에 참여한 당원 등에게 금품을 제공하라고 지시한 혐의로 재판을 받아왔습니다. 또, 2022년 6월 지방선거 과정에서 예비 후보를 식당으로 불러 협회 임원들에게 인사시킨 뒤 식사비 46만 원가량을 결제하게 한 혐의도 받았습니다. 앞서 1심은 공소사실 상당 부분을 인정해 징역형의 집행유예를 선고했고, 항소심도 원심 판단에 문제가 없다며 임 의원의 항소를 기각했습니다. 임 의원은 2021년 민주당 전당대회 당시 송영길 전 대표 측에서 3백만 원짜리 '돈 봉투'를 받았다는 혐의로도 수사받고 있습니다. YTN 김철희 (kchee21@ytn.co.kr)※ '당신의 제보가 뉴스가 됩니다' [카카오톡] YTN 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr[저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지]",http://v.daum.net/v/20240208102812380
5,"  [속보] 尹대통령 ""외국인력 16만5000명 도입…중기 사람가뭄 풀 것""  ",디지털타임스,김미경,2024. 2. 8. 10:28,"[속보] 尹대통령 ""외국인력 16만5000명 도입…중기 사람가뭄 풀 것""",http://v.daum.net/v/20240208102810377
6,  [속보] ‘수원 냉장고 영아 시신’ 사건 친모에 징역 8년 선고  ,조선일보,권상은 기자,2024. 2. 8. 10:28,"자녀 2명을 출산하고 곧바로 살해한 뒤 시신을 수년간 냉장고에 보관해 온 ‘수원 냉장고 영아 시신’ 사건의 30대 친모에게 1심에서 징역 8년형이 선고됐다. 이 사건은 신생아 번호는 받았으나, 출생신고가 되지 않은 이른바 ‘출생 미신고 아동’에 대해 전수조사를 벌이는 계기가 됐다.수원지법 형사 12부(재판장 황인성)는 8일 살인 및 사체은닉 혐의로 구속기소된 고모(36)씨에 대해 이같이 선고했다. 검찰의 구형량은 징역 15년이었다.고씨는 2018년 11월과 2019년 11월 각각 병원에서 여아와 남아를 출산한 뒤 자택과 집 근처 골목 등에서 살해하고 비닐봉지에 넣어 수원시 장안구 자신의 아파트 냉장고 냉동실에 시신을 보관해 온 혐의로 구속기소됐다. 고씨는 이미 3명의 자녀를 두어 경제적 어려움을 겪고 있는 가운데 또 출산하게 되자 이같은 범행을 저지른 것으로 조사됐다.이 사건은 감사원이 보건복지부에 대한 감사를 벌이는 과정서 드러났다. 감사원이 출산 기록은 있지만 출생 신고가 되지 않은 ‘출생 미신고’ 영아 사례를 발견해 수원시에 통보했고, 수원시는 고씨를 수사해달라고 경찰에 의뢰했다. 지난해 6월 21일 자택 압수수색에 나선 경찰은 냉장고에서 피해 아동 시신 2구를 발견하고 고씨를 긴급체포했다. 고씨는 현재 임신 중인 상태로, 다음달 말쯤 출산을 앞두고 있다.고씨는 지난달 18일 결심공판 최후 진술에서 “아이들을 위해 무엇이든 할 수 있는 엄마였지만 순간 잘못된 판단으로 보듬어야 할 아이들에게 깊은 상처를 줬다”며 “세 아이를 키우면서 경제적으로 허덕이고, 이 아이들(피해 아동들)조차 지킬 수 없다는 찰나의 잘못된 선택으로 아이들 모두에게 되돌릴 수 없는 일을 저질러 깊이 반성한다”고 말했다.",http://v.daum.net/v/20240208102807372
7,  [속보]‘선거법 위반’ 민주당 임종성 의원직 상실형 확정  ,동아일보,입력 2024. 2. 8. 10:28,2024. 2. 8. 10:28,Nan,http://v.daum.net/v/20240208102804366
8,  [속보] ‘수원 냉장고 영아시신 사건’ 30대 친모에 징역 8년 선고  ,헤럴드경제,입력 2024. 2. 8. 10:28,2024. 2. 8. 10:28,(끝)betterj@heraldcorp.com,http://v.daum.net/v/20240208102800357
9,"  [속보] '선거법 위반 혐의' 홍남표 창원시장, 1심 무죄  ",뉴스1,강정태 기자,2024. 2. 8. 10:27,jz1@news1.kr ,http://v.daum.net/v/20240208102755356
