,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] 김건희 여사 상대로 ‘쥴리 의혹’ 제기한 안해욱 구속영장 기각  ,세계일보,김수연,2024. 2. 1. 22:52,"이어 “피의자는 주거가 일정하고, 본건과 유사한 공소사실에 대해 진행되고 있는 불구속 형사 재판에 빠짐없이 출석하고 있는 점, 동영상 파일 등 피의자 진술에 관한 물적 증거가 확보돼 있어 이에 대한 증거 인멸의 우려가 있다고 보기 어렵다”고 기각 사유를 설명했다.이 부장 판사는 윤석열 대통령 부인 김건희 여사를 둘러싼 이른바 ‘쥴리 의혹’ 등 허위 사실을 지속해서 유포한 혐의를 받는 안 전 회장과 관련해 ▲이번 건과 사실관계 내지 법적 쟁점이 동일하거나 유사한 별건에 관해 경찰과 별도로 검찰이 피의자에 대한 불구속 수사를 이번 건 이전부터 상당 기간 진행해 온 점 ▲현재도 불구속 수사를 계속 진행 중인 점 등도 기각 사유로 들었다.앞서 안 전 회장은 이날 오전 10시쯤 영장 실질심사를 받기 위해 법원에 출석해 ‘쥴리 의혹이 허위라는 경찰 주장에 수긍하느냐’는 취재진의 질문에 “허위는 아니다”라며 “구속영장 청구 취지를 보면 억지스러운 면이 있어서 소명될 것”이라고 답했다.이어 “기각될 것으로 생각한다”고 말한 뒤 법원 건물로 들어섰다.안 전 회장은 지난해 7월26일 ‘시민언론 더탐사’ 유튜브 방송에서 “김 여사가 조남욱 전 삼부토건 회장이 접대에 활용한 여성인 쥴리다”, “김 여사가 (내) 지인과 성관계를 했다”는 취지의 허위 내용을 유포한 혐의를 받는다.김수연 기자 sooya@segye.com",http://v.daum.net/v/20240201225246568
1,"  [속보] `쥴리 의혹` 제기 안해욱씨 영장 기각…""증거인멸 우려 없어""  ",디지털타임스,박양수,2024. 2. 1. 22:46,"윤석열 대통령 부인 김건희 여사가 과거 유흥주점에서 일했다는 이른바 '쥴리 의혹'을 제기한 안해욱 전 대한초등학교태권도협회장의 구속영장이 1일 기각됐다.서울중앙지법 이민수 영장전담 부장판사는 이날 안씨의 구속 전 피의자 심문(영장실질심사)을 한 뒤 ""수사·재판 경과와 증거 수집 현황 등을 감안할 때 경찰 수사에서 안씨가 증거를 인멸하거나 도망할 염려가 있다고 보기 어렵다""며 구속영장을 기각했다.이 부장판사는 ""안씨의 주거가 일정하고 이 사건과 유사한 공소사실에 대해 진행되고 있는 불구속 형사 재판에 빠짐없이 출석하고 있다""며 ""동영상 파일 등 안씨의 진술에 관한 물적 증거가 확보돼 있다""고 밝혔다.이어 ""이 사건의 사실관계와 법적 쟁점이 유사한 별건에 관해 경찰과 별도로 검찰이 안씨에 대한 불구속 수사를 상당 기간 진행해왔다""고 했다.안씨는 지난해 유튜브 채널에서 '김 여사가 유흥주점에서 일하는 모습을 봤다'는 등의 발언을 한 혐의(정보통신망법상 명예훼손)를 받는다.서울경찰청 사이버수사대는 안씨가 관련 발언으로 고발당해 지난해 10월 조사를 받고도 약 두 달간 유사한 발언을 8차례 반복하자 재범 위험이 높다고 판단해 지난달 18일 구속영장을 신청했다.안씨는 지난해 6월에도 ""쥴리의 파트너가 돼 접대받았다""는 발언으로 경찰이 구속영장을 신청했으나 검찰 단계에서 기각된 바 있다.안씨는 2022년 대선을 앞두고도 유튜브와 라디오 방송 등에서 이 같은 발언을 한 혐의로 기소돼 현재 서울중앙지법에서 재판받고 있다. 박양수기자 yspark@dt.co.kr",http://v.daum.net/v/20240201224610488
2,"  [속보] 尹대통령, 오는 7일 KBS와 신년 대담 유력 검토  ",디지털타임스,박양수,2024. 2. 1. 22:38,"윤석열 대통령은 오는 7일 언론사 단독 대담을 통해 새해 정국 구상을 밝힐 것으로 알려졌다.대통령실 관계자는 1일 연합뉴스와 통화에서 ""윤 대통령이 사전 인터뷰 방식의 신년 대담을 통해 올해 국정 운영 방향을 밝힐 수 있다""고 말했다.윤 대통령의 대담은 사전 녹화한 뒤 KBS를 통해 방송하는 방안이 유력하게 거론된다.윤 대통령은 대담에서 취임 3년차 국정 운영 구상을 소개하는 한편, 부인 김건희 여사의 '명품 가방 수수' 논란에 관한 입장을 직접 설명할 것으로 보인다.윤 대통령은 김 여사를 둘러싼 논란에 대해 설명하면서 제2부속실 설치나 특별감찰관 임명 등 제도적 보완 장치를 제시할 가능성도 있다.앞서 윤 대통령은 신년 기자회견이나 기자단과의 '김치찌개 오찬' 등 다양한 소통 방식을 고민했으나, 메시지 전달 효과를 고려해 언론사 단독 대담을 결정한 것으로 전해졌다.윤 대통령은 2022년 8월 17일 취임 100일 기자회견을 진행한 후 약 1년 6개월간 기자회견을 하지 않았다. 취임 후 처음으로 맞이한 작년 새해에는 조선일보 단독 인터뷰에서 국정 운영 구상을 밝혔다. 박양수기자 yspark@dt.co.kr",http://v.daum.net/v/20240201223809396
3,  [속보] ‘드라마 제작사 고가 인수 의혹’ 김성수·이준호 구속영장 기각  ,세계일보,김현주,2024. 2. 1. 22:35,"이어 “범죄의 성립 여부 및 손해액 등 다툴 여지가 있어 불구속 상태에서 방어권을 충분히 행할 필요성이 있다”며 “관련 금융기관 거래 정보를 포함한 객관적 증거는 압수수색을 통해 이미 확보돼 있으며, 그 외 주거가 일정하고 수사 경과와 수사 및 심문에 임하는 태도, 사회적 유대관계를 고려할 때 증거 인멸이나 도주 우려가 있다고 보기 어렵다”고 기각 사유를 밝혔다.김 대표는 이 부문장과 공모해 2020년 카카오엔터가 드라마 제작사 바람픽쳐스를 시세보다 높은 200억원에 사들이도록 해 제작사에 시세 차익을 몰아준 혐의를 받는다.검찰은 또 김 대표가 기업 가치 평가서를 허위로 작성하는 등의 방법으로 인수대금을 부풀려 카카오엔터에 경제적 손해를 입힌 것으로 보고 있다.이 부문장에겐 아내인 배우 윤정희가 대주주로 있는 바람픽쳐스에 시세 차익을 몰아줄 목적으로 김 대표와 공모한 혐의가 제기됐다. 바람픽쳐스는 드라마 ‘최악의 악’과 ‘무인도의 디바’ 등을 제작한 회사다.김 대표와 이 부문장의 변호인 측은 이날 “본건은 회사 사업 경쟁력 강화를 위해 당시 유망한 제작사에 이뤄진 적법한 투자”라며 “투자 전에 이미 해당 제작사는 유명 작가, 감독과 다수의 작품을 준비, 성장 잠재력을 갖추고 있었고 현재는 견조한 실적을 내는 우량한 제작사로 자리 잡고 있다”고 밝혔다.아울러 “영장 혐의사실 관련해서 법정에서 충실하게 소명하겠다”고 밝혔다.검찰은 카카오의 SM엔터테인먼트 시세조종 혐의를 수사하던 중 김 대표 등의 배임 정황을 포착한 것으로 알려졌다.김현주 기자 hjk@segye.com",http://v.daum.net/v/20240201223542367
4,  [속보]‘쥴리 의혹’ 유포 안해욱 구속영장 기각  ,동아일보,김소영 동아닷컴 기자,2024. 2. 1. 22:29,"서울중앙지법 이민수 영장전담 부장판사는 1일 정보통신망 이용촉진 및 정보보호 등에 관한 법률 위반(명예훼손) 혐의를 받는 안 씨의 구속 전 피의자 심문(영장실질심사)을 진행한 뒤 “현 단계에서 피의자(안 씨)가 증거를 인멸하거나 도망할 염려가 있다고 보기 어렵다”며 구속영장을 기각했다.이 부장판사는 “피의자의 주거가 일정하고, 이 사건과 유사한 공소사실에 대해 진행되고 있는 불구속 형사 재판에 빠짐없이 출석하고 있다”며 “동영상 파일 등 피의자의 진술에 관한 물적 증거가 확보돼 있다”고 밝혔다.이어 이번 사건과 사실관계 또는 법적 쟁점이 동일하거나 유사한 별건에 관해 경찰과 별도로 검찰이 피의자에 대한 불구속 수사를 이전부터 상당 기간 진행해 온 점, 현재도 불구속 수사를 계속 진행 중인 점 등도 기각 사유로 들었다.경찰에 따르면 안 씨는 지난해 모 유튜브 채널에서 ‘김 여사가 유흥주점에서 일하는 모습을 봤다’ 등의 발언을 해 김 여사의 명예를 훼손한 혐의를 받는다.사건을 수사한 서울경찰청 사이버범죄수사대는 안 씨가 관련 발언으로 고발당해 지난해 10월 조사를 받고도 약 두 달간 유사한 발언을 8차례 반복하자 재범 위험이 크다고 판단해 지난달 18일 구속영장을 신청했다.김소영 동아닷컴 기자 sykim41@donga.com ",http://v.daum.net/v/20240201222901311
5,  [속보]‘김건희 쥴리’ 명예훼손 혐의 안해욱 구속영장 기각  ,뉴시스,정진형,2024. 2. 1. 22:24, [서울=뉴시스] ‘김건희 쥴리’ 명예훼손 혐의 안해욱 구속영장 기각 ,http://v.daum.net/v/20240201222417292
6,  [속보]'쥴리 의혹' 제기 안해욱 구속영장 기각  ,뉴스1,이기범 기자,2024. 2. 1. 22:22,Ktiger@news1.kr ,http://v.daum.net/v/20240201222217273
7,  [속보]'드라마제작사 고가 인수' 김성수·이준호 구속영장 기각  ,뉴시스,정진형,2024. 2. 1. 22:12, [서울=뉴시스] 드라마제작사 바람픽처스 고가 인수 의혹 카카오엔터 김성수·이준호 구속영장 기각 ,http://v.daum.net/v/20240201221258213
8,  [속보]'고가 인수 의혹' 김성수 카카오엔터 대표 구속영장 기각  ,뉴스1,이기범 기자,2024. 2. 1. 22:12,Ktiger@news1.kr ,http://v.daum.net/v/20240201221241210
9,  [에디터의 창] 언론개혁에 대한 정치권의 무지와 편견  ,경향신문,한대광 기자,2024. 2. 1. 20:13,"2019년 9월 무렵 전국언론노동조합 조사단의 일원으로 영국·프랑스·독일·벨기에를 방문해 각국 정부의 언론정책과 언론노조의 동향을 취재할 기회가 있었다. 영국 공영방송 BBC에서 동아시아 뉴스를 담당하는 기자는 김정은 북한 국무위원장이 그해 초 열차를 이용해 중국 단둥을 통과하는 ‘정보’를 보도하지 않은 사례를 얘기했다. 그는 “당시 북한 지도자가 탄 열차가 중국 단둥을 통과했다는 정보가 들어왔다”면서 “하지만 취재기자가 직접 확인하지 않을 경우에는 복수의 유력 취재원이 같은 말을 한다는 것을 확인하기 전에는 보도하지 않는다는 자체 제작 가이드라인(BBC Editorial Guidelines)을 준수했기 때문”이라고 설명했다. 그는 덧붙여 “속보 경쟁에서 다소 뒤처지는 일도 있겠지만 대신 BBC 보도만큼은 정확하다는 신뢰를 쌓는 게 더 값진 자산”이라고 말했다.BBC 가이드라인은 전 세계 언론인들에게 공정보도의 중요한 잣대 중 하나로 평가받고 있다. 필자도 당시 BBC노조로부터 가이드라인을 받아 국내에서 번역본을 만들어 언론노조 각 지부와 공유하기도 했다. 최근에는 SBS가 20년 만에 취재 제작 가이드라인 등을 정비한 ‘SBS 저널리즘 준칙’을 만들었는데 “증언에 의한 사실 확인은 최소한 2인 이상의 확인이 필요, 복수의 취재원과 전문가 등을 통해 진위 여부를 확인” 등을 명시했다. BBC 가이드라인이 국내에서도 확산되는 추세임을 실감하며 내심 반가웠다.유럽 출장 경험 중 기억에 남는 또 다른 ‘충격’은 프랑스와 독일 정부의 언론 지원 정책이다. 프랑스 문화부 책임자는 “전 국민이 아침식사 테이블에서 신문을 읽을 수 있도록 하는 것이 기본 정책”이라고 밝혔다. 그는 ‘국가의 존립 이유는 민주주의 구현이고, 이를 위해서는 언론의 역할이 중요하기 때문에 지원 정책은 국가의 당연한 책무’라는 논리를 폈다. 독일 연방미디어청 책임자는 “제2차 세계대전을 일으킨 역사적 과오 뒤에는 히틀러 정부의 언론독점이 있었다”면서 “교훈을 바탕으로 민영 미디어에 의한 과도한 미디어 집중을 막는 것이 기본 정책이고, 이를 위해 다양한 미디어에 대한 지원 정책을 펼치고 있다”고 했다. 프랑스와 독일에는 어느 정부가 들어서더라도 막대한 예산 지원을 통해 언론이 자생력을 갖고 민주주의 실현의 교두보 역할을 할 수 있는 제도가 정착되어 있다.언론노조는 유럽 현지 조사 결과와 국내에서의 숱한 토론 등을 거쳐 ‘신문 등의 진흥에 관한 법률 일부개정법률안’을 만들었다. 2020년 11월 김승원 민주당 의원이 대표발의했다. 개정안에는 기존 법조문에 없는 신문산업에 대한 정부의 지원 근거를 처음으로 명시했다. 또 편집제작평의회와 독자권익위원회 같은 편집권 독립을 위한 제도적 장치를 명문화해 언론개혁을 이루자는 내용 등이 담겼다. 개정안은 2017년 대선 때 문재인 민주당 후보와 언론노조가 서명한 언론개혁 방안에도 부합하는 것이었다. 집권여당이자 국회 다수당이었던 민주당은 그러나 2021년 8월 언론중재 및 피해구제 등에 관한 법률(언론중재법) 개정안을 당론으로 정하고 밀어붙이려다 언론계와 마찰을 빚었다. 이 개정안은 언론 현장 종사자들의 목소리는 철저히 외면한 채 재갈을 채우려는 것이기 때문이다. 문재인 정부와 민주당은 세계적 흐름은 외면한 채 언론개혁의 기본 원칙도 없이 언론의 비판 기능을 무디게 하려다 아무런 성과도 내지 못했다. 윤석열 정부는 한술 더 떠 언론 자유를 노골적으로 침해하는 중이다. 대선 당시 언론의 윤석열 후보 검증 보도 취재원을 색출하기 위한 검찰의 강제수사, 공영방송 장악을 위한 각종 조치, 류희림 방송통신심의위원장의 독단적이고 편파적인 운영 등이 끊임없이 벌어지고 있다.지금도 현업 언론인들은 편집권 독립이라는 언론개혁의 지상명제를 실현하기 위해 다양한 내부 기준을 만들고 있다. 상당수 언론사에선 편집제작평의회, 독자권익위원회 등 제도적 장치를 통해 편향된 보도가 나오지 않도록 끊임없이 토론을 조직하고 있다. 기성 정치권에 한마디 던지고 싶다. ‘언론개혁은 당신들의 입맛에 맞는 언론으로 길들이는 것이 절대 아니다’라는 근본적인 발상의 전환을 요청한다. 프랑스와 독일 수준까지는 좇아가지 못하더라도 언론 종사자들이 어떤 고민과 노력을 하고 있는지 최소한의 이해라도 하면서 언론개혁을 논해주길 당부한다. 언론은 정치권의 적이 아니다. 민주주의 실현을 위한 버팀목이다.한대광 사회에디터 chooho@kyunghyang.com",http://v.daum.net/v/20240201201300530
