,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보]美관리 ""추가 공습, 전날보다 범위 훨씬 좁아…주로 레이더 시설 목표""  ",뉴시스,박준호 기자,2024. 1. 13. 11:05, [서울=뉴시스] 박준호 기자 = 후속기사가 이어집니다☞공감언론 뉴시스 pjh@newsis.com ,http://v.daum.net/v/20240113110510821
1,  [속보] “美 예멘 후티 반군 겨냥 추가 공습”  ,국민일보,이강민,2024. 1. 13. 11:05,"미군이 예멘에서 후티 반군에 추가 공격을 가하고 있다는 외신 보도가 나왔다.로이터 통신은 12일(현지시간) 미군이 후티 반군에 대한 추가 공격을 가하고 있다고 미 당국자 2명을 인용해 보도했다.AP 통신도 미국이 예멘 내 위협으로 확인된 후티 관련 표적을 추가로 공격했다고 전했다.러시아 타스 통신은 후티 반군이 운영하는 알마시라 TV를 인용해 미국과 영국이 예멘 수도인 사나에 추가 공습을 가했다고 보도했다.앞서 미국과 영국은 전투기와 선박을 동원해 사나와 예멘 서부 해안 호데이다 등 후티 반군 근거지에 대규모 공습을 가했다. 이에 후티 반군은 전방위 보복을 경고했다.이란의 지원을 받는 예멘 반군은 지난해 10월 가자지구 전쟁 발발 이후 팔레스타인 무장정파 하마스를 지원하겠다며 주요 국제 무역로인 홍해를 지나는 상선을 약 27차례 공격해왔다.이강민 기자 river@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 수집, 재배포금지",http://v.daum.net/v/20240113110509820
2,"  [속보]""미국, 예멘 후티 반군 30여곳 공격 후 하루 만에 추가 공습""  ",뉴시스,박준호 기자,2024. 1. 13. 11:01, [서울=뉴시스] 박준호 기자 = 후속기사가 이어집니다☞공감언론 뉴시스 pjh@newsis.com ,http://v.daum.net/v/20240113110115787
3,"  [속보] 로이터 ""美, 예멘 후티 반군 겨냥 추가 공격""  ",YTN,기정훈,2024. 1. 13. 10:54,"로이터 ""美, 예멘 후티 반군 겨냥 추가 공격"" ▷ 자세한 뉴스 곧 이어집니다. YTN 기정훈 (prodi@ytn.co.kr)※ '당신의 제보가 뉴스가 됩니다' [카카오톡] YTN 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr[저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지]",http://v.daum.net/v/20240113105400709
4,"  [속보] ""미국, 이란 지원받는 예멘 후티 반군 겨냥 추가 공격""  ",강원도민일보,최경진,2024. 1. 13. 10:52,,http://v.daum.net/v/20240113105252700
5,"  [속보] 북한, 남파간첩에 지령 보내던 ‘평양방송’ 중단  ",서울신문,김민지,2024. 1. 13. 10:52,"북한의 대남 국영 라디오 ‘평양방송’ 방송이 13일 현재 수신되지 않고 있는 것으로 확인됐다.전날 오후부터 방송이 잡히지 않고 있으며 평양방송의 홈페이지인 ‘민족대단결’ 접속도 불가능한 상태다.평양방송은 북한의 대남 기구가 운영해온 것으로 알려져 있다.앞서 지난해 말 김정은 국무위원장은 전원회의에서 남북관계에 대해 “적대적인 교전국”이라고 못 박고 “언제 가도 통일이 성사될 수 없다”고 선언하며 대남 기구 정리를 지시한 바 있다. 이번 평양방송 중단은 북한의 대남 기구 정리 작업의 연장선으로 추측된다.북한은 평양방송을 통해 1960년대부터 남측 주민을 겨냥해 인민민주주의 혁명을 선동하는 내용의 방송을 내보내 왔다.과거 자정에 김일성, 김정일 찬양가를 내보낸 뒤 난수(亂數)를 읽어 남파간첩들에게 지령을 내렸던 것으로도 유명하다. 난수 방송은 “지금부터 27호 탐사대원들을 위한 원격교육대학 물리학 복습과제를 알려드리겠다. 178페이지 99번, 78페이지 40번…”이라는 식의 내용이다.난수 방송은 2000년 6·15 남북 정상회담 이후 중단됐다가 지난 2016년 재개됐다.김민지 기자",http://v.daum.net/v/20240113105202692
6,"  [속보]외신 “美, 예멘 후티 반군 겨냥 추가 공격”  ",아시아경제,문혜원,2024. 1. 13. 10:41,문혜원 기자 hmoon3@asiae.co.kr,http://v.daum.net/v/20240113104134589
7,"  [속보]""美, 예멘 후티 반군 겨냥 추가 공격""  ",이데일리,하상렬,2024. 1. 13. 10:40, [이데일리 하상렬 기자] 로이터통신은 미국이 홍해를 봉쇄하고 있는 예멘 후티 반군에 대한 추가 공격을 개시했다고 12일(현지시간) 보도했다.하상렬 (lowhigh@edaily.co.kr) ,http://v.daum.net/v/20240113104018577
8,"  [속보] “미국, 예멘 후티 반군 겨냥 추가 공격”…로이터통신  ",문화일보,김성훈 기자,2024. 1. 13. 10:39,"로이터통신 “미국, 예멘 후티 반군 겨냥 추가 공격” 보도",http://v.daum.net/v/20240113103907564
9,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""-로이터  ",서울경제,남윤정 기자,2024. 1. 13. 10:34,,http://v.daum.net/v/20240113103437532
