,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  ""극심한 정치양극화…또 정치테러""…외신들이 본 배현진피습  ",아시아경제,김성욱,2024. 1. 26. 08:02,"25일 서울 강남 한복판에서 배현진 국민의힘 의원이 습격당하는 사건이 발생한 가운데, 외신들은 이달 초 벌어진 이재명 더불어민주당 대표 피습 사건을 언급하며 ""한국 사회의 정치 양극화가 심해지고 있다""고 긴급 타전했다.""이재명 피습 3주 만에…정치 양극화 심화""AP통신은 이날 '한국 정치인, 야권 지도자 피습 몇 주 만에 공격당해'라는 제목의 기사와 함께 배 의원의 사진을 올렸다. AP는 ""배 의원이 신원미상의 남성에게 돌로 추정되는 물체로 머리를 여러 차례 가격당한 후 병원에서 치료받고 있다""며 ""한국의 야당 지도자인 이 대표가 부산에서 목을 찔린 지 불과 몇 주 만에 정치인이 습격당하는 일이 벌어지면서, 한국 사회의 극심한 정치 양극화에 대한 우려를 키웠다""고 보도했다.워싱턴포스트(WP)도 ""4월 총선을 앞두고 한국 정치 분열이 극에 달했다""며 ""한국에서 정치인에 대한 공격은 드문 일인데, 이달에만 연속으로 (정치 테러가) 벌어졌다""고 전했다. 또, 지난 2022년 송영길 전 민주당 대표의 '둔기 피습'과 2006년 박근혜 전 대통령이 야당 대표 시절 습격당한 사건을 언급했다.일본 니혼게이자이신문(닛케이) 영문판인 닛케이 아시아도 배 의원 피습 소식을 전하면서 ""이 대표 피습에 이어 또다시 일어난 이번 사건으로 인해 한국에서 양극화 심화, 정치적 반대 성향의 인물에 대해 비난하는 풍조에 대한 우려가 커지고 있다""고 전했다. 이 밖에도 블룸버그와 CNN, 월스트리트저널(WSJ) 등 다수의 매체가 ""배 의원이 강남 한복판에서 돌을 든 괴한에 습격당했다""며 속보로 전했다.""배현진 의원이죠?"" 묻더니 돌로 가격…15세 중학생배 의원은 이날 오후 5시 20분께 개인 일정 중 서울 강남구 신사동의 한 건물 입구에서 A군(15)에게 공격당했다. 의원실이 공개한 폐쇄회로(CC)TV 영상과 보좌진에 따르면 피의자는 배 의원에게 ""국민의힘 배현진 의원이죠?""라고 두 차례 물어본 후 배 의원의 머리를 돌덩이로 내리쳤다. 그는 배 의원이 바닥에 쓰러진 후에도 다른 남성이 나와 제지할 때까지 10여초간 10차례 이상 가격을 이어갔다. 배 의원은 이후 인근 대학병원으로 이송돼 응급 처치를 받았고, 생명에 지장이 없는 것으로 전해졌다.26일 경찰은 전날 현장에서 체포된 중학생 A군을 보호자 입회하에 조사한 후 이날 새벽 응급입원 조치했다고 밝혔다. '응급입원'은 정신질환자로 추정되는 사람의 자해나 타해 위험이 있어 사정이 급박한 경우 의료기관에 3일 이내 입원시킬 수 있는 제도다. 경찰은 ""피의자가 미성년자인 점과 현재의 건강 상태 등을 고려했다""며 ""향후 범행동기 등을 면밀히 조사하는 등 엄정히 수사할 예정""이라고 밝혔다.김성욱 기자 abc123@asiae.co.kr",http://v.daum.net/v/20240126080236193
1,"  [속보]경찰 ""배현진 습격한 미성년자 응급입원 조치""  ",뉴시스,정진형,2024. 1. 26. 07:14, [서울=뉴시스]  ,http://v.daum.net/v/20240126071420473
2,"  美 증시 상승 마감…다우 +0.64%, S&P500 +0.53%, 나스닥 +0.18%  ",SBS Biz,김종윤 기자,2024. 1. 26. 06:18,짧고 유익한 Biz 숏폼 바로가기,http://v.daum.net/v/20240126061806718
3,  [속보]다우·S&P500 최고치 또 경신…“골디락스 왔다”  ,이데일리,김상윤,2024. 1. 26. 06:10," [뉴욕=이데일리 김상윤 특파원] 뉴욕증시가 강세장을 이어가고 있다. 고금리에도 미국 경제가 예상보다 탄탄한 상황에서 인플레이션이 잡히고 있다는 소식에 랠리가 이어졌다. 이른바 뜨겁지도 차갑지도 않은 ‘골디락스’에 한층 더 다가 선 것이다. 대형주 벤치마크인 S&P500지수는 0.53% 오른 4894.16을, 기술주 위주의 나스닥지수는 0.18% 상승한 1만5510.50에 거래를 마쳤다.미국 경제가 ‘골디락스’에 가까운 흐름을 보이면서 투자심리가 고조되고 있다. 고금리에도 강력한 소비가 뒷받침되면서 지난해 4분기 미국 경제가 예상보다 매우 강력한 것으로 입증된 덕분이다. 이날 미국 상무부는 지난해 4분기(7~9월) 국내총생산(GDP) 증가율(속보치)이 전분기 대비 연율 3.3%로 집계됐다고 밝혔다. 지난 3분기(4.9%)보다는 성장 속도가 둔화했지만, 시장 평균 예상치(2.0%)를 크게 웃돈 수치다. 팬데믹 이전의 미국 성장 추세와 유사하다.예상보다 미국 경제가 강력했던 것은 소비가 탄탄하면서다. 연준의 고강도 긴축에 따른 가계와 기업의 부담 증가에도 불구, 소비가 크게 둔화하지 않았다. 미국 경제의 주요 성장동력인 개인 지출은 지난 4분기에 2.8% 증가했다. 4분기 강력한 성장 덕분에 지난해 미국 경제는 전년대비 2.5% 성장했다. 대부분 경제학자들은 미국이 지난해 약한 경기침체에 빠질 것이라고 확신했지만, 경기침체 우려를 불식시키며 놀라운 한해를 마감했다.특히나 경제가 탄탄함에도 불구 인플레이션이 둔화되고 있는 점은 투자자들을 더욱 흥분시켰다. 연방준비제도가 물가상황을 파악할 때 선호하는 근원 개인소비지출(PCE) 물가지수는 전분기 대비 2% 상승에 그쳤다.찰스 슈왑의 수석 투자 전략가인 케빈 고든은 “정말 건전한 데이터 조합이었다”며 “인플레이션이 없이 성장을 추구할 수 있는 열반(nirvana)에 가까웠다”고 평가했다.테슬라는 12.13% 폭락하며 나스닥 상승폭을 제한했다. 테슬라가 올해 성장성이 약화될 것이라는 전망을 내놓으면서 매도 물량이 쏟아져 나왔다. 테슬라는 지난해 4분기 실적 발표를 하면서 주주 서한에서 “올해 차량 판매 증가률은 텍사스 기가팩토리에서 차세대 차량 출시를 준비하면서 지난해 달성한 차량 인도 증가율(38%) 보다 ‘현저히 낮아질 수 있다’(may be notably lower)”고 밝혔다.김상윤 (yoon@edaily.co.kr) ",http://v.daum.net/v/20240126061057633
4,"  [속보] 뉴욕 증시, 美 연착륙 기대에 상승 마감…다우 0.64%↑ 나스닥 0.18%↑  ",뉴시스,이재준 기자,2024. 1. 26. 06:07," [서울=뉴시스]이재준 기자 = 미국 뉴욕 증시는 25일(현지시간) 2023년 10~12월 분기 국내총생산이 시장 예상을 웃돌아 경제 연착륙에 대한 기대를 부추기면서 고른 종목에 매수 선행으로 상승 마감했다.뉴욕증권거래소(NYSE)에서 다우존스 산업지수는 이날 전일 대비 247.74 포인트, 0.64% 반등한 3만8049.13으로 폐장했다.스탠더드 앤드 푸어스(S&P) 500 지수는 전일보다 25.61 포인트, 0.53% 올라간 4894.16으로 거래를 끝냈다.기술주 중심의 나스닥 종합지수는 전일에 비해 28.58 포인트, 0.18% 상승한 1만5510.50으로 장을 마쳤다.☞공감언론 뉴시스 yjjs@newsis.com ",http://v.daum.net/v/20240126060758600
5,  [속보]예상 웃돈 GDP에 강보합...테슬라는 12%대 급락  ,아시아경제,뉴욕=조슬기나,2024. 1. 26. 06:04,"미국 뉴욕증시의 3대 지수는 예상을 웃돈 경제성장률, 기업 실적 등을 소화하며 25일(현지시간) 보합권에서 일제히 상승 마감했다. 이날 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 0.64% 올라 거래를 마쳤다. 대형주 중심의 S&P500지수는 0.53%, 기술주 중심의 나스닥지수는 0.18% 상승 마감했다. 주요 기술주인 테슬라는 전날 장 마감 후 공개한 실적과 가이던스에 대한 투자자들의 실망감으로 인해 12%이상 급락했다.뉴욕=조슬기나 특파원 seul@asiae.co.kr",http://v.daum.net/v/20240126060431566
6,"  [속보]뉴욕증시 일제히 상승, S&P500 닷새째 사상최고...테슬라, 12% 폭락  ",파이낸셜뉴스,송경재,2024. 1. 26. 06:02,dympna@fnnews.com 송경재 기자,http://v.daum.net/v/20240126060226528
7,"  [속보] GDP 깜짝 성장에 미증시 일제 상승, 다우 0.64%↑  ",뉴스1,박형기 기자,2024. 1. 26. 06:00,sinopark@news1.kr ,http://v.daum.net/v/20240126060058483
8,  [속보] 테슬라 12% 폭락한 182 달러로 정규장 마감  ,뉴스1,박형기 기자,2024. 1. 26. 06:00,sinopark@news1.kr ,http://v.daum.net/v/20240126060048476
9,"  [속보] 美 GDP 깜짝 성장+中 부양책, 국제유가 3% 이상 급등  ",뉴스1,박형기 기자,2024. 1. 26. 05:00,sinopark@news1.kr ,http://v.daum.net/v/20240126050036800
