,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [인터뷰 전문] 노종면 ""임종석 공천, 주든 안 주든 욕 먹어…줬으면 '운동권' 얘기 나왔을 것""  ",JTBC,신혜원 기자,2024. 2. 27. 16:03,Nan,http://v.daum.net/v/20240227160342106
1,  [속보] 尹 “의사 증원은 의료 개혁 필수조건... 안 되면 어떠한 것도 할 수 없어”  ,조선비즈,김문관 기자,2024. 2. 27. 15:57,- Copyright ⓒ 조선비즈 & Chosun.com -,http://v.daum.net/v/20240227155729758
2,"  [속보]윤 ""의료개혁 '필수 조건' 의대 증원조차 안되면 어떤 것도 못해""  ",뉴시스,박미영,2024. 2. 27. 15:45, 후속기사가 이어집니다 ,http://v.daum.net/v/20240227154542264
3,"  식약처, 동구바이오제약 해열제⋅당뇨병약 2개 품목 판매 중지·회수 조치  ",조선비즈,김명지 기자,2024. 2. 27. 15:42,"식품의약품안전처는 동구바이오제약이 제조·판매하는 해열·진통·소염제 ‘록소리스정’과 당뇨병용제 ‘글리파엠정 2/500㎎’ 등 2개 품목의 제조·판매를 잠정 중지하고 회수 조치했다고 27일 밝혔다.동구바이오제약은 식약처의 제조·품질관리기준(GMP) 점검 결과, 이들 2개 제품의 제조 과정에서 첨가제 등을 임의로 변경해 허가 사항과 다르게 제조하고, 제조 기록서에는 허가 사항과 동일하게 제조한 것처럼 거짓 작성하는 등 약사법 위반 사항이 적발됐다.이번 제조·판매 중지 조치는 동구바이오제약이 회수·품목 변경 허가 등 안전 조치를 끝낼 때까지 유지된다.식약처는 동구바이오제약에 식약처가 정한 시험·검사 기관에서 해당 품목의 품질 적정 여부를 검사해 결과를 제출하도록 조치하는 한편, 의약 전문가에게 해당 품목의 처방·조제 중지를 권고하고 제품 회수가 신속히 이뤄질 수 있도록 의약품 안전성 속보를 배포했다.- Copyright ⓒ 조선비즈 & Chosun.com -",http://v.daum.net/v/20240227154226156
4,"  식약처, 동구바이오제약 룩소리스·글리파엠정 제조·판매 중지  ",데일리안,김성아,2024. 2. 27. 15:26,"식품의약품안전처는 동구바이오제약이 제조·판매하고 있는 해열진통제 ‘록소리스정’과 2형 당뇨병 치료제 ‘글리파엠정2/500mg’ 등 2개 품목에 대해 잠정 제조·판매중지 및 회수 조치했다고 27일 밝혔다.해당 조치는 식약처가 동구바이오제약의 GMP 준수 여부 등에 대한 점검을 실시한 결과 해당 2개 제품을 제조하는 과정에서 ▲첨가제 등을 임의로 변경해 허가 사항과 다르게 제조하고, ▲제조기록서에는 허가 사항과 동일하게 제조한 것처럼 거짓 작성하는 등 약사법 위반 사항을 확인한 데 따른 것이다.이번 조치는 동구바이오제약에서 회수와 품목 변경허가 등 필요한 안전 조치가 완료될 때까지 유지된다. 해당 2개 품목의 품질 적정 여부를 검증하고자 식약처장이 지정한 시험·검사기관에서 시험검사를 실시하고 그 결과를 제출토록 조치했다.한편 식약처는 의약 전문가에게 이번 조치 대상품목의 처방·조제 중지를 권고하고, 이용 중인 환자는 임의로 복용을 중단하지 말고 의·약사와 상의하도록 권고했다. 또 의사·약사 등에는 관련 제품 회수가 신속히 이뤄질 수 있도록 협조를 요청하는 내용을 담은 ‘의약품 안전성 속보’를 배포했다.",http://v.daum.net/v/20240227152613508
5,"  식약처, 동구바이오제약 '록소리스' 잠정 제조·판매중지 결정  ",아시아경제,이춘희,2024. 2. 27. 15:11,"식품의약품안전처는 허가사항과 다르게 의약품을 제조·판매한 동구바이오제약에 대해 해당 제품의 잠정 제조·판매중지 및 회수 조치를 결정했다고 27일 밝히고 관련 의약품 안전성 속보를 배포했다.이번 제조·판매중지 조치는 동구바이오제약에서 회수와 품목 변경 허가 등 필요한 안전 조치가 완료될 때까지 유지된다. 이어 2개 품목의 품질 적정 여부를 검증하고자 식약처장이 지정한 시험·검사기관에서 시험검사를 실시하고 그 결과를 제출토록 조치했다.또한 의약품 안전성 속보를 통해 의약 전문가에게 이번 조치 대상 품목의 처방·조제 중지를 권고하고, 복용 중인 환자는 임의로 복용을 중단하지 말고 의·약사와 상의하도록 하며 의사·약사 등에는 관련 제품 회수가 신속히 이뤄질 수 있도록 협조를 요청했다.이춘희 기자 spring@asiae.co.kr",http://v.daum.net/v/20240227151127901
6,  동구바이오제약 소염제 등 2개 품목 회수 조치  ,코메디닷컴,천옥현,2024. 2. 27. 15:11,"식품의약품안전처는 동구바이오제약이 제조·판매하는 해열진통소염제 '록소리스정'과 당뇨병약 '글리파엠정2/500밀리그램'에 대해 잠정 제조·판매중지와 함께 회수 조치했다고 27일 밝혔다. 이번 조치는 동구바이오제약이 GMP(제조품질관리기준)을 위반한 데 따른 것이다. 식약처가 동구바이오제약의 GMP 준수 여부 등에 대해 점검한 결과 이들 제품이 제조과정에서 약사법을 위반했음을 확인했다. 동구바이오제약은 첨가제 등을 임의로 변경해 허가 사항과 다르게 제조하면서 제조기록서에는 동일하게 제조하는 것처럼 거짓 작성했다. 이번 제조·판매중지 조치는 동구바이오제약이 회수와 품목 변경 허가 등 필요한 안전 조치가 완료될 때까지 유지된다. 해당 2개 품목에 대해서는 식약처장이 지정한 시험·검사기관에서 품질 적정성 시험검사를 실시하고 그 결과를 제출토록 했다. 식약처는 이번 조치와 관련해 의약품 안전성 속보를 배포했다. 의약 전문가에게 해당 품목의 처방·조제 중지를 권고하고, 복용 중인 환자는 의·약사와 상의하도록 하라는 내용이다. 또한 의사·약사 등에는 관련 제품 회수가 신속히 이뤄질 수 있도록 협조를 구했다.천옥현 기자 (okhi@kormedi.com)",http://v.daum.net/v/20240227151103890
7,"  [속보] 尹 ""의료 협상·타협 대상 아니다..의대 증원 못 미뤄""  ",CJB청주방송,김기수,2024. 2. 27. 15:10,Nan,http://v.daum.net/v/20240227151029870
8,"  '동구바이오제약' 록소리스정·글리파엠정, 판매 중지… 기록서 거짓 작성  ",헬스조선,이슬비 기자,2024. 2. 27. 15:06,"식품의약품안전처는 동구바이오제약의 제조·품질관리기준(GMP) 준수 여부 등에 대한 점검을 실시한 결과 위반 사항을 확인했다고 27일 밝혔다.2개 제품을 제조하는 과정에서 ▲첨가제 등을 임의로 변경해 허가 사항과 다르게 제조하고 ▲제조기록서에는 허가 사항과 동일하게 제조한 것처럼 거짓 작성하는 등 '약사법' 위반 사항이 확인됐다.이번 제조·판매중지 조치는 동구바이오제약에서 회수와 품목 변경허가 등 필요한 안전 조치가 완료될 때까지 유지된다. 식약처는 해당 2개 품목의 품질 적정 여부를 검증하고자 식약처장이 지정한 시험·검사기관에서 시험검사를 실시하고 그 결과를 제출토록 조치했다.한편, 식약처는 ▲의약 전문가에게 이번 조치 대상품목의 처방·조제 중지를 권고하고, ▲복용 중인 환자는 임의로 복용을 중단하지 말고 의·약사와 상의하도록 하며 ▲의사·약사 등에는 관련 제품 회수가 신속히 이뤄질 수 있도록 협조를 요청하는 내용을 담은 '의약품 안전성 속보'를 배포했다.",http://v.daum.net/v/20240227150644730
9,"  [속보] 尹, 의료계에 “지금 증원 해도 10년 걸려… 언제까지 미루라는 것이냐”  ",한국일보,김현빈,2024. 2. 27. 15:04,"윤석열 대통령이 27일 의대 정원 확대에 반대하는 의료계를 향해 “지금 증원해도 10년 뒤에야 (의사 수가) 증원되는데 도저히 언제까지 어떻게 미루라는 것이냐”라고 반문했다. 의료계 집단행동에 대해서는 “국민 생명을 볼모로 위협하는 건 어떤 명분으로도 정당화되기 어렵다”고 비판했다.윤 대통령은 이날 청와대 영빈관에서 열린 제6차 중앙지방협력회의에서 ""의대 정원 2,000명 증원은 부족한 의사 수를 채우기 위한 최소한의 규모""라며 “과학적 근거 없이 직역의 이해관계만을 앞세워 증원을 반대하는 것은 받아들이기 어렵다""고 밝혔다.윤 대통령은 “정부가 의료개혁의 일환으로 의사 수 확충과 함께 사법 리스크 완화, 필수의료 보상 강화 등 의료계의 요구를 전폭 수용한 바 있다""면서 ""그럼에도 의사들이 집단행동을 벌이는 것에 매우 안타깝다""고 지적했다.김현빈 기자 hbkim@hankookilbo.com",http://v.daum.net/v/20240227150459644
