,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보]'비명' 현역 신영대 전북 군산 공천···'친명' 김의겸 탈락  ,서울경제,김현상 기자,2024. 3. 6. 22:32,Nan,http://v.daum.net/v/20240306223221442
1,  [속보]민주 광산갑 경선서 이용빈 의원 탈락...“박균택 승리”  ,헤럴드경제,입력 2024. 3. 6. 22:30,2024. 3. 6. 22:30,[헤럴드경제(광주)=황성철 기자] 민주당 중앙당 선거관리위원회는 6일 오후 10시 여의도 당사에서 민주 광산갑 경선 결과 박균택 당대표 법률특보가 이용빈 의원을 누르고 공천권을 땄다고 발표했다.hwang@heraldcorp.com,http://v.daum.net/v/20240306223052423
2,"  [속보]박범계 민주 선관위원장 ""전주병 사안 회의 진행···내일 또 회의""  ",머니투데이,"김성은 기자, 오문영 기자",2024. 3. 6. 22:28,"박범계 더불어민주당 중앙당 선거관리위원장이 6일 밤 서울 여의도 당사에서 민주당 경선 결과를 발표한 뒤 기자들과 만나 ""전주병 사안 관련해 오늘 오후부터 온라인 선관위 회의를 진행하고 있다""고 밝혔다. 박 위원장은 ""(오후)7시 넘어서 경선 실시 과정에서 휴대폰을 일체 보안 과정을 걸어서 (회의를) 잠깐 멈췄다가 발표가 끝나고 온라인 회의와 오프라인 회의를 동시에 진행해서 숙의를 진행해 결론을 내기로 했다""며 ""오늘 중 (결론을) 내려고 했는데 말씀, 의견을 충분히 듣고 경과를 따져본 뒤에 결론을 낼 수도 있고 내지 못할 수도 있다고 생각한다""고 했다. 이어 ""내일 또 회의를 열어서 결론을 내겠다""고 덧붙였다. 정동영 전 통일부 장관이 여론조사에 대한 거짓응답을 유도했다는 의혹이 번지자 더불어민주당 선관위가 논의에 나선 것으로 풀이된다. 정동영 전 장관은 현재 전북 전주병에서 출마를 준비중이다. JTBC는 정 전 장관이 경선 전인 지난해 12월, 지역 유권자들에게 ""여론조사 전화가 오면 20대라고 해 달라""고 말한 부분이 녹취된 것을 지난 5일 보도했다. 정 전 장관은 이같은 의혹 제기에 처음엔 '음해'라고 했다가 이후 ""20대 정치참여를 독려하는 농담이었다""고 해명한 것으로 전해졌다.논란이 번지자 권칠승 민주당 수석대변인은 6일 기자들과 만난 자리에서 이 건에 대한 당의 논의가 있을 예정이라고 밝혔다. 김성은 기자 gttsw@mt.co.kr 오문영 기자 omy0722@mt.co.kr",http://v.daum.net/v/20240306222857401
3,  [속보]‘비명’ 강병원·윤영찬·김한정 공천 탈락···박용진·정봉주 결선  ,경향신문,김상범 기자,2024. 3. 6. 22:25,"더불어민주당의 비이재명(비명)계 현역의원들과 친이재명(친명)계 도전자들의 대결에서 비명계 의원들이 대거 탈락했다. 비명계 현역 국회의원인 강병원 의원은 4·10 총선 서울 은평을 공천에서 친명계 도전자에게 패배해 공천에서 탈락했다. 역시 비명계 현역인 박광온·윤영찬·전혜숙 의원 등도 줄줄이 경선에서 패했다. ‘비명횡사’ 공천 기조가 경선에서도 확인되면서 공천 논란이 커질 것으로 보인다.또 다른 비명계 현역으로 의정활동 ‘하위 10%’ 평가를 받아 불공정 논란이 일었던 박용진 의원은 서울 강북을 공천을 놓고 친명계 원외인사인 정봉주 당 교육연수원장과 결선을 벌이게 됐다.더불어민주당 중앙당선거관리위원회는 6일 오후 서울 여의도 당사에서 서울 6곳, 경기 5곳, 부산 3곳, 인천·충북 각 2곳, 광주·전북 각 1곳 등 총 20개 지역구의 경선 결과를 발표했다.강병원 의원은 도전자로 나선 김우영 강원도당위원장에게 패배해 은평을 공천을 내줬다. 강 의원은 비명계로 꼽히는 반면 김 위원장은 친명계 원외조직 더민주전국혁신회의 상임대표를 맡고 있어 ‘친명 자객 경선’ 논란을 낳은 바 있다. 김 위원장은 국민의힘 후보인 장성호 전 건국대 행정대학장과 맞붙는다.박용진 의원은 친명계 원외인사인 정봉주 당 교육연수원장과 강북을 공천을 놓고 오는 10~11일 결선투표를 벌인다. 박 의원은 앞서 현역의원 평가에서 하위 10%에 속한다는 통보를 받았다. 이 경우 경선 득표율의 30%가 감산돼 최소 득표가 70%를 넘겨야 과반으로 인정받는 것으로 알려졌다. 박 의원은 정 원장 및 이승훈 변호사와 3자 경선을 치렀으나 이 페널티 때문에 본선행을 확정 짓지 못하고 결선을 치르게 됐다.박 의원은 지난 대선 경선과 당대표 경선에서 이재명 당대표와 대립각을 세운 대표적인 비명계 원내 인사다.경기 성남중원에서는 현역 윤영찬 의원이 경선 상대인 친명계 비례대표 이수진 의원에게 졌다. 경기 남양주을에서도 현역 김한정 의원이 비례대표 김병주 의원에게 패해 고배를 마셨다.김한정·윤영찬 의원 역시 당내 비명계로 분류되며 박 의원처럼 당 공천관리위원회로부터 하위 10% 통보를 받은 바 있다. 이 의원과 김 의원은 친명계로 평가된다.윤석열 정권 심장부라는 상징성을 띤 서울 용산에서는 강태웅 전 지역위원장(성장현 전 용산구청장) 공천이 확정돼 4월 본선에서 현역 권영세 국민의힘 의원을 상대한다.서울 금천에서는 최기상 의원이 이 대표 변호를 맡았던 조상호 민주당 법률위원회 부위원장을 눌렀다. 서울 도봉을 후보로는 오기형 의원이 결정됐다. 다만 서울 광진갑 현역 의원인 전혜숙 의원은 친명계 이정헌 전 JTBC 앵커에게 패배했다.전북 군산에서는 현역 신영대 의원이 친명계 비례대표 김의겸 의원을 꺾고 공천을 받았다. 광주 광산갑에서는 이재명 대표 법률특보인 박균택 변호사가 이용빈 의원을 이기고 공천장을 획득했다.부산 해운대을에서는 윤준호 지역위원장이 민주당 후보로 나서서 현역 김미애 국민의힘 의원과 겨룬다. 사상구에서는 배재정 예비후보의, 중구영도구에서는 박영미 예비후보의 공천이 확정됐다.경기 용인병은 부승찬 전 국방부 대변인이 정춘숙 의원을 꺾었으며, 경기 수원정에서도 김준혁 경기도당 대변인이 박광온 의원을 이겼다. 남양주갑은 최민희 전 의원이 본선행 티켓을 얻었다.인천 동·미추홀갑에서는 현역 허종식 의원의 공천이 확정됐다. 인천 중구·강화·옹진에서는 조택상 전 인천시 균형발전정무부시장이 공천장을 따냈다.충북 청주상당에서는 이강일 전 지역위원장이 현역인 5선 정우택 국민의힘 의원과 본선 대결을 벌이게 됐다. 상당에 도전장을 낸 친문 노영민 전 대통령비서실장은 고배를 마셨다. 충주에서는 김경욱 전 국토교통부차관이 민주당 후보로서 3선 이종배 국민의힘 의원을 상대한다.김상범 기자 ksb1231@kyunghyang.com",http://v.daum.net/v/20240306222514378
4,"  [속보] 민주당, 청주상당 이강일·충주 김경욱 경선 승리  ",CJB청주방송,구준회,2024. 3. 6. 22:25,"더불어민주당 충북 청주 상당 선거구 4·10 총선 후보자는 이강일 예비후보로 결정됐습니다.민주당 공직선거후보자추천관리위원회는 6일 밤 청주 상당 지역구 후보자로 상당구지역위원장을 지낸 이강일 예비후보를 확정했습니다.국민이 참여한 여론조사 방식(국민 50%+당원 50%)으로 지난 4~6일 치러진 2인 경선에서 이강일 예비후보는 노영민 전 대통령비서실장에 승리했습니다.이로써 청주 상당은 현역인 국민의힘 정우택 국회부의장과 이강일 예비후보가 양강대결을 벌이게 됐습니다.충주시 선거구에는 인천국제공항공사 사장을 지낸 김경욱 예비후보가 각각 본선행을 확정 지었습니다. 김경욱 예비후보는 박지우, 맹정섭 예비후보와의 경선에서 승리했습니다.김 예비후보는 현역인 국민의힘 이종배 의원과 리턴매치를 치릅니다.",http://v.daum.net/v/20240306222511377
5,"  [속보] 민주, 전북 군산 ‘친명’ 김의겸 탈락…‘비명’ 신영대 공천  ",문화일보,곽선미 기자,2024. 3. 6. 22:24,Nan,http://v.daum.net/v/20240306222405369
6,"  [속보]민주당, 전북 군산 경선 '비명' 신영대 승리…김의겸 탈락  ",노컷뉴스,CBS노컷뉴스 김기용 기자,2024. 3. 6. 22:24,"민주당, 전북 군산 경선 '비명' 신영대 승리…김의겸 탈락CBS노컷뉴스 김기용 기자 kdragon@cbs.co.kr▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기 ",http://v.daum.net/v/20240306222404366
7,  [속보]민주당 성남중원 비례 이수진 경선 승리…윤영찬 탈락  ,노컷뉴스,CBS노컷뉴스 김기용 기자,2024. 3. 6. 22:24,민주당 성남중원 비례 이수진 경선 승리…윤영찬 탈락CBS노컷뉴스 김기용 기자 kdragon@cbs.co.kr▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기 ,http://v.daum.net/v/20240306222402365
8,  [속보]민주당 서울 강북을 경선 박용진-정봉주 결선 진출  ,노컷뉴스,CBS노컷뉴스 김기용 기자,2024. 3. 6. 22:24,민주당 서울 강북을 경선 박용진-정봉주 결선 진출CBS노컷뉴스 김기용 기자 kdragon@cbs.co.kr▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기 ,http://v.daum.net/v/20240306222400362
9,  [속보] 민주당 비명계 강병원·박광온·윤영찬 등 공천 탈락  ,경향신문,김윤나영 기자,2024. 3. 6. 22:23,"더불어민주당 비이재명(비명)계 현역 의원들이 6일 대거 경선에서 탈락했다. 현역 강병원·김한정·박광온·윤영찬·이용빈·전혜숙·정춘숙 의원이 친이재명(친명)계 도전자들에게 고배를 마셨다. 비명계 박용진 의원은 친명계 정봉주 전 의원과 결선을 치른다.더불어민주당 중앙당선거관리위원회는 6일 오후 서울 여의도 당사에서 서울 6곳, 경기 5곳, 부산 3곳, 인천·충북 각 2곳, 광주·전북 각 1곳 등 총 20개 지역구의 경선 결과를 발표했다.현역 의원 중에는 신영대(전북 군산), 오기형(서울 도봉을), 최기상(서울 금천) 의원이 경선에서 승리했다.김윤나영 기자 nayoung@kyunghyang.com",http://v.daum.net/v/20240306222331360
