,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] 작년 12월 경상흑자 74억 달러 기록… 8개월 연속 흑자 흐름  ,대전일보,최고나 기자,2024. 2. 7. 08:36,"지난해 12월 경상수지가 74억1000만 달러를 기록하며 8개월 연속 흑자 흐름을 이어갔다 7일 한국은행이 발표한 국제수지 잠정통계에 따르면 지난해 12월 경상수지는 74억 1000만 달러로 집계됐다. 연간 흑자는 354억 9000만 달러로 한은의 전망치(300억 달러)를 상회했다. 경상수지에서 가장 큰 비중을 차지하는 상품수지는 80억4000만달러를 기록했다. 수출은 반도체·승용차 등에 힘입어 590억 달러로 기록, 전년 동월 대비 5.8% 증가했다. 수입은 509억 7000만 달러로 9.3% 감소했다. 구체적으로 반도체는 19.1%, 승용차는 19.2% 증가했다. 수입의 경우, 에너지 가격이 크게 떨어지면서 전년 동기와 견줘 14.0% 감소했다. 다만 서비스수지는 25억4000만달러 적자를 나타냈다. 지적재산권수지의 경우, 한 달 새 2억4000만달러 흑자에서 2억5000만달러 적자로 전환됐다. ",http://v.daum.net/v/20240207083623590
1,  [속보]작년 12월 경상흑자 74억 달러…8개월 연속  ,국제신문,디지털뉴스부 기자,2024. 2. 7. 08:15,"한국은행은 지난해 12월 경상수지는 74억1천만달러(9조8553억 원) 흑자로 잠정집계됐다고 7일 발표했다. 5월 이후 여덟 달째 흑자가 이어지면서 지난해 연간 경상수지(354억9000만 달러)는 2022년(258억3000만 달러)보다 37.4% 늘었다. 한은의 전망치(300억 달러)보다도 50억달러 이상 많다.작년 12월 경상수지를 항목별로 나눠보면, 상품수지(80억4천만달러)가 4월 이후 9개월 연속 흑자를 냈다. 11월(68억8천만달러)과 비교해 흑자 폭도 커졌다. 수출(590억달러)은 1년 전 같은 달보다 5.8% 늘었다. 앞서 10월 1년 2개월 만에 전년 동월 대비 반등한 뒤 석 달째 증가세를 유지했다.",http://v.daum.net/v/20240207081504112
2,  [속보] 수출 회복에 작년 12월 경상흑자 74억 달러…8개월 연속 흑자  ,SBS,유영규 기자,2024. 2. 7. 08:09,"반도체·자동차 수출 호조 등에 힘입어 경상수지가 8개월 연속 흑자 기조를 유지했습니다.한국은행이 오늘(7일) 발표한 국제수지 잠정통계에 따르면 작년 12월 경상수지는 74억 1천만 달러(9조 8천553억 원) 흑자로 집계됐습니다.5월 이후 여덟 달째 흑자가 이어지면서 지난해 연간 경상수지(354억 9천만 달러)는 2022년(258억 3천만 달러)보다 37.4% 늘었습니다.한은의 전망치(300억 달러)보다도 50억 달러 이상 많습니다.작년 12월 경상수지를 항목별로 나눠보면, 상품수지(80억 4천만 달러)가 4월 이후 9개월 연속 흑자를 냈습니다.11월(68억 8천만 달러)과 비교해 흑자 폭도 커졌습니다.수출(590억 달러)은 1년 전 같은 달보다 5.8% 늘었습니다.앞서 10월 1년 2개월 만에 전년 동월 대비 반등한 뒤 석 달째 증가세를 유지했습니다.특히 품목 중에서는 승용차(+19.2%)·반도체(+19.1%) 등이 많이 늘었고, 지역별로는 미국(+20.7%), 동남아(+15.4%)로의 수출이 뚜렷한 회복세를 보였습니다.반대로 수입(509억 7천만 달러)은 9.3% 줄었습니다.특히 에너지 수입가격 하락의 영향으로 원자재 수입이 전년 같은 달보다 14.0% 감소했습니다.원자재 중 가스, 석탄, 화학공업제품, 원유 수입액 감소율은 각 30.6%, 30.4%, 17.0%, 4.7%로 집계됐습니다.반도체 제조장비(-24.4%)·반도체(-7.7%) 등 자본재 수입도 7.9% 줄었고, 곡물(-17.9%)·승용차(-3.1%) 등 소비재 수입 역시 5.8% 축소됐습니다.상품수지와 달리 서비스수지는 25억 4천만 달러 적자를 기록했습니다.11월(-22억 1천만 달러)과 비교해 적자 폭도 커졌습니다.세부적으로는 일본인 방한 관광객 감소로 여행수지 적자(-13억 4천만 달러)가 11월(-12억 8천만 달러)보다 소폭 늘었습니다.지적재산권수지의 경우 한 달 사이 2억 4천만 달러 흑자에서 2억 5천만 달러 적자로 돌아섰습니다.국내 기업이 해외 자회사로부터 받은 특허권 사용료 수입이 줄었기 때문이라는 게 한은의 설명입니다.반대로 11월에 1억 2천만 달러 적자였던 본원소득수지는 한 달 만에 24억 6천만 달러 흑자 전환에 성공했습니다.국내 기업의 해외 자회사 배당 수입이 늘고 전월의 분기 배당 지급 효과가 사라져 배당소득수지가 22억 5천만 달러 흑자를 기록한 데 가장 큰 영향을 받았습니다.금융계정 순자산(자산-부채)은 12월 중 56억 8천만 달러 불었습니다.직접투자의 경우 내국인의 해외투자가 2차전지 업종을 중심으로 58억 3천만 달러 증가했고, 외국인의 국내 투자도 14억 1천만 달러 늘었습니다.증권투자에서는 내국인의 해외투자가 30억 4천만 달러, 외국인의 국내 투자도 28억 3천만 달러 각각 주식을 중심으로 확대됐습니다.
           유영규 기자 sbsnewmedia@sbs.co.kr",http://v.daum.net/v/20240207080914974
3,  [속보] 수출 회복에 작년 12월 경상흑자 74억달러…8개월 연속 흑자  ,MBN,입력 2024. 2. 7. 08:06,2024. 2. 7. 08:06,수출 회복에 작년 12월 경상흑자 74억달러…8개월 연속 흑자< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >,http://v.daum.net/v/20240207080659918
4,  [속보] 12월 경상수지 8개월 연속 흑자...수출 석 달째 증가  ,YTN,엄윤주,2024. 2. 7. 08:03,"국제 교역의 최종 성적표인 경상수지가 8개월 연속 흑자를 기록했습니다. 한국은행은 지난해 12월 경상수지가 74억 천만 달러 흑자를 기록했다고 밝혔습니다. 지난해 5월 이후 8개월째 흑자 행진을 이어간 데 이어 규모도 직전 달보다 2배 가까이 늘었습니다. 가장 큰 비중을 차지하는 상품수지는 80억 4천만 달러 흑자로, 특히 수출이 2022년 같은 달보다 5.8% 증가하며 석 달 연속 오름세를 이어갔습니다. 승용차가 호조를 지속한 가운데 반도체 경기가 회복세를 보였고, 미국과 동남아, 일본 등으로의 수출 증가 폭이 커진 영향으로 분석됩니다. 수입은 에너지 가격 하락으로 원자재 감소세가 이어진 반면, 자본재와 소비재 감소 폭은 커진 영향으로 2022년 같은 달보다 9.3% 줄었습니다. 서비스 수지는 한국을 찾는 일본 관광객이 줄면서 25억 4천만 달러 적자로 직전 달보다 적자 폭이 소폭 커졌습니다. 우리 국민이 해외에서 번 돈에서 외국인이 우리나라에서 번 돈을 뺀 본원소득수지는 국내 기업의 배당수입이 증가하고 분기 배당지급 효과가 사라진 영향으로 24억 6천만 달러 흑자로 돌아섰습니다. YTN 엄윤주 (eomyj1012@ytn.co.kr)※ '당신의 제보가 뉴스가 됩니다' [카카오톡] YTN 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr[저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지]",http://v.daum.net/v/20240207080307836
5,  [속보] 수출 회복에 작년 12월 경상흑자 74억달러…8개월 연속 흑자  ,매일경제,김혜진 매경닷컴 기자(heyjiny@mk.co.kr),2024. 2. 7. 08:03,"5월 이후 여덟 달째 흑자가 이어지면서 지난해 연간 경상수지(354억9000만달러)는 2022년(258억3000만달러)보다 37.4% 늘었다. 한은의 전망치(300억달러)보다도 50억달러 이상 많다.지난해 12월 경상수지를 항목별로 나눠보면, 상품수지(80억4000만달러)가 4월 이후 9개월 연속 흑자를 냈다. 11월(68억8000만달러)과 비교해 흑자 폭도 커졌다.수출(590억달러)은 1년 전 같은 달보다 5.8% 늘었다. 앞서 10월 1년 2개월 만에 전년 동월 대비 반등한 뒤 석 달째 증가세를 기록하고 있다.특히 품목 중에서는 승용차(+19.2%)·반도체(+19.1%) 등이 많이 늘었고, 지역별로는 미국(+20.7%), 동남아(+15.4%)로의 수출이 뚜렷하게 회복했다.반대로 수입(509억7000만달러)은 9.3% 줄었다. 특히 에너지 수입가격 하락의 영향으로 원자재 수입이 전년 같은 달보다 14.0% 감소했다. 원자재 중 가스, 석탄, 화학공업제품, 원유 수입액 감소율은 각 30.6%, 30.4%, 17.0%, 4.7%로 집계됐다.반도체 제조장비(-24.4%)·반도체(-7.7%) 등 자본재 수입도 7.9% 줄었고, 곡물(-17.9%)·승용차(-3.1%) 등 소비재 수입 역시 5.8% 축소됐다.상품수지와 달리 서비스수지는 25억4000만달러 적자를 기록했다. 11월(-22억1000만달러)과 비교해 적자 폭도 커졌다.세부적으로는 일본인 방한 관광객 감소로 여행수지 적자(-13억4000만달러)가 11월(-12억8000만달러)보다 소폭 늘었다.지적재산권수지의 경우 한 달 사이 2억4000만달러 흑자에서 2억5000만달러 적자로 돌아섰다. 한은은 국내 기업이 해외 자회사로부터 받은 특허권 사용료 수입이 줄었기 때문이라고 설명했다.반대로 11월에 1억2000만달러 적자였던 본원소득수지는 한 달 만에 24억6000만달러 흑자 전환에 성공했다. 국내 기업의 해외 자회사 배당 수입이 늘고 전월의 분기 배당 지급 효과가 사라져 배당소득수지가 22억5000만달러 흑자를 기록한 데 가장 큰 영향을 받았다.금융계정 순자산(자산-부채)은 12월 중 56억8000만달러 불었다.직접투자의 경우 내국인의 해외투자가 2차전지 업종을 중심으로 58억3000만달러 증가했고, 외국인의 국내 투자도 14억1000만달러 늘었다.증권투자에서는 내국인의 해외투자가 30억4000만달러, 외국인의 국내 투자도 28억3000만달러 각각 주식을 중심으로 확대됐다.",http://v.daum.net/v/20240207080300827
6,  [속보] 수출 회복에 지난해 12월 경상흑자 74억달러…8개월 연속 흑자  ,SBS Biz,신성우 기자,2024. 2. 7. 08:03,"한국은행이 오늘(7일) 발표한 국제수지 잠정통계에 따르면 지난해 12월 경상수지는 74억1천만달러(9조8천553억원) 흑자로 집계됐습니다.5월 이후 8개월 연속 흑자가 이어지면서 지난해 연간 경상수지(354억9천만달러)는 2022년(258억3천만달러)보다 37.4% 늘었습니다. 한은의 전망치(300억달러)보다도 50억달러 이상 많은 것입니다.12월 경상수지를 항목별로 나눠보면, 상품수지(80억4천만달러)가 4월 이후 9개월 연속 흑자를 냈습니다.수출(590억달러)은 1년 전 같은 달보다 5.8% 늘었습니다. 앞서 10월, 1년 2개월만에 1년 전 같은 달 대비 반등한 뒤 석달째 증가세를 유지했습니다.특히, 승용차(+19.2%)·반도체(+19.1%) 등이 많이 늘었고, 지역별로는 미국(+20.7%)·동남아(+15.4%)로의 수출이 뚜렷한 회복세를 보였습니다.반대로 수입(509억7천만달러)은 9.3% 줄었습니다. 에너지 수입가격 하락의 영향으로 원자재 수입이 전년 같은 달보다 14.0% 감소했습니다.상품수지와 달리 서비스수지는 25억4천만달러 적자를 기록했습니다. 11월(-22억1천만달러)과 비교해 적자 폭도 커졌습니다.금융계정 순자산(자산-부채)은 12월 중 56억8천만달러 불었습니다.직접투자의 경우 내국인의 해외투자가 2차전지 업종을 중심으로 58억3천만달러 증가했고, 외국인의 국내 투자도 14억1천만달러 늘었습니다. 증권투자에서는 내국인의 해외투자가 30억4천만달러, 외국인의 국내 투자도 28억3천만달러 각각 주식을 중심으로 확대됐습니다. 짧고 유익한 Biz 숏폼 바로가기",http://v.daum.net/v/20240207080300828
7,  [속보] 수출 회복에 작년 12월 경상흑자 74억달러…8개월 연속 흑자  ,중앙일보,한지혜,2024. 2. 7. 08:02," 지난해 12월 경상수지가 74억1000만달러 흑자를 기록했다. 5월 이후 8개월 연속 흑자다. 반도체, 승용자 호조로 수출이 600억달러 가까이 늘어난 결과다. 한국은행이 7일 발표한 국제수지 잠정통계에 따르면 지난해 12월 경상수지는 74억1000만달러(9조8553억원) 흑자로 집계됐다. 23억1000만달러 흑자를 기록했던 전년보다 3배 이상 늘어난 수치다. 한은 전망치인 300억달러도 상회했다. 지난 5월 이후 여덟 달째 흑자가 이어지면서 지난해 연간 경상수지(354억9000만달러)는 2022년(258억3000만달러)보다 37.4% 늘었다. 경상수지에서 가장 큰 비중을 차지하는 상품수지는 80억4000만달러로 4월 이후 9개월 연속 흑자를 냈다. 11월(68억8000만달러)과 비교해 흑자 폭도 커졌다. 수출은 590억달러로전년동월 대비 5.8% 늘었다. 석 달 연속 증가세를 유지하고 있다. 이는 반도체 호조 등에 따른 것으로 보인다. 통관 기준으로 반도체는 19.1%, 승용차는 19.2% 수출이 증가했다. 반면 수입은 509억7000만달러로 9.3% 줄었다. 특히 에너지 수입가격 하락의 영향으로 원자재 수입이 전년 같은 달보다 14.0% 감소했다. 원자재 중 가스, 석탄, 화학공업제품, 원유 수입액 감소율은 각 30.6%, 30.4%, 17.0%, 4.7%로 집계됐다. 자본재와 소비재도 각각 7.9%, 5.8% 감소했다. 상품수지와 달리 서비스수지는 25억4000만달러 적자를 기록했다. 11월(-22억1000만달러)과 비교해 적자 폭도 커졌다. 세부적으로는 일본인 방한 관광객 감소로 여행수지 적자(-13억4000만달러)가 11월(-12억8000만달러)보다 소폭 늘었다. 지적재산권수지의 경우 한 달 사이 2억4000만달러 흑자에서 2억5000만달러 적자로 돌아섰다. 국내 기업이 해외 자회사로부터 받은 특허권 사용료 수입이 줄었기 때문이라는 게 한은의 설명이다. 본원소득수지는 24억6000만달러 흑자를 보이며 한 달 만에 적자를 전환했다. 국내 기업의 해외 자회사 배당 수입이 늘고 전월의 분기 배당 지급 효과가 사라져 배당소득수지가 22억5000만달러 흑자를 기록한 데 가장 큰 영향을 받았다. 금융계정 순자산(자산-부채)은 12월 중 56억8000만달러 증가했다. 직접투자의 경우 내국인의 해외투자가 2차전지 업종을 중심으로 58억3000만달러 증가했고, 외국인의 국내 투자도 14억1000만달러 늘었다. 증권투자에서는 내국인의 해외투자가 30억4000만달러, 외국인의 국내 투자도 28억3000만달러 각각 주식을 중심으로 확대됐다. 한지혜 기자 han.jeehye@joongang.co.kr",http://v.daum.net/v/20240207080251824
8,  [속보] 작년 12월 경상흑자 74억달러…8개월 연속 흑자  ,한국경제,홍민성,2024. 2. 7. 08:01,홍민성 한경닷컴 기자 mshong@hankyung.com,http://v.daum.net/v/20240207080107789
9,"  [속보]12월 경상수지 74.1억달러 흑자, 8개월 연속 흑자  ",파이낸셜뉴스,김동찬,2024. 2. 7. 08:00,eastcold@fnnews.com 김동찬 기자,http://v.daum.net/v/20240207080039764
