,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보]'댓글공작' 김관진 '블랙리스트' 김기춘·등 설 특별사면  ,국제신문,신심범 기자,2024. 2. 6. 11:37,"윤석열 대통령이 설 명절을 앞두고 ‘댓글 조작’ 사건으로 실형이 확정된 김관진 전 안보실장과 ‘문화계 블랙리스트’ 사건에 연루된 김기춘 전 대통령 비서실장 등을 대상으로 특별사면을 벌인다.정부는 6일 국무회의를 열고 총 980명에 대해 특사를 단행했다. 윤석열 정부 출범 후 네 번째 특사로, 오는 7일 실행된다.사면 대상에는 김 전 청와대 국가안보실장과 김 전 대통령 비서실장 등 전직 주요공직자 24명이 포함됐다. 김 전 국가안보실장은 2012년 국군사이버사령부를 이용한 이른바 ‘댓글 조작’ 사건 등 정치 관여 혐의로 2018년 기소됐다. 그는 지난해 8월 서울고법 파기환송심에서 징역 2년을 선고받은 뒤 재상고를 했으나, 최근 대법원에 재상고 취하서를 제출하며 형이 확정됐다. 김 전 비서실장은 문화계 블랙리스트 사건으로 기소돼 징역형을 선고 받았다. 이외에 김장겸 전 MBC 사장, 이우현·박기춘·김승희·심기준 전 국회의원이 사면 또는 복권을 받았다.경제계 인사로는 최재원 SK그룹 수석부회장과 구본상 LIG 회장 등 5명이 명단에 들었다. 정부는 또 여객·화물 운송업, 식품접객업, 생계형 어업, 운전면허 등 행정제재에 대한 특별감면 조치와 공무원 징계사면 등을 총 45만5398명에 대해 실시했다. 소액연체 이력자 약 298만 명도 신용을 회복하게 된다.정부 관계자는 “기존 사면과의 균형 등을 고려하여 전직 주요공직자를 추가 사면했다”며 “여야 정치인, 언론인 등을 사면 대상에 포함해 갈등을 일단락하고 국민통합의 계기를 마련하고자 했다”고 밝혔다.",http://v.daum.net/v/20240206113747949
1,  [속보]김관진·김기춘 설 특별사면…SK 최재원·LIG 구본상 복권 복권  ,동아일보,입력 2024. 2. 6. 11:35,2024. 2. 6. 11:35,<동아닷컴>,http://v.daum.net/v/20240206113547863
2,"  [속보] 정부, '댓글공작' 김관진·'블랙리스트' 김기춘 설 특별사면  ",MBC,박솔잎,2024. 2. 6. 11:31,"김관진 전 국방부 장관과 김기춘 전 청와대 비서실장이 설 명절을 앞두고 특별사면됩니다.정부는 국군 사이버사령부 정치댓글 작성 혐의로 징역 2년이 확정된 김관진 전 국방장관, 박근혜 정부 시절 '문화계 블랙리스트' 혐의로 징역 2년이 확정된 김기춘 전 대통령 비서실장, 세월호 유가족 사찰 혐의로 징역 2년이 확정된 김대열·지영관 기무사 참모장 등 모두 980명을 특별사면하기로 했습니다.이우현·김승희·심기준·박기춘 전 의원 등 여야 정치인 7명, 최재원 SK그룹 수석부회장과 구본상 LIG 회장 등 경제인 5명, 김장겸·안광한 전 MBC 사장 등 언론인 4명도 사면 대상에 이름을 올렸습니다.정부가 이와 함께 정부는 활력있는 민생경제에 주안점을 두고 45만명에 대해 서민생계에 밀접한 운전면허 행정제재를 특별감면하고,식품접객업·어업·화물운송업 행정제재를 감면하는 조치를 시행했습니다.오늘 국무회의에서 의결된 설 특별사면은 내일 0시를 기해 발효됩니다.박솔잎 기자(soliping_@mbc.co.kr)기사 원문 - https://imnews.imbc.com/news/2024/society/article/6569016_36438.html ",http://v.daum.net/v/20240206113109596
3,  [속보] 최재원 SK그룹 수석부회장·구본상 LIG 회장 복권  ,디지털타임스,김대성,2024. 2. 6. 11:30,[속보] 최재원 SK그룹 수석부회장·구본상 LIG 회장 복권,http://v.daum.net/v/20240206113018539
4,  [속보] 尹 ‘댓글공작’ 김관진·‘국정농단’ 김기춘 특별사면  ,매경이코노미,이유리 매경이코노미 인턴기자(yvlly@naver.com),2024. 2. 6. 11:30,Nan,http://v.daum.net/v/20240206113003507
5,"  [속보]尹, 설 특별사면 재가..김기춘·김관진 포함  ",kbc광주방송,디지털뉴스부,2024. 2. 6. 11:28,"윤 대통령은 6일 국무회의에서 의결된 특별사면·특별감형·특별복권 및 특별 감면 조치 등에 관한 건을 재가했다고 대통령실이 밝혔습니다.이번 사면에는 경제인 5명과 정치인 7명이 포함되며, 모두 45만여명에 대한 행정 제재 감면 조치 등이 시행됩니다.특사 대상에는 박근혜 정부 시절 국정농단 의혹에 연루됐던 김기춘 전 대통령비서실장과 댓글 공작 등 정치에 관여해 실형을 선고 받았던 김관진 전 국방부 장관 등이 올랐습니다.불법 정치자금을 받은 혐의로 실형을 확정받고 의원직이 박탈된 이우현 전 의원과 세월호 참사 당시 유가족 등 민간인에 대한 불법 사찰을 지시한 혐의를 받은 김대열·지영관 전 기무사 참모장도 잔형집행면제 및 복권 대상에 올렸습니다.기업 운영과정에서 벌어진 일로 실형 복역을 마쳤거나 집행유예 기간이 얼마 남지 않은 최재원 SK그룹 수석부회장과 구본상 LIG 회장 등 경제인 5명도 복권됐습니다.법무부는 ""과거의 잘못된 관행에 따른 직무수행으로 처벌된 전직 주요 공직자와 여야 정치인, 장기간 언론인으로 재직한 언론사 경영진 등을 사면했다""며 ""갈등 극복과 화해를 통한 국민통합을 도모했다""고 설명했습니다.#윤석열 #특별사면 #정치인 #경제인",http://v.daum.net/v/20240206112804403
6,  [속보] `군 댓글공작` 김관진·`블랙리스트` 김기춘 등 980명 설 특사  ,디지털타임스,김미경,2024. 2. 6. 11:27,"윤석열 대통령은 6일 김관진 전 청와대 국가안보실장과 김기춘 전 청와대 비서실장 등이 포함된 980명에 대해 설 특별사면을 단행했다. 윤 대통령은 이날 용산 대통령실에서 국무회의를 주재하며 '특별사면·특별감형·특별복권 및 특별감면조치 등에 관한 건'을 의결하고, 재가했다. 특사 명단에는 경제인 5명, 정치인과 전직 주요공직자 24명 등이 포함됐다. 우선 경제인 중에서는 최재원 SK그룹 수석부회장과 구본상 LIG 회장이 복권됐다. 법무부는 ""기업 운영과정에서 벌어진 일로 실형 복역을 마쳤거나 집행유예 기간 도과한 경제인 5명을 복권했다""며 ""국가전략 분야 첨단 기술개발과 수출 증진 등으로 국가경쟁력을 강화하고 경제성장에 기여할 수 있는 점 등을 고려했다""고 설명했다. 윤 대통령은 또 범죄 경위, 과거 사면 전례 등을 감안해 전직 주요공직자 8명, 여야 정치인 7명, 언론인 4명, 기타 5명을 사면했다. 전직 주요공직자 중에서는 박근혜 정부의 김기춘 전 비서실장과 김관진 전 국가안보실장, 김대열 전 기무사 참모장이 잔형집행면제 및 복권됐다. 언론인 중에서는 김장겸 전 MBC 사장과 안광한 전 MBC 사장이 형선고실효 및 복권됐고, 정치인 중에서는 김승희 전 국회의원), 이재홍 전 파주시장, 심기준 전 국회의원, 박기춘 전 국회의원, 황천모 전 상주시장, 전갑길전 광산구청장 등이 복권됐다. 법무부는 7일자로 중소기업인·소상공인, 청년, 운전업 종사자 등 서민생계형 형사범, 특별배려 수형자, 경제인, 전직 주요공직자, 정치인 등 980명에 대한 특별사면을 단행한다고 밝혔다. 이와 더불어 여객·화물 운송업, 식품접객업, 생계형 어업, 운전면허 등 행정제재에 대한 특별감면 조치와 공무원 징계사면 등을 총 45만5398명에 대해 실시하고, 신용회복 지원방안에 따라 소액연체 이력자 약 298만명에 대한 신용회복지원이 실시될 예정이다. 모범수 942명은 지난달 30일자로 가석방해 조기 사회복귀를 도모했다. 김미경기자 the13ook@dt.co.kr",http://v.daum.net/v/20240206112709351
7,  [속보] '군 댓글 공작' 김관진 · '블랙리스트' 김기춘 설 특별 사면  ,SBS,김상민 기자,2024. 2. 6. 11:27,"최재원 SK그룹 수석부회장과 구본상 LIG 회장 등 경제인 5명에 대한 복권도 단행됩니다.심우정 법무부장관 직무대행은 오늘 정부서울청사에서 ""설 명절을 맞아 내일자로 서민생계형 형사범과 정치·경제인, 전직 주요 공직자 등 980명에 대한 특별사면을 단행한다""고 발표했습니다.이와 더불어 ""여객·화물 운송업과 식품접객업, 생계형 어업, 운전 면허 등 행정제재에 대한 특별감면 조치와 공무원 징계사면 등을 45만여 명에 대해 실시하고, 소액연체 이력자 약 298만 명에 대한 신용회복지원이 실시될 예정""이라고 덧붙였습니다.(사진=연합뉴스)
           김상민 기자 msk@sbs.co.kr",http://v.daum.net/v/20240206112700328
8,"  [속보] 尹, 김기춘·김관진 설 특별사면…조윤선은 빠져  ",아이뉴스24,김보선,2024. 2. 6. 11:26,6일 대통령실,http://v.daum.net/v/20240206112601286
9,  [속보] '군 댓글공작' 김관진·'블랙리스트' 김기춘 설 특별사면  ,MBN,윤혜주,2024. 2. 6. 11:25, '군 댓글공작' 김관진·'블랙리스트' 김기춘 설 특별사면< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >,http://v.daum.net/v/20240206112554279
