,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 일본 닛케이 지수, 장중 사상 최고치 경신  ",조선일보,성호철 기자,2024. 2. 22. 10:37,Nan,http://v.daum.net/v/20240222103716804
1,"  [속보] 복지부 ""의사 집단행동 피해 57건 신규접수…수술지연 44건""  ",연합뉴스,김병규,2024. 2. 22. 10:37,▶제보는 카톡 okjebo,http://v.daum.net/v/20240222103711801
2,"  [속보] ""21일 22개 의대 3025명 휴학 신청…수업 거부 의대 10곳""  ",조선일보,최은경 기자,2024. 2. 22. 10:36,Nan,http://v.daum.net/v/20240222103647780
3,"  [속보] 복지부 ""100개 병원 전공의 9275명 사직서 제출…459명 늘어""  ",JTBC,김휘란 기자,2024. 2. 22. 10:36,Nan,http://v.daum.net/v/20240222103642775
4,  [속보] 어제 전국 의대서 3천25명 휴학신청…사흘간 1만1천778명  ,연합뉴스,김수현,2024. 2. 22. 10:36,porque@yna.co.kr▶제보는 카톡 okjebo,http://v.daum.net/v/20240222103621759
5,  [속보] 전공의 사직 9275명… 현장 이탈 8024명  ,머니S,박재이 기자,2024. 2. 22. 10:36,"박재이 기자 wja06010@mt.co.kr<저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지>",http://v.daum.net/v/20240222103612758
6,"  [속보] 복지부 ""병원 100곳 전공의 9275명 사직…459명 늘어""  ",한국경제,신민경,2024. 2. 22. 10:36,"[속보] 복지부 ""병원 100곳 전공의 9275명 사직…459명 늘어""신민경 한경닷컴 기자 radio@hankyung.com",http://v.daum.net/v/20240222103610756
7,"  [속보] ""100개 병원 전공의 9275명 사직서…8024명 근무 이탈""  ",뉴스1,천선휴 기자,2024. 2. 22. 10:35,sssunhue@news1.kr ,http://v.daum.net/v/20240222103556738
8,  의대 휴학생 3025명 추가...누적 1만1778명  ,머니투데이,정인지 기자,2024. 2. 22. 10:35,22일 교육부 발표.정인지 기자 injee@mt.co.kr,http://v.daum.net/v/20240222103549734
9,"  [속보]금통위 ""부동산 PF 구조조정 등에 성장 전망 불확실성 높아""  ",이데일리,최정희,2024. 2. 22. 10:35,최정희 (jhid0201@edaily.co.kr) ,http://v.daum.net/v/20240222103526724
