,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 코스피 2649.40(▼24.87p, 0.93%), 원·달러 환율 1334.5(▲3.2원) 마감  ",MBN,입력 2024. 3. 5. 15:36,2024. 3. 5. 15:36,"코스피 2649.40(▼24.87p, 0.93%), 원·달러 환율 1334.5(▲3.2원) 마감< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240305153614384
1,"  [속보]윤 ""청년에 대한 재정 투자, 그야말로 돈되는 장사""  ",뉴시스,박미영,2024. 3. 5. 15:28, 후속기사가 이어집니다 ,http://v.daum.net/v/20240305152835995
2,"  [속보] 국민의힘, 대구 달서갑에 '박근혜 측근' 유영하 공천...홍석준 컷오프  ",한국일보,김민순,2024. 3. 5. 15:27,국민의힘 공천관리위원회가 박근혜 전 대통령의 측근인 유영하 변호사를 대구 달서갑에 단수 추천했다. 해당 지역 현역인 홍석준(초선) 의원은 공천 배제(컷오프)됐다. 서울 지역 내 '텃밭'으로 꼽히는 강남병에는 한동훈 비상대책위원장이 직접 영입한 고동진 전 삼성전자 사장을 우선추천(전략 공천)했다. 정영환 공관위원장은 5일 서울 여의도 중앙당사에서 이 같은 내용의 공천 심사 결과를 발표했다. 경기 부천을 지역에는 서울 서초을에서 재선을 한 박성중 의원이 전략 공천됐다. 이준석 개혁신당 대표가 출마를 선언한 경기 화성을에는 한정민 삼성전자 DS부문 메모리사업부 연구원을 전략 공천했다. 경기 평택을과 경기 시흥을에는 정우성 포항공과대 교수와 김윤식 전 시흥시장이 각각 공천을 확정했다. 제주갑에는 고광철 보좌관이 공천됐다. 선거구 조정에 따라 기존 공천된 후보들의 선거구도 다시 의결했다. 부산 북강서갑에 공천됐던 5선 서병수 의원은 부산 북갑에 전략 공천됐다. 부산 북강서을에 배치됐던 3선 김도읍 의원은 부산 강서구에 단수 추천됐다. 김민순 기자 soon@hankookilbo.com나광현 기자 name@hankookilbo.com,http://v.daum.net/v/20240305152739953
3,"  [속보] 與, 영입인재 고동진 강남병-한정민 화성을 전략공천…‘尹호위무사’ 이용 경선  ",헤럴드경제,입력 2024. 3. 5. 15:23,2024. 3. 5. 15:23,soho0902@heraldcorp.com,http://v.daum.net/v/20240305152332723
4,"  [속보] 국민의힘, 대구에 ‘박근혜 최측근’ 유영하 단수공천  ",서울신문,김유민,2024. 3. 5. 15:23,"국민의힘 공천관리위원회는 5일 박근헤 전 대통령 최측근인 유영하 변호사, 현역 박성중 의원을 포함한 본선 진출자를 추가로 확정했다.정영환 공천관리위원장은 이날 오후 서울 여의도 당사에서 단수 1곳, 경선 1곳, 전략공천 6곳의 지역구 후보자를 발표했다.대구 달서갑에는 박근혜 전 대통령의 최측근인 유영하 변호사를 단수 공천했다. 국민의힘 텃밭인 서울 강남병에는 ‘갤럭시 신화’ 주역이자 영입인재인 고동진 전 삼성전자 대표가 전략공천됐다.경기 부천을에는 서초을 현역 박성중 의원, 평택 을에는 정우성 포항공대 교수, 시흥을에는 김윤식 전 시흥시장, 화성을에는 한정민 삼성전자 연구원을 전략공천했다.제주갑에서는 고광철 보좌관이 전략공천받아 본선 진출을 확정했다. 공관위는 이날 본선 진출을 확정한 지역구 7곳 외에도 경선 지역 1곳을 추가로 발표했다.경기 하남갑에서는 김기윤 변호사, 윤완채 전 하남시장 후보, 비례대표 이용 의원이 3자 경선을 치른다.공관위는 지난달 29일 22대 총선 선거구가 뒤늦게 획정됨에 따라 미리 공천했던 지역구 후보를 일부 조정하기로 했다.당초 부산 북구 강서갑에 전략공천했던 서병수 의원은 부산 북갑에, 부산 북구 강서을에 단수 공천했던 김도읍 의원은 부산 강서로 자리를 옮겨 각각 본선을 치른다.지난 21대 선거 당시 부산 북·강서갑과 북·강서을이었던 이 지역은 부산 북갑, 북을, 강서구로 쪼개졌다. 아직 후보를 확정하지 않은 부산 북을은 추가 공모를 거쳐 후보를 확정할 예정이다.김유민 기자",http://v.daum.net/v/20240305152301696
5,"  [속보]윤 ""부모 지위 세습 지양…공정한 기회 제공이 청년정책 최우선""  ",뉴시스,박미영,2024. 3. 5. 15:21, 후속기사가 이어집니다 ,http://v.daum.net/v/20240305152152642
6,"  [속보] 이재명 ""공약이나 다름 없는 정책발표…尹 법적조치""  ",뉴스1,정재민 기자 구진욱 기자,2024. 3. 5. 15:20,ddakbom@news1.kr ,http://v.daum.net/v/20240305152052585
7,"  [속보]최상목 ""올해 1월부터 지급된 출산지원금 稅혜택 소급 적용""  ",뉴시스,박영주,2024. 3. 5. 15:19, 후속기사가 이어집니다 ,http://v.daum.net/v/20240305151954534
8,"  [속보]최상목 ""출산 후 2년내 출산지원금 전액 소득세 비과세""  ",뉴시스,오종택,2024. 3. 5. 15:16, 후속기사가 이어집니다 ,http://v.daum.net/v/20240305151606351
9,  [속보] 국힘 대구 달서구갑에 ‘박근혜 최측근’ 유영하 단수 공천  ,쿠키뉴스,최태욱,2024. 3. 5. 15:16,대구=최태욱 기자 tasigi72@kukinews.com,http://v.daum.net/v/20240305151604347
