,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] '진짜 곧 온다!' 린가드, '한국행 비행기' 탑승 예정 인증...FC서울 이적 협상 위해 입국→기쁨의 '브이'까지  ",스포츠조선,이현석,2024. 2. 5. 01:24," [스포츠조선 이현석 기자] 제시 린가드가 한국행을 위한 비행기 탑승을 예고했다.린가드는 5일(한국시각) 개인 SNS를 통해 한 장의 사진을 공유했다. 해당 사진에는 린가드의 많은 짐과 함께 그가 비행기를 타기 위해 공항 수속을 진행하는 모습이 담겨있었다. 또한 린가드는 행선지가 적힌 모니터 아래에 비행기 표시로 출국을 예고했는데 린가드가 탑승을 기다리는 비행기는 바로 대한항공이었다. 앞서 린가드는 지난 2일 영국의 스카이스포츠를 시작으로 FC서울 입단 임박 소식이 전해지며 큰 화제를 모았다. 맨체스터 유나이티드와 웨스트햄, 노팅엄 포레스트 등 잉글랜드 프리미어리그(EPL)에서 활약하던 그가 돌연 한국행을 고민 중이라는 소식에 많은 축구 팬이 놀랐다. 곧바로 한국 입국 소식도 전해졌다. 유럽축구 이적시장 전문가 파브리치오 로마노 기자는 3일 개인 SNS를 통해 '린가드는 FC서울로부터 공식 제안을 받았다. 2년 계약이 확정됐고 준비됐다. 린가드는 구단 방문과 이적을 완료하기 위해 다음 주 한국으로 떠날 준비를 했다'라며 린가드의 한국행 소식을 전한 바 있는데, 이번 린가드의 출국 인증 사진으로 한국 입국이 임박했음을 알 수 있었다.린가드는 한국행 비행기 탑승을 앞두고 기쁨의 '브이' 이모티콘까지 남기며 한국으로 향하는 기쁨을 숨기지 않았다.  다만 린가드가 한국에 입국을 앞두었다고 해도 아직 완전히 이적을 완료한 상황은 아니다. 영국의 데일리메일 소속 사미 목벨 기자는 '린가드의 이름이 FC서울에 합류할 수 있다는 충격적인 보도가 나와서 주목을 받고 있다. 린가드는 FC서울과 이탈리아 구단을 포함해 26개 구단으로부터 제안을 받았다'라며 린가드의 차기 행선지 후보가 FC서울만이 아니라고 전했다.이어 '린가드에 대한 엄청난 관심이 있다. 여기에는 마우리치오 사리 감독이 이끄는 유럽챔피언스리그 참가 구단 라치오도 포함됐으며, 여러 접근 방식을 진지하게 고려 중이다'라며 라치오가 유력한 경쟁자라고 밝혔다.린가드 입장에서도 유럽챔피언스리그에 참가하는 라치오와 같은 구단의 제안은 매력적일 수 있다. 다만 린가드는 그간 여러 유력 구단의 제안에도 불구하고 계약이 성사되지 않았으며, 한국 입국이 사실상 확정됐다는 보도까지 나왔기에, 라치오의 제안은 린가드와 FC서울의 협상 결과에 따라 더욱 진전될 수도 있다.그럼에도 로마노와 같은 유력 기자들이 린가드의 FC서울행 임박을 전했으며, 그가 협상을 위해 직접 한국으로 향하는 만큼 그의 FC서울 이적은 더욱 가까워진 것으로 보인다. K리그 역사에 남을 이적이 다가오고 있다. 한국으로 향하는 린가드의 행보에 시시각각 많은 관심이 쏠릴 전망이다.이현석 기자 digh1229@sportschosun.com",http://v.daum.net/v/20240205012452392
1,"  국힘 강릉 광역·기초의원, 김한근 전 시장 선관위 조사 의뢰  ",강원도민일보,이설화,2024. 2. 5. 00:06,"속보=김한근 전 강릉시장이 ‘강릉 시·도의원들이 국민의힘 복당 불가 논의를 했다’고 주장(본지 2월1일자 3면)한 것을 두고 강릉지역 의원들이 강릉시선거관리위원회에 허위사실 유포 등 공직선거법 위반 여부 조사를 의뢰했다.4일 강릉지역 의원들에 따르면, 국민의힘 소속 강릉 지역구 도의원과 강릉시의원 15명은 지난 2일 김 전 시장을 강릉시선관위에 조사 의뢰했다. 한 강릉시의원은 본지 통화에서 “선관위에 조사를 의뢰한 상태”라며 “자세한 내용은 선관위에서 어떻게 판단을 할지 지켜보고 공식적으로 설명드릴 것”이라고 밝혔다. 김 전 시장은 지난달 31일 춘천 강원도청 앞에서 기자회견을 열고 “최근 강릉 국회의원 지역구 사무실에서 시장 및 국민의힘 소속 시·도의원들이 함께 자리해, 저의 복당이 불가하다는 논의가 오갔다”며 선관위의 조사를 촉구했다. 김 전 시장은 이날 본지 통화에서 “공정한 복당절차를 빨리 밟아달라는 게 (기자회견의) 취지였다”며 “시중의 이야기들이 있으니, 유감스러운 일이 발생하지 않았으면 좋겠다는 의사를 밝힌 것이고, 법적 조치를 취하면 그에 따라서 대응을 하겠다”고 했다. 이설화",http://v.daum.net/v/20240205000619872
2,  강원대 총장 선거 반영비율 교수67·직원23·학생10 타결  ,강원도민일보,정민엽,2024. 2. 5. 00:06,"속보=공회전을 거듭하던 강원대 총장 선거 구성원 반영비율(본지 1월 25일자 웹보도 등)이 지난 2일 오후 극적으로 타결됐다.4일 본지 취재 결과 강원대는 각 구성원 대표 간 협의를 진행한 끝에 제13대 강원대 총장 선거 대학 구성원 투표 반영비율을 교수 67%, 직원 23%, 학생 10%로 확정했다. 투표에 참여하는 선거인단은 교원 993명, 직원 883명, 학생 1만9696명 등 총 2만1572명이다. 강원대 제13대 총장임용후보자 선거는 5일과 6일 후보자 등록을 시작으로 7일 오후 2시에는 춘천캠퍼스에서 첫 공개토론회를 진행한다. 이어 13일에는 삼척에서, 15일에는 재차 춘천에서 공개토론회를 개최한다. 선거 당일인 20일에는 오전 9시 30분부터 60주년기념관에서 후보자들의 합동연설회가 열리며 오전 11시부터는 선거관리위원회의 온라인 투표 시스템을 통한 ‘1차 투표’가 실시된다. 1차 투표에서 과반 득표자가 없는 경우 이어 오후 3시부터 ‘결선투표’를 진행해 1·2순위 후보자를 결정한다. 이번 선거에는 김광호 전기전자공학과 교수, 유기억 생명과학과 교수, 정재연 경영·회계학부 교수, 주진형 의학과 교수, 최성웅 에너지자원·산업공학부 교수, 홍성구 미디어커뮤니케이션학과 교수 등 총 6명의 예비후보자가 등록을 마쳤다. 정민엽",http://v.daum.net/v/20240205000613865
3,  “아동·청소년 성범죄 ‘솜방망이 처벌’ 6건 중 2건 강원사건”  ,강원도민일보,김여진,2024. 2. 5. 00:06,Nan,http://v.daum.net/v/20240205000601855
4,  ‘평창 LPG 폭발사고’ 운전기사 안전관리 위반 혐의 구속기소  ,강원도민일보,신재훈,2024. 2. 5. 00:06,"속보=평창 LPG 충전소 폭발사고 직전 현장에서 가스를 옮기던 50대 벌크로리 운전기사(본지 1월 15일자 5면 등)가 구속상태로 재판에 넘겨졌다.4일 본지 취재 결가 춘천지검 영월지청(지청장 송준구)은 최근 업무상과실폭발성물건파열과 업무상과실치상, 업무상실화, 액화석유가스의 안전관리 및 사업법 위반 혐의로 A(57)씨를 구속기소했다. A씨는 가스관을 벌크로리 차량에서 분리하지 않은채 출발해, 가스관이 망가지면서 가스를 누출시켜 폭발에 이르게한 혐의를 받는다. 검찰은 LPG 누출·폭발사고를 예방해야 할 충전소 직원들이 기본적인 안전수칙을 지키지 않은 안전 불감증으로 인해 인명·재산피해가 발생한 점을 원인으로 들었다. 신재훈",http://v.daum.net/v/20240205000600852
5,"  강원관광대 살리기 비대위, 폐지인가 집행중지 가처분 신청  ",강원도민일보,김우열,2024. 2. 5. 00:05,"속보= 강원관광대 살리기 비상대책위원회(위원장 송대섭·이하 비대위)가 폐교로 가닥을 잡은 강원관광대의 폐교(본지 1월16일자 4면 등)를 막기 위해 지난 2일 춘천지방법원에 ‘폐지인가 집행중지 가처분신청’을 냈다.비대위는 “학교법인 분진학원은 강원관광대 폐교와 서인천대 개교를 시민들과의 소통도 전혀 없이 비밀리에 진행하고, 교육부에서는 사립대학 자진폐교 안내 매뉴얼을 발송해 지역과의 충분한 소통을 지시했지만 공청회 파행에도 불구하고 강행하는 행위를 지속하고 있다”며 “일방적인 강원관광대 폐교를 막고 마지막까지 최선을 다하기 위해 법원에 폐지인가 집행중지 가처분신청을 했다”고 밝혔다. 이어 “대학 정상화를 위한 방안과 진행 과정을 시민들에게 지속적으로 공유할 것”이라며 “장성광업소 폐광에 이은 강원관광대 폐교로 희망마저 사라진 암울한 태백이 되지 않도록 시민들도 함께 해줄 것을 간절히 요청한다”고 덧붙였다. 김우열",http://v.daum.net/v/20240205000556847
6,  동춘천초·효제초 특색교육으로 지역 살린다  ,강원도민일보,정민엽,2024. 2. 5. 00:05,"속보=춘천시와 춘천교육지원청이 인구유출을 겪고 있는 원도심 지역의 회복을 위해 ‘더 나은 원도심 운영 학교’ 공모를 진행(본지 1월12일자 9면)한 결과 동춘천초와 효제초가 선정됐다.‘2024 더 나은 원도심학교 운영 학교’는 춘천시로부터 3년간 교육경비 5억원을 지원받는다. 예산은 학교별 차별화된 교육과정 운영, 지역 자원을 활용한 교육과정 개발, 대학 등 지역 기관과의 협력 체계 구축, 교육 시설 개선 등에 활용될 예정이다.춘천시와 교육당국은 신청한 학교 가운데 원도심을 살릴 수 있는 특색 있는 교육과정 개발 및 운영이 가능할 것이라 평가된 학교를 운영 학교로 선정했다. 춘천교육지원청 관계자는 “춘천 원도심을 살리기 위해 양 기관이 공동으로 프로젝트를 계획했다”면서 “원도심지역 활성화와 더불어 학생들이 떠나는 학교에서 학생들이 돌아오는 학교로의 변화를 이끌어낼 수 있을 것”이라 했다. 정민엽",http://v.daum.net/v/20240205000530827
7,"  [속보] 尹, 대통령실에서 KBS와 녹화 인터뷰… 신년 기자회견 무산  ",미디어오늘,박서연 기자,2024. 2. 4. 17:56,"4일 오후 용산 대통령실에서 KBS와 신년 대담 방송 촬영 실시 2년 연속 대통령실에서 진행, 2022년 12월30일 조선일보와 대통령실에서 인터뷰[미디어오늘 박서연 기자]2022년 12월30일 윤 대통령은 조선일보와 용산 대통령실에서 2시간 동안 인터뷰를 진행한 바 있다. 조선일보는 2023년 1월2일 언론사 중 단독으로 윤 대통령 인터뷰 기사를 보도했다.KBS는 사흘 뒤인 오는 7일 인터뷰 방송을 방영한다.윤 대통령은 2022년 8월17일 취임 100일 기자회견을 진행한 후, 기자회견을 진행하지 않았다.",http://v.daum.net/v/20240204175639457
8,"  [속보] 尹, 대통령실서 KBS 신년대담 사전 녹화… 신년 기자회견 사실상 무산  ",강원도민일보,최경진,2024. 2. 4. 17:44,Nan,http://v.daum.net/v/20240204174403222
9,"  [속보] 尹, 4일 오후 대통령실서 ‘KBS 신년 대담’ 촬영  ",세계일보,현화영,2024. 2. 4. 17:09,대담 영상은 오는 7일 방영될 것으로 전해졌다.현화영 기자 hhy@segye.com,http://v.daum.net/v/20240204170907596
