,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] 한동훈 “출판기념회 형식 빌려 정치자금 받는 관행 근절”  ,세계일보,양다훈,2024. 1. 18. 09:26,양다훈 기자 yangbs@segye.com,http://v.daum.net/v/20240118092623388
1,  [속보] “美 예멘 후티 반군 겨냥해 또 공격”  ,국민일보,이강민,2024. 1. 18. 09:24,"[속보] “美 예멘 후티 반군 겨냥해 또 공격”이강민 기자 river@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 수집, 재배포금지",http://v.daum.net/v/20240118092417297
2,"  [속보]공수처, 해병대 ‘채상병 사건’ 관련 김계환 사령관 압수수색  ",국제신문,디지털뉴스부 기자,2024. 1. 18. 09:24,"[속보]공수처, 해병대 ‘채상병 사건’ 관련 김계환 사령관 압수수색",http://v.daum.net/v/20240118092414294
3,"  [속보] ""미국, 예멘 후티 반군 겨냥해 또 공격""[로이터]  ",한국경제,노정동,2024. 1. 18. 09:23,"[속보] ""미국, 예멘 후티 반군 겨냥해 또 공격""[로이터]노정동 한경닷컴 기자 dong2@hankyung.com",http://v.daum.net/v/20240118092304239
4,"  [속보] ""미국, 예멘 후티 반군 겨냥해 또 공격""<로이터>  ",MBN,입력 2024. 1. 18. 09:19,2024. 1. 18. 09:19,"""미국, 예멘 후티 반군 겨냥해 또 공격""<로이터>< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240118091952134
5,"  [속보] 공수처, '채상병 사건' 관련 해병대 김계환 사령관 압수수색  ",데일리안,황기현,2024. 1. 18. 09:18,이른바 '채상병 사망 사건'을 수사하는 고위공직자범죄수사처(공수처)가 18일 김계환 해병대 사령관에 대한 압수수색에 나섰다.,http://v.daum.net/v/20240118091828106
6,"  [속보] 한동훈, 5호 정치개혁안 ""출판기념회 등 정치자금 받는 관행 근절 입법""  ",디지털타임스,한기호,2024. 1. 18. 09:17,"[속보] 한동훈, 5호 정치개혁안 ""출판기념회 등 정치자금 받는 관행 근절 입법""한기호기자 hkh89@dt.co.kr",http://v.daum.net/v/20240118091712058
7,"  [속보] 공수처, 해병대 ‘채상병 사건’ 김계환 사령관 압수수색  ",매일경제,고득관 매경닷컴 기자(kdk@mk.co.kr),2024. 1. 18. 09:15,Nan,http://v.daum.net/v/20240118091501972
8,"  [속보]한동훈 ""출판기념회 등 정치자금 받는 관행 근절 법률안 발의""  ",뉴시스,하지현,2024. 1. 18. 09:14, [서울=뉴시스]  ,http://v.daum.net/v/20240118091452961
9,"  [속보]""美, 예멘 후티 반군 통제 지역 또 공격""  ",서울경제,이태규 기자,2024. 1. 18. 09:13,Nan,http://v.daum.net/v/20240118091309915
