,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] 비트코인 4만7000달러 돌파  ,뉴스1,박형기 기자,2024. 2. 9. 23:35,sinopark@news1.kr ,http://v.daum.net/v/20240209233548377
1,"  [속보]S&P500 지수, 5000선 돌파하며 개장  ",이데일리,김상윤,2024. 2. 9. 23:33," [뉴욕=이데일리 김상윤 특파원] 대형주 벤치마크인 S&P500지수가 9일(현지시간) 장 시작하자마자 5000선을 돌파했다.S&P500지수는 0.10% 오른 5002.73을, 기술주 위주의 나스닥지수는 0.30% 오른 1만5838.40에 거래되고 있다. 지난해 12월 미국 소비자물가지수(CPI) 상승률이 하향 조정되면서 투심이 다시 고조되고 있다.이날 미 노동부에 따르면 12월 CPI 상승률은 전월대비 0.2% 상승해, 당초 보고된 상승률 0.3% 보다 낮았다. 변동성이 큰 에너지·식품을 제외한 근원 CPI는 전월대비 0.3% 오르며 기존치와 동일했다. 미 노동부는 매년 1월 지난해 물가 움직임을 보다 정확하게 반영하기 위해 계절 조정 계수를 다시 계산한다. 이에 따라 지난달 물가상승률을 재조정한 것이다. 미미한 수준의 변화이긴 하지만, 이번 조정을 통해 디스인플레이션(물가상승률 둔화)이 계속 이어지고 있는 것으로 확인됐다. 카슨 그룹의 수석 시장 전략가인 라이언 디트릭은 “표면적으로는 5000과 4999의 차이가 없지만, 이러한 큰 폭의 상승은 투자자들에게 심리적으로 중요한 의미를 준다”며 “역사적으로 볼 때 어려운 시기에 기꺼이 기다리는 투자자들은 결국 보상을 받는 경우가 많았고, 이번에도 다르지 않았다”고 설명했다.김상윤 (yoon@edaily.co.kr) ",http://v.daum.net/v/20240209233301352
2,  [속보]이재명 “‘친명·비명 나누기’는 죄악…계파 가르고 출신 따질 여유 없다”  ,헤럴드경제,입력 2024. 2. 9. 22:26,2024. 2. 9. 22:26,[헤럴드경제=이원율 기자]이재명 “‘친명·비명 나누기’는 죄악…계파 가르고 출신 따질 여유 없다”yul@heraldcorp.com,http://v.daum.net/v/20240209222639057
3,  [속보] 귀성길 정체 다소 풀려…서울→부산 4시간30분  ,문화일보,곽선미 기자,2024. 2. 9. 16:45,"설 연휴 첫날인 9일 오후 전국 주요 고속도로의 정체가 다소 풀리면서 차들이 속도를 내고 있다.한국도로공사에 따르면 이날 오후 5시 기준 승용차로 서울 요금소를 출발해 전국 주요 도시까지 걸리는 예상 시간은 부산 4시간 30분, 울산 4시간 12분, 대구 3시간 30분, 광주 3시간 30분, 강릉 2시간 50분, 대전 1시간 50분이다.오전에 출발할 때보다 3∼4시간 줄어 소통이 한결 원활해진 모습이다.그러나 일부 구간에서는 여전히 정체가 빚어지고 있다.경부고속도로 부산 방향은 한남∼서초 4㎞, 남사진위∼남사 5㎞, 천안휴게소∼옥산 14㎞, 옥천1터널∼옥천4터널 6㎞ 구간에서 차량이 서행 중이다. 서해안고속도로 목포 방향은 서평택∼서해대교 6㎞, 당진부근 2㎞, 동서천분기점∼군산 4㎞, 줄포부근 7㎞ 구간에서 정체가 나타났다. 중부고속도로 남이 방향은 진천∼진천터널 5㎞, 오창∼서청주 6㎞ 구간에서 차들이 속도를 내지 못하고 있다.또 영동선 강릉 방향은 서창분기점∼월곶분기점 2㎞ 구간에서 차들이 거북이걸음을 하고 있다.이날 전국 교통량 예상치는 약 519만 대다. 이중 수도권에서 지방으로 49만 대, 지방에서 수도권으로 37만 대가 움직일 것으로 예상된다. 도로공사는 오후 8∼9시쯤 귀성 방향 정체가 풀릴 것으로 내다봤다.곽선미 기자",http://v.daum.net/v/20240209164506670
4,  [속보] 오전보다 풀린 귀성길 정체…서울→부산 4시간30분  ,세계일보,김수연,2024. 2. 9. 16:39,김수연 기자 sooya@segye.com,http://v.daum.net/v/20240209163923624
5,  [속보] 귀성길 정체 다소 풀려…서울→부산 4시간30분  ,매일경제,배윤경 매경닷컴 기자(bykj@mk.co.kr),2024. 2. 9. 16:36,"한국도로공사에 따르면 이날 오후 5시 기준 승용차로 서울 요금소를 출발해 전국 주요 도시까지 걸리는 예상 시간은 부산 4시간30분, 울산 4시간12분, 대구 3시간30분, 광주 3시간30분, 강릉 2시간50분, 대전 1시간50분 등이다.오전보다 3∼4시간 소요 시간이 줄었다.그러나 일부 구간은 여전히 정체다. 경부고속도로 부산 방향은 한남∼서초 4㎞, 남사진위∼남사 5㎞, 천안휴게소∼옥산 14㎞, 옥천1터널∼옥천4터널 6㎞ 구간에서 차량이 서행하고 있다.서해안고속도로 목포 방향은 서평택∼서해대교 6㎞, 당진부근 2㎞, 동서천분기점∼군산 4㎞, 줄포부근 7㎞ 구간에서도 정체가 나타났다.중부고속도로 남이 방향은 진천∼진천터널 5㎞, 오창∼서청주 6㎞ 구간에서 차들이 거북이걸음이다.영동선 강릉 방향은 서창분기점∼월곶분기점 2㎞ 구간에서 차들이 서행하고 있다.도로공사는 오후 8∼9시께 귀성 방향 정체가 풀릴 것으로 내다봤다.",http://v.daum.net/v/20240209163600592
6,  [속보] 귀성길 정체 다소 풀려…서울→부산 4시간30분  ,MBN,입력 2024. 2. 9. 16:31,2024. 2. 9. 16:31,귀성길 정체 다소 풀려…서울→부산 4시간30분< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >,http://v.daum.net/v/20240209163155565
7,  [속보] 제3지대 합당 합의 '빅텐트' 성사… 통합신당 명칭은 '개혁신당'  ,강원도민일보,안은복,2024. 2. 9. 16:20,Nan,http://v.daum.net/v/20240209162054488
8,  [속보] 이낙연-이준석 3지대 '빅텐트' 완성... 이름은 개혁신당  ,한국일보,강윤주,2024. 2. 9. 16:15,"4월 10일 총선에 뛸 3지대 빅텐트가 완성됐다. 이름은 개혁신당이다. 여야 거대 정당에서 빠져나온 개혁신당, 새로운미래, 새로운선택, 원칙과상식 등 3지대 4개 세력은 설 연휴 첫날인 9일 오후 국회 소통관에서 공동 기자회견을 열고 ""통합신당(가칭) 합당 방안에 합의했다""고 전격 발표했다.합의문에 따르면 당명은 개혁신당으로 하고, 당 대표는 이낙연·이준석 공동대표 체제다. 총선을 지휘할 총괄선대위원장은 이낙연 공동대표가 맡기로 했다. 지도부 명칭은 최고위원회로 하고 최고위원은 4개 세력이 각각 1명씩 추천하기로 했다. 통합신당 합당대회는 연휴 직후 조속한 시일 내에 열기로 했다.총선을 두 달 앞두고 3지대가 통합에 전격 합의함에 따라 국민의힘과 더불어민주당 등 거대 양당 중심의 총선 구도에 어떤 파급력을 가져올지 주목된다. 앞서 이들은 전날 밤까지도 이른바 '빅텐트' 구성 논의를 위한 원탁회의를 열었으나 통합신당의 당명과 지도부 체제 등을 놓고 의견이 엇갈렸지만, 진통 끝에 전격 합의를 이뤄냈다. 강윤주 기자 kkang@hankookilbo.com",http://v.daum.net/v/20240209161558437
9,  [속보] 제3지대 합당 합의…공동대표 이준석·이낙연  ,더팩트,박준형,2024. 2. 9. 16:04,jun@tf.co.kr발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write,http://v.daum.net/v/20240209160433339
