,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 한 총리 ""29일까지 전공의 돌아온다면 책임 묻지 않을 것""  ",머니S,김인영 기자,2024. 2. 27. 10:23,김인영 기자 young92@mt.co.kr,http://v.daum.net/v/20240227102325226
1,"  [속보] 한 총리 “의대 증원, 피할수 없는 과업…궁극적으론 의사 위한 것”  ",세계일보,양다훈,2024. 2. 27. 10:22,양다훈 기자 yangbs@segye.com,http://v.daum.net/v/20240227102228190
2,"  [속보] 한 총리 ""국민 생명이 무엇보다 앞에 있다는 의료인 사명 되새겨야""  ",뉴스1,이기림 기자,2024. 2. 27. 10:20,lgirim@news1.kr ,http://v.daum.net/v/20240227102024080
3,"  [속보]한총리 ""전공의, 29일까지 복귀시 아무런 책임 묻지 않을 것""  ",이데일리,조용석,2024. 2. 27. 10:19," [세종=이데일리 조용석 기자][속보]한총리 “전공의, 29일까지 복귀시 아무런 책임 묻지 않을 것”조용석 (chojuri@edaily.co.kr) ",http://v.daum.net/v/20240227101935051
4,"  [속보] 한 총리 ""의대 증원, 필수·지방의료 살리기 위한 과업""  ",뉴스1,이기림 기자,2024. 2. 27. 10:18,lgirim@news1.kr ,http://v.daum.net/v/20240227101845008
5,"  [속보] 한 총리 ""29일까지 전공의 병원 돌아온다면 책임 묻지 않을 것""  ",뉴스1,이기림 기자,2024. 2. 27. 10:17,lgirim@news1.kr ,http://v.daum.net/v/20240227101755970
6,"  [속보]한 총리 ""의료개혁 부족함 있다면 대화로 채워갈것…돌아와달라""  ",뉴시스,박미영,2024. 2. 27. 10:17, 후속기사가 이어집니다 ,http://v.daum.net/v/20240227101750966
7,"  [속보]한덕수 총리 ""전공의, 29일까지 돌아오면 책임안물어""  ",머니투데이,김훈남 기자,2024. 2. 27. 10:17,"한덕수 국무총리는 27일 오전 서울 세종로 정부서울청사에서 국무회의를 주재하고 ""29일까지 전공의들이 병원으로 돌아와 준다면 아무런 책임도 묻지 않을 것""이라며 전공의 파업 중단을 호소했다.김훈남 기자 hoo13@mt.co.kr",http://v.daum.net/v/20240227101736959
8,"  [속보]한 총리 ""의대 증원, 피할수 없는 과업…궁극적으론 의사 위한 것""  ",뉴시스,박미영,2024. 2. 27. 10:17, 후속기사가 이어집니다 ,http://v.daum.net/v/20240227101723950
9,"  ‘또 무슨 대화를 나눴을까’... 프랑스 마크롱 대통령, 음바페를 만찬에 초대  ",스포탈코리아,남정훈,2024. 2. 27. 10:00,"[스포탈코리아] 남정훈 기자= 마크롱 대통령이 음바페와 알 켈라이피 파리 회장을 만찬에 초대했다.영국 매체 ‘골닷컴’은 27일(한국 시간) “킬리안 음바페는 에마뉘엘 마크롱 프랑스 대통령에 의해 파리 생제르맹의 나세르 알 켈라이피 회장과 함께 만찬에 초대받았다”라고 보도했다.음바페는 이제 여름에 FA로 파리를 떠나기로 결정했다. 16일(한국 시간) 영국과 스페인, 프랑스의 공신력이 뛰어난 기자들이 연이어서 음바페가 이번 여름에 PSG를 떠난다고 보도했다. 또한 그의 다음 행선지는 레알 마드리드가 유력하다.레알은 음바페의 영입을 위해 몇 년 동안 공을 들인 만큼 보상을 받을 것으로 보인다. 레알은 음바페에게 1억 2천만 유로(약 1726억 원)에서 1억 3천만 유로(약 1870억 원)의 계약 보너스가 포함된 파격적인 제안을 했다.스페인 매체 ‘마르카’는 19일(한국 시간) “음바페는 이미 레알 마드리드와 계약을 체결했다. 음바페는 마드리드 선수가 될 것이고 5시즌 동안 계약할 것이다”라고 속보로 밝히며 이제 음바페 사가는 끝이 났다.한편 마크롱 대통령이 클럽의 수장인 알 켈라이피와 함께 음바페를 파리 엘리제궁으로 초대했다. 이번 방문의 본질은 카타르의 국왕인 셰이크 타밈 빈 하마드 알 타니가 참석했기 때문이다.보도에 따르면 마크롱은 셰이크 타밈을 위한 식사를 준비했으며 음바페와 켈라이피도 참석을 요청했다. 다른 PSG 팀 동료들도 참석할 수 있다. 셰이크 타밈은 현재 진행 중인 이스라엘-하마스 분쟁의 휴전 및 인질 석방 협상을 중개하기 위해 마크롱의 요청을 받아 참석하게 되었다. 마크롱은 과거에 음바페가 파리 클럽에 남기를 원하며 음바페가 새로운 계약을 체결하도록 ""시도하고 밀어붙일 것""이라고 말하면서 공개적으로 음바페가 잔류하기를 원했었다. 그러나 이제 그의 시도는 결실을 맺지 못했고, 음바페는 7년 만에 파리를 떠나 레알에서 새로운 도전을 시작할 예정이다. 루이스 엔리케 감독도 간접적으로 음바페의 이적을 인정했다. 파리 생제르맹은 26일(한국 시간) 프랑스 파리의 파르크 데 프랭스에서 열린 2023/24 시즌 프랑스 리그 1 23라운드 렌과의 경기에서 1-1로 무승부를 거뒀다. 이 경기에서 선발 출전한 음바페는 후반 20분 하무스와 교체됐다. 교체 출전한 하무스는 후반 추가 시간 7분에 극적인 동점 PK골을 성공시키며 파리의 패배를 막았다.루이스 엔리케 감독은 경기 후 음바페를 벤치에 앉힌 결정에 대해 설명했다. 그는 “우리는 조만간 언젠가, 음바페 없이 플레이하는 것에 익숙해져야 한다”라고 밝혔다.그는 이어서 “항상 경쟁이 있어야 하고 내 의도는 '공짜'로 출전 시간을 주는 것이 아니라 최대한의 경쟁력을 원한다. 모든 선수는 자신의 출전 시간을 받을 자격이 있어야 한다""라고 덧붙였다.사진 = 게티이미지코리아, 골닷컴  취재문의 sportal@sportalkorea.co.kr | Copyright ⓒ 스포탈코리아. 무단전재 및 재배포 금지",http://v.daum.net/v/20240227100010204
