,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 헌재, '32주 전 태아 성감별 금지' 위헌 결정  ",데일리안,박상우,2024. 2. 28. 16:35,Nan,http://v.daum.net/v/20240228163556141
1,"  [속보] 검찰, '황의조 영상 유포·협박' 형수에 징역 4년 구형  ",뉴스1,이세현 기자,2024. 2. 28. 16:34,ho86@news1.kr ,http://v.daum.net/v/20240228163409087
2,"  [속보] 與 대구중남 임병헌-도태우, 동래 김희곤-서지영, 포항남울릉 김병욱-이상휘 결선行  ",디지털타임스,한기호,2024. 2. 28. 16:33,"[속보] 與 대구 중·남구 임병헌-도태우, 부산 동래 김희곤-서지영, 경북 포항남·울릉 김병욱-이상휘 결선行",http://v.daum.net/v/20240228163322053
3,  [속보] 與 대전 유성갑 윤소식·대덕 박경호·세종을 이준배 경선 승리  ,대전일보,조은솔 기자,2024. 2. 28. 16:28,"국민의힘의 4·10 총선 후보 선출을 위한 경선 결과 대전 유성갑에서 윤소식 전 대전경찰청장이 진동규 전 유성구청장을 상대로 승리했다.장영환 국민의힘 공천관리위원장은 28일 서울 여의도 중앙당사에서 총 24개 선거구에 대한 제2차 경선 지역 결과를 발표했다. 충청권에선 대전 유성갑, 대덕, 세종을 3곳이 포함됐다. 이들 지역은 모두 다른 당 의원이 현역으로 있는 선거구다.대전 유성갑 2인 경선 결과 윤 전 청장이 진 전 구청장을 누르고 공천을 받게 됐다.대덕구에서는 박경호 전 국민권익위원회 부패방지부위원장이 이석봉 전 대전시 경제과학부시장을 상대로 경선에서 승리했다.세종을에선 이준배 전 세종시 경제부시장이 이기순 전 여성가족부 차관을 꺾고 본선행에 올랐다.",http://v.daum.net/v/20240228162828824
4,  [속보] 국힘 '성남 분당을' 김은혜 경선 승리  ,경기일보,김재민 기자,2024. 2. 28. 16:27,"   국민의힘 4·10 총선 성남 분당을 후보 경선에서 김은혜 전 대통령비서실 홍보수석이 김민수 당 대변인을 누르고 승리한 것으로 전해졌다. 21대 총선에서 미래통합당(국민의힘 전신) 후보로 성남 분당갑에 출마해 당선됐던 김 전 수석은 2022년 경기도지사 도전을 위해 의원직을 사퇴했었으며, 이번에는 성남 분당을에서 3선에 도전하는 더불어민주당 김병욱 의원과 맞붙게 됐다. 김재민 기자 jmkim@kyeonggi.com ",http://v.daum.net/v/20240228162755802
5,"  [속보] 與 주호영·김기현·김정재·장예찬·김은혜, 경선 승리  ",더팩트,김정수·조성은,2024. 2. 28. 16:27,js8814@tf.co.krpi@tf.co.kr발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write,http://v.daum.net/v/20240228162713780
6,"  [속보] 與, 김은혜 구자룡 김기현 장예찬 공천 확정  ",한국일보,이성택,2024. 2. 28. 16:26,"김은혜 전 대통령실 홍보수석과 김기현 전 대표, 장예찬 전 최고위원 등 친윤석열계 인사들이 4·10 총선을 앞둔 국민의힘 당내 경선에서 승리했다. 당 비상대책위원인 구자룡 변호사도 본선행을 확정지었다.국민의힘 공천관리위원회는 28일 이런 내용을 담은 경선 결과를 발표했다.김은혜 전 수석은 경기 분당을에서 김민수 대변인을 눌렀다. 장예찬 전 최고위원은 부산 수영에서 현 지역구 의원인 전봉민 의원을 꺾었다. 김기현 전 대표는 박맹우 전 울산시장을 제압, 현 지역구인 울산 남구을 공천권을 획득했다.현역인 김용판(대구 달서병), 이주환(부산 연제) 의원은 이날 경선에서 탈락했다. 대구 달서병은 권영진 전 대구시장이, 부산 연제는 김희정 전 의원이 공천권을 거머쥐었다.이성택 기자 highnoon@hankookilbo.com나광현 기자 name@hankookilbo.com",http://v.daum.net/v/20240228162614726
7,  [속보] TK현역 김정재·송언석·김석기·임이자·김상훈·김승수·주호영 생환…김용판 탈락  ,디지털타임스,한기호,2024. 2. 28. 16:25,[속보] 국힘 TK현역 김정재·송언석·김석기·임이자·김상훈·김승수·주호영 생환…김용판 탈락,http://v.daum.net/v/20240228162519698
8,"  초호화 라인업 뭉쳤다…'가보자GO' 안정환→김호중, 티저 영상 공개  ",이데일리,김가영,2024. 2. 28. 16:21,"28일 공개된 MBN 새 리얼 로드 버라이어티 ‘가보자GO’ 티저 영상에서는 안정환과 홍현희가 ‘김명준의 뉴스파이터’ 스튜디오를 방문해 김명준 앵커를 만나는 모습이 그려졌다.김명준 앵커는 MBN ‘뉴스파이터’ 진행을 통해 날카로운 비판과 사이다 발언으로 시청자들에게 통쾌함을 선사하며 ‘앵그리 앵커’로 불리우고 있는 ‘스타 앵커’다. 그는 티저 영상에서 ‘뉴스파이터’의 메인 앵커로 변신해 긴급 속보를 전하는 홍현희의 멘트에 ‘앵그리 명준’으로 돌변했고, “제가 하루 아침에 잘린 거라고요? 대박 사건!”이라며 흥분하는 모습을 보여 웃음을 안겼다.특히 이번 속보에는 ‘가보자GO’의 게스트로 김명준 앵커가 선정됐다는 소식과 함께 이를 들은 김명준 앵커가 다시 한번 ‘앵그리 명준’으로 변신, 종잡을 수 없는 예능감을 기대케하며 본편에 대한 궁금증을 증폭시켰다.티저 영상 말미에는 스튜디오를 벗어나 거리로 나선 MC군단이 처음 보는 사람들과 인사를 나누고 그들의 집으로 향하는 장면이 공개돼 시청자들에게 신선한 재미를 선사할 것으로 보여진다. 특히 솔직한 입담과 ‘겉차속따’의 츤데레 반전 매력으로 축구는 물론 예능 프로그램에서도 종횡무진 활약해온 MC 안정환이 시청자들과의 만남 앞에 갑자기 소극적인 모습을 보여 제작진을 어리둥절하게 만들었다는 전언이다.이처럼 1차 티저 영상부터 빵빵 터지는 재미와 독특한 콘셉트, 그리고 신선한 게스트로 시선을 사로잡고 있는 MBN 새 리얼 로드 버라이어티 ‘가보자GO’는 ‘진짜 친구’를 찾기 위해 거리로 나선 5명의 MC가 장소와 나이, 성별을 불문하고 그동안 만나고 싶었던 각종 셀럽과 일반인을 즉석에서 섭외해 친구가 되는 과정을 담아내는 프로그램이다.김용만-안정환-허경환-홍현희-김호중으로 이루어진 초호화 MC군단과 함께하는 MBN ‘가보자GO’는 오는 3월 16일 토요일 오후 8시 20분에 첫 방송된다.김가영 (kky1209@edaily.co.kr) ",http://v.daum.net/v/20240228162129545
9,"  [속보]與, 권영진·김희정 공천 확정…지역구 현역 김용판·이주환 탈락  ",머니투데이,"한정수 기자, 박상곤 기자",2024. 2. 28. 16:21,"28일, 국민의힘 공천관리위원회한정수 기자 jeongsuhan@mt.co.kr 박상곤 기자 gonee@mt.co.kr",http://v.daum.net/v/20240228162114534
