,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 국민의힘 “민주, 내일 쌍특검법 표결 안 한다고 통보”  ",국제신문,디지털뉴스부 기자,2024. 2. 28. 14:36,"[속보] 국민의힘 “민주, 내일 쌍특검법 표결 안 한다고 통보”",http://v.daum.net/v/20240228143627738
1,"  [속보] 與 ""민주, 내일 쌍특검법 표결 안 한다고 통보해와""  ",중앙일보,"최서인, 김한솔",2024. 2. 28. 14:34," 다음날 본회의 표결에 부쳐질 예정이었던 쌍특검법(김건희 여사 특검법안 및 대장동 50억 클럽 특검법안) 처리가 연기됐다. 윤재옥 국민의힘 원내대표는 28일 의원총회에서 ""대단히 유감스러운 일이 발생했다""며 ""민주당이 내일 쌍특검 표결하겠다고 공개적으로 이야기해놓고 표결 안 한다고 조금 전에 통보했다""고 밝혔다.  윤 원내대표는 이어 ""의총 시작 직전에 선거구 획정 요구를 들어주지 않는다고 쌍특검 표결을 하지 않겠다고 했다. 해도 너무한 것 아닌가""라며 ""재의요구권 행사한 법안을 오래 끈 사례가 국회 역사상 없다. 21대 국회에서도 최장 14일이었다""고 목소리를 높였다. 그러면서 더불어민주당을 향해 ""상대 당을 기만하고 약속을 파기했다""며 ""현실적으로 내일이 마지막 본회의이고 선거 후 본회의를 열 수 있을지도 (미지수이고), 연다 하더라도 선거 전과 상황과 각 당 분위기가 다를 텐데 이 상황 자체가 이해가 가지 않는다""고 비판했다. 최서인 기자 choi.seoin@joongang.co.kr",http://v.daum.net/v/20240228143443662
2,"  [속보]전공의 복귀시한 D-1인데…80.8% 사직서, 73.1% 이탈  ",뉴시스,이연희,2024. 2. 28. 14:34,[세종=뉴시스] ,http://v.daum.net/v/20240228143418650
3,  [속보] 29일 국회 '쌍특검' 표결 안 하기로  ,조선일보,박국희 기자,2024. 2. 28. 14:32,Nan,http://v.daum.net/v/20240228143211568
4,  [ET라씨로] 덴티스 투명교정 소재 美 FDA 승인…주가 上  ,전자신문,서희원,2024. 2. 28. 14:31,"ET라씨로는 인공지능(AI) 기반으로 선별·분석한 주식 정보와 종목 매매 신호를 제공하는 전자신문 증권 정보 애플리케이션입니다. 플레이스토어에서 'ET라씨로'(-〉바로가기)를 다운로드하면 IT기업 뉴스와 시장 현황, AI 매매 타이밍을 받아볼 수 있습니다.치과 임플란트 전문기업 덴티스가 자사 투명교정 '세라핀'에 사용되는 소재 '시트'(Sheet)에 대한 미국 식품의약국(FDA) 승인을 획득했다고 발표해 주가가 상한가로 치솟았다.28일 오후 2시 20분 기준 덴티스(261200)는 전 거래일 대비 29.99% 상승한 1만 1270원에 거래되고 있다.덴티스는 자체 개발한 이번 제품이 메쉬 구조의 완충 매트부가 내재된 복합 구조의 치과용 교정 시트로 지난 22일자로 FDA 승인 확정 후 최종 통보를 받았다고 밝혔다.앞서 지난해에는 10월 업계 최초로 국내 특허를 획득했으며 해외특허협력조약(PCT) 및 미국과 중국, 일본, 유럽 개별국 출원도 마친 바 있다.이번 FDA 승인이 소재 자체 개발의 신호탄이 될 것으로 기대되면서 원가 경쟁력을 강화할 수 있을 것이라는 기대감으로 주가가 급등했다.#덴티스 #AI 매매신호 #실시간 매매타이밍 #알림 신청이 기사는 전자신문과 금융 AI 전문기업 씽크풀이 공동으로 작성한 것입니다. AI를 기반으로 생성된 데이터에 기자의 취재 내용을 추가한 'AI 휴머노이드 기사'입니다.※ ET라씨로에서 실시간 속보 확인하기서희원 기자 shw@etnews.com",http://v.daum.net/v/20240228143103518
5,"  [속보] 與 ""민주당, 내일 쌍특검법 표결 안 한다고 통보해와""  ",한국일보,손영하,2024. 2. 28. 14:27,"더불어민주당이 29일 열리는 국회 본회의에서 이른바 '쌍특검법'(김건희 여사 주가조작 특검, 대장동 특검)을 의결하지 않겠다고 통보했다고 국민의힘이 밝혔다.윤재옥 국민의힘 원내대표는 28일 의원총회에서 민주당과의 선거구 획정 논의 경과를 밝히며 ""민주당 요구를 들어주지 않느다고 내일 쌍특검 표결을 안 하겠다고 통보해왔다""고 설명했다. 손영하 기자 frozen@hankookilbo.com",http://v.daum.net/v/20240228142745361
6,"  [속보] 국힘 ""민주, 내일 '쌍특검 재표결' 안 한다 통보""  ",아이뉴스24,박정민,2024. 2. 28. 14:27,[아이뉴스24 박정민 기자] 28일 윤재옥 국민의힘 원내대표 의원총회 발언.,http://v.daum.net/v/20240228142718349
7,"  [속보] 국민의힘 ""민주, 내일 쌍특검법 표결 안 한다고 통보""  ",SBS,김기태 기자,2024. 2. 28. 14:27,"국민의힘 ""민주, 내일 쌍특검법 표결 안 한다고 통보""(사진=연합뉴스)
           김기태 기자 KKT@sbs.co.kr",http://v.daum.net/v/20240228142703323
8,"  [속보]윤재옥 ""민주당, 29일 '쌍특검' 표결 안 한다고 통보""  ",노컷뉴스,CBS노컷뉴스 유동근 기자,2024. 2. 28. 14:27,"윤재옥 ""민주당, 29일 '쌍특검' 표결 안 한다고 통보""CBS노컷뉴스 유동근 기자 thefist@hanmail.net▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기 ",http://v.daum.net/v/20240228142700315
9,"  [속보]윤재옥 ""민주당, 29일 본회의서 쌍특검 재표결 안하겠다 통보""  ",머니투데이,안재용 기자,2024. 2. 28. 14:25,28일 국민의힘 의원총회안재용 기자 poong@mt.co.kr,http://v.daum.net/v/20240228142533250
