,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] “미국, 예멘 후티 반군 겨냥 추가 공격”…로이터통신  ",문화일보,김성훈 기자,2024. 1. 13. 10:39,"로이터통신 “미국, 예멘 후티 반군 겨냥 추가 공격” 보도",http://v.daum.net/v/20240113103907564
1,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""<로이터>  ",SBS Biz,박연신 기자,2024. 1. 13. 10:36,짧고 유익한 Biz 숏폼 바로가기,http://v.daum.net/v/20240113103601543
2,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""-로이터  ",서울경제,남윤정 기자,2024. 1. 13. 10:34,,http://v.daum.net/v/20240113103437532
3,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""  ",디지털타임스,김광태,2024. 1. 13. 10:29,"""미국, 예멘 후티 반군 겨냥 추가 공격""<로이터>",http://v.daum.net/v/20240113102913467
4,"  [속보] 북한, 남파간첩에 지령 보내던 라디오 '평양방송'도 중단  ",MBN,입력 2024. 1. 13. 10:28,2024. 1. 13. 10:28,"북한, 남파간첩에 지령 보내던 라디오 '평양방송'도 중단< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240113102850464
5,"  [속보] 외신 ""미국, 예멘 후티 반군 겨냥 추가 공격""  ",한국경제,신민경,2024. 1. 13. 10:27,"[속보] 외신 ""미국, 예멘 후티 반군 겨냥 추가 공격""신민경 한경닷컴 기자 radio@hankyung.com",http://v.daum.net/v/20240113102702442
6,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""<로이터>  ",MBN,입력 2024. 1. 13. 10:27,2024. 1. 13. 10:27,"""미국, 예멘 후티 반군 겨냥 추가 공격""<로이터>< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240113102700438
7,"  [속보] 미국, 예멘에서 추가 공격 강행-로이터  ",뉴스1,김예슬 기자,2024. 1. 13. 10:24,yeseul@news1.kr ,http://v.daum.net/v/20240113102448420
8,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""<로이터>  ",연합뉴스,김정은,2024. 1. 13. 10:23,▶제보는 카톡 okjebo,http://v.daum.net/v/20240113102306401
9,"  [속보]인천 백령도 해역서 규모 2.4 지진…""피해 없을 것""  ",노컷뉴스,CBS노컷뉴스 정성욱 기자,2024. 1. 13. 10:00,"13일 오전 8시 3분 2초 인천 옹진군 백령도 남쪽 34km 해역에서 규모 2.4의 지진이 발생했다.기상청에 따르면 지진 발생 위치는 북위 37.65도, 동경 124.65도이며 깊이는 8km이다.기상청은 ""지진 피해는 없을 것""이라고 밝혔다.CBS노컷뉴스 정성욱 기자 wk@cbs.co.kr▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기 ",http://v.daum.net/v/20240113100001165
