,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 검찰, 뇌물수수 혐의 박일호 전 밀양시장 자택·시장실 등 압수수색  ",아이뉴스24,임승제,2024. 3. 12. 15:54,"[아이뉴스24 임승제 기자] 검찰이 12일 오후 뇌물수수 혐의를 받는 박일호 전 경상남도 밀양시장의 자택과 시장실을 비롯한 시청 관련 부서 등을 수사관을 보내 압수수색하고 있다.이와 함께 뇌물을 전달한 것으로 알려진 K(71)씨의 자택과 아파트 시행 업자 A씨의 사무실 등도 압수수색한 것으로 전해졌다.경상남도 밀양시 관계자는 ""검찰이 시장 접견실에서 관련 부서 직원들을 불러 조사하고 있는 것으로 알고 았다""며 ""압수수색 물품에 대해서는 아직 파악된 것이 없다""고 밝혔다.",http://v.daum.net/v/20240312155406432
1,"  [속보] 코스피 2681.81(▲21.97p, 0.83%), 원·달러 환율 1311.0(▲0.7원) 마감  ",MBN,입력 2024. 3. 12. 15:34,2024. 3. 12. 15:34,"코스피 2681.81(▲21.97p, 0.83%), 원·달러 환율 1311.0(▲0.7원) 마감< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240312153405585
2,"  [속보]경선 패배 하태경, 한동훈에 '원데이터' 공개 요구  ",노컷뉴스,CBS노컷뉴스 유동근 기자,2024. 3. 12. 15:30,"경선 패배 하태경, 한동훈에 '원데이터' 공개 요구CBS노컷뉴스 유동근 기자 thefist@hanmail.net▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기 ",http://v.daum.net/v/20240312153009398
3,"  [속보] 중성동을, 이혜훈이 3선 하태경 꺾어...'찐윤' 이용, 추미애와 붙는다  ",한국일보,이성택,2024. 3. 12. 15:25,"서울 중성동을에서 이혜훈 전 의원이 3선 하태경 의원을 누르고 국민의힘 공천을 받았다. ‘찐윤’ 이용 의원은 경기 하남갑에서, 한동훈 비상대책위원장 비서실장인 김형동 의원은 경북 안동예천에서 각각 공천을 받았다.국민의힘 공천관리위원회는 12일 여의도 중앙당사에서 이 같은 9개 지역 경선 결과를 발표했다. 중성동을에서는 이 전 의원이 결선에서 하 의원을 꺾는 이변이 일어났다. 경기 하남갑에서는 이용 의원이 공천을 받아 더불어민주당 후보인 추미애 전 법무부 장관과 맞붙는다. 안동예천에서는 김형동 의원이 친오세운계 핵심 김의승 전 서울시 행정1부시장을 꺾고 본선행을 확정지었다. 대구 동구에서는 현역 강대식 의원이 공천됐다. 강원 춘천철원화천양구을에서는 지역구 현역인 3선 한기호 의원이 공천을 받았다.이 밖에 △서정현(경기 안산을) 전 안산단원을 당협위원장 △장석환(경기 고양을) 대진대 스마트건설환경공학부 교수 △한길룡(경기 파주을) 전 파주을 당협위원장 △박성호(경남 김해갑) 전 경상남도 행정부지사가 공천을 받았다. 부산 서구동구에서는 검사 출신인 곽규택 변호사와 김영삼 전 대통령의 손자인 김인규 전 대통령실 행정관이 결선을 벌인다.이성택 기자 highnoon@hankookilbo.com김민순 기자 soon@hankookilbo.com",http://v.daum.net/v/20240312152517203
4,"  [속보] 이혜훈, 하태경 누르고 서울 중·성동을 경선 승리  ",한겨레,서영지 기자,2024. 3. 12. 15:25,"서울 중·성동을에서 3선 출신의 이혜훈 전 의원이 3선 현역인 하태경 의원을 누르고 4·10 총선 국민의힘 후보가 됐다. 윤석열 대통령의 대선 당시 수행실장이던 이용 의원과 한동훈 비상대책위원장의 비서실장인 김형동 의원도 경선에서 승리했다.정영환 국민의힘 공천관리위원장은 12일 후보 선출을 위한 4차 결선 결과(7곳)와 5차 경선 결과(3곳)를 발표했다. 부산 해운대갑을 떠나 서울 중·성동을 출마를 선언한 하 의원을 제외하곤 여전히 현역 강세가 두드러졌다. 강대식 의원은 대구 동·군위을, 한기호 의원은 춘천·철원·화천·양구을에서 공천을 확정했다. 이밖에 경기 안산을 서정현, 고양을 장석환, 파주을 한길룡 후보가, 경남 김해갑 박성호 후보가 경선에서 승리했다.안병길 의원이 컷오프(공천 배제)된 부산 서·동에서는 곽규택 변호사와 김영삼 전 대통령의 손자인 김인규 전 대통령실 행정관이 결선을 치르게 됐다.서영지 기자 yj@hani.co.kr",http://v.daum.net/v/20240312152505191
5,  [속보] 국민의힘 이용·이혜훈·김형동·강대식 공천 확정  ,쿠키뉴스,최은희,2024. 3. 12. 15:21,최은희 기자 joy@kukinews.com,http://v.daum.net/v/20240312152105992
6,  [속보] 국힘 서정현(안산을)·장석환(고양을)·한길룡(파주을)·이용(하남갑) 경선 승리  ,경기일보,김재민 기자,2024. 3. 12. 15:20,"국민의힘 공천관리위원회는 12일 경선 결선 결과 안산을에 서정현 전 안산 단원을 당협위원장, 고양을에 장석환 대진대 스마트건설환경공학부 교수, 파주을에 한길룡 전 당협위원장이 승리했다고 밝혔다. 또한 하남갑 경선에서는 이용 국회의원(비례)이 승리했다 정영환 공관위원장은 이날 여의도 중앙당사에서 이같은 내용의 제4차 결선 경선 및 제5차 경선 결과를 발표했다. 김재민 기자 jmkim@kyeonggi.com ",http://v.daum.net/v/20240312152026968
7,"  [속보]정부, '증원 논의 1년 늦추자' 의대 교수들 제안 거부  ",뉴시스,이연희,2024. 3. 12. 15:19,[세종=뉴시스] ,http://v.daum.net/v/20240312151919937
8,  [속보]국민의힘 이용·이혜훈·김형동·강대식 공천 확정  ,노컷뉴스,CBS노컷뉴스 박희원 기자,2024. 3. 12. 15:18,국민의힘 이용·이혜훈·김형동·강대식 공천 확정CBS노컷뉴스 박희원 기자 wontime@cbs.co.kr▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기 ,http://v.daum.net/v/20240312151804867
9,"  [속보] ‘尹 호위무사’ 이용, ‘반윤’ 추미애와 맞대결 성사  ",경향신문,유설희·이두리 기자,2024. 3. 12. 15:15,"윤석열 대통령의 호위무사로 잘 알려진 이용 국민의힘 의원(비례)이 경기 하남갑 후보를 가리는 국민의힘 경선에서 승리했다. ‘여전사’로 불리는 추미애 더불어민주당 후보와 맞붙게 됐다.정영환 국민의힘 공천관리위원장은 12일 국민의힘 당사에서 브리핑을 열고 이 같은 경선 결과를 발표했다.한동훈 비상대책위원장의 비서실장인 김형동 의원은 지역구인 경북 안동·예천에서 김의승 전 서울시 행정1부시장을 상대로 경선에서 이겨 재선에 도전할 수 있게 됐다.3선 현역 하태경 의원과 3선 출신 이혜훈 전 의원의 맞대결로 주목받았던 서울 중·성동을에서는 이 전 의원이 결선에서 승리했다.3선 한기호 의원은 현 지역구인 강원 춘천·철원·화천·양구을에서 허인구 전 G1방송 대표이사를 상대로 이겨 공천을 받게 됐다. 대구 동구·군위을의 초선 강대식 의원도 이재만 전 동구청장을 이겨 재선에 도전한다.부산 서·동에서는 검사 출신 곽규택 변호사와 김영삼 전 대통령의 손자인 김인규 전 대통령실 행정관이 결선을 치를 예정이다.유설희 기자 sorry@kyunghyang.com, 이두리 기자 redo@kyunghyang.com",http://v.daum.net/v/20240312151556779
