,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보]이강인, 대표팀 불화 공개사과 “형들 말 잘 따랐어야…정말 죄송”  ",헤럴드경제,입력 2024. 2. 14. 18:37,2024. 2. 14. 18:37,"[헤럴드경제=이원율 기자]손흥민(토트넘)이 2023 아시아축구연맹(AFC) 아시안컵 준결승 전날 축구대표팀 후배들과 언쟁하는 과정 중 손가락이 탈구됐다는 영국 매체 보도가 나온 일과 관련, 이강인이 ""앞으로 형들을 도와 보다 더 좋은 선수, 보다 더 좋은 사람이 되도록 노력하겠다""고 사과했다.이강인은 14일 자신의 인스타그램에서 ""지난 아시안컵 4강전을 앞두고 손흥민 형과 언쟁을 벌였다는 기사가 보도됐다""며 ""언제나 저희 대표팀을 응원해주시는 축구팬들에게 큰 실망을 끼쳐드렸다. 정말 죄송하다""고 했다.이강인은 ""제가 앞장서 형들의 말을 잘 따랐어야 했는데, 축구팬들에게 좋지 못한 모습을 보여드리게 돼 죄송스러울 뿐""이라고 했다.이강인은 ""저에게 실망하셨을 많은 분들에게 사과드린다""며 ""축구팬들께서 저에게 보내주시는 관심과 기대는 잘 알고 있다""고 덧붙였다.영국 대중지 더선은 이날 ""토트넘의 스타 손흥민이 한국 대표팀의 아시안컵 준결승 전날 저녁 식사 자리에서 동료들과 언쟁을 벌이다 손가락 탈구 부상을 당했다""고 보도했다.사고는 준결승을 하루 앞둔 저녁 식사 자리에서 벌어졌다.밥을 일찍 먹은 일부 어린 선수들이 탁구를 하려고 자리를 뜨자 저녁 식사 자리를 팀 단합 시간으로 여긴 주장 손흥민이 언짢게 여기고 쓴소리를 하며 사건이 발생했다는 게 더선의 주장이었다. 더선은 ""탁구를 치려고 일찍 자리를 뜬 어린 선수 중에는 이강인도 있었다""며 ""손흥민이 선수들에게 돌아와서 앉으라고 했지만 일부 선수가 무례하게 이야기했다. 순식간에 다툼이 벌어졌고 동료들이 뜯어말렸다. 이 과정에서 손흥민이 손가락을 심하게 다쳤다""고 전했다.yul@heraldcorp.com",http://v.daum.net/v/20240214183701247
1,"  홍천서 지인 살해 혐의 무기징역 50대, 2심 선고 연기  ",강원도민일보,신재훈,2024. 2. 14. 18:31,Nan,http://v.daum.net/v/20240214183108140
2,  춘천 식당서 지인 흉기살해 60대 무기징역 확정  ,강원도민일보,신재훈,2024. 2. 14. 18:31,Nan,http://v.daum.net/v/20240214183105139
3,"  [속보]이강인, 손흥민과 다툼 인정  ",서울신문,김채현,2024. 2. 14. 18:22,"축구선수 이강인이 손흥민과의 다툼을 인정했다. 다만 이강인은 사과문에서 당시 다툼을 ‘언쟁’으로만 표현하고 실제 몸싸움이 오갔는지는 언급하지 않았다.이강인은 14일(한국시간) 개인 소셜미디어(SNS)를 통해 “아시안컵 4강을 앞두고 손흥민 형과 언쟁을 벌였다는 기사가 보도되었습니다. 언제나 대표팀을 응원해주시는 축구팬들께 큰 실망을 끼쳐 드렸습니다. 정말 죄송합니다. 제가 앞장서서 형들의 말을 잘 따랐어야 했는데 축구팬들에게 좋지 못한 모습을 보여드리게 돼 죄송스러울 뿐입니다”고 보도 내용을 인정했다.이어 이강인은 “저에게 실망하셨을 많은 분들께 사과드립니다. 축구팬들께서 저에게 보내주시는 관심과 기대를 잘 알고 있습니다. 앞으로는 형들을 도와서 보다 더 좋은 선수, 보다 좋은 사람이 되도록 노력하겠습니다”고 말했다.앞서 영국매체 ‘더 선’은 “요르단과의 2023 아시아축구연맹(AFC) 카타르 아시안컵 준결승 전날, 대표팀 내에서 싸움이 발생했다. 몇몇 어린 선수들은 저녁을 빨리 먹고 탁구를 치기 위해 떠났다. 손흥민은 자신을 향한 무례한 발언을 듣자 다시 와서 앉으라고 말했다. 손흥민은 운이 나쁘게도 손가락을 심하게 다쳤다”라고 주장했다.‘데일리 메일’도 “2023 아시아축구연맹(AFC) 아시안컵 준결승 요르단전 전날 손흥민은 동료들과 말다툼 끝에 손가락이 탈구됐다”라고 보도했다.이어 “저녁 식사 도중 손흥민과 동료들 사이 시비가 붙었다. 어린 선수들은 탁구를 치기 위해 저녁 식사를 서둘렀고, 손흥민은 식사 자리 유대감 대신 빨리 떠나려는 선수들에게 짜증이 났다. 파리 생제르맹(PSG) 이강인도 문제 삼았다”라고 덧붙였다.준결승에서 탈락 한 후 손흥민은 토트넘으로 돌아갔다. 브라이튼전에 나온 손흥민은 손가락에 붕대를 감고 있었고, 요르단전에서도 같은 부위에 손가락 테이핑을 하고 있었다. 그는 브라이튼전 이후 한 인터뷰에서 “아시안컵 때 걸려 넘어져 삐었다”라고 말했다.그런데 ‘더 선’을 비롯한 일부 외신들은 경기 중이 아니라 대표팀 동료들간 마찰 속에서 손가락이 삐었다고 주장한 것이다.이에 대한축구협회는 “더선이 보도한 내용은 대체로 맞는다”며 “손흥민이 탁구를 치러 자리를 일찍 뜨는 젊은 선수들에게 불만을 표현했고, 젊은 선수들이 이에 반발해 마찰이 있었고, 이 과정에서 손흥민이 손가락을 다쳤다”고 설명했다.다만 축구협회가 손흥민-이강인 갈등설을 곧바로 인정한 점을 두고 클린스만 감독에서 ‘선수단 내분’으로 비판의 초점을 옮기려는 시도가 아니냐는 지적이 나온다.김채현 기자",http://v.daum.net/v/20240214182201961
4,"  [속보] 손흥민에 주먹질 이강인 사과 ""팬들에게 큰 실망 끼쳐 드렸다""  ",뉴스1,안영준 기자,2024. 2. 14. 18:13,"(서울=뉴스1) 안영준 기자 = 아시안컵 당시 주장 손흥민에게 주먹질을 한 것이 밝혀져 논란이 되고 있는 축구대표팀 미드필더 이강인(파리생제르맹)이 SNS에 사과했다.이강인은 14일 자신의 SNS에 ""지난 아시안컵 4강전을 앞두고 손흥민 형과 언쟁을 벌였다는 기사가 보도됐다""면서 ""언제나 대표팀을 응원해주는 축구 팬들에게 큰 실망을 끼쳐드렸다. 정말 죄송하다""고 고개 숙였다.alexei@news1.kr ",http://v.daum.net/v/20240214181317746
5,"  [속보] 이강인, 대표팀 불화 사과 ""형들 도와 더 좋은 선수 되겠다""  ",중앙일보,김은빈,2024. 2. 14. 18:13," 한국 축구 국가대표 이강인이 2023 아시아축구연맹(AFC) 아시안컵 4강을 앞두고 손흥민 등 선배 선수들과 갈등을 빚었다는 논란을 인정하며 사과의 뜻을 전했다. 이강인은 14일 인스타그램 스토리를 통해 ""지난 아시안컵 4강전을 앞두고 손흥민 형과 언쟁을 벌였다는 기사가 보도됐다""며 ""언제나 대표팀을 응원해주시는 축구 팬들께 큰 실망을 끼쳐 드렸다. 정말 죄송하다""고 밝혔다. 이어 ""제가 앞장서서 형들의 말을 잘 따랐어야 했는데 축구 팬들에게 좋지 못한 모습을 보여드리게 돼 죄송스러울 뿐""이라며 ""저에게 실망하셨을 많은 분께 사과드린다""고 했다. 이강인은 ""축구 팬들께서 저에게 보내주시는 관심과 기대를 잘 알고 있다""며 ""앞으로는 형들을 도와서 보다 더 좋은 선수, 보다 좋은 사람이 되도록 노력하겠다""고 덧붙였다. 앞서 영국 더선은 13일(현지시간) ""손흥민이 아시안컵 준결승 전날 저녁식사 자리에서 동료들과 언쟁을 벌이다가 손가락이 탈구되는 부상을 당했다""고 보도했다. 대한축구협회도 손흥민이 후배들과 다투는 과정에서 오른손 중지와 검지가 탈구됐다고 확인했다. 당시 이강인 등 대표팀 젊은 선수들은 저녁식사를 마친 뒤 탁구를 치기 위해 일찍 자리를 떴다. 이후 고참급 선수들이 식사하러 왔는데 이강인 등이 시끌벅적하게 탁구를 치는 소리가 들려왔다고 한다. 이에 주장 손흥민은 이강인 등에게 ""탁구를 그만 하라""고 말했지만, 이들은 말을 듣지 않았다고 한다. 이에 화가 난 손흥민이 이강인에게 다가가 멱살을 잡았고, 이강인은 주먹을 휘두르며 응수했다. 다른 선수들이 둘을 떼놓는 과정에서 손흥민이 손가락을 다쳤다. 이 일로 일부 고참급 선수들은 클린스만 감독을 찾아가 요르단전에서 이강인을 선발 명단에서 제외해 달라고 요청한 것으로 알려졌다. 한편 위르겐 클린스만 감독이 이끈 한국 축구 대표팀은 지난 7일 카타르 알라이얀의 아흐마드 빈 알리 스타디움에서 열린 요르단과의 아시안컵 준결승전에서 0-2 충격패를 당하며 탈락했다. 김은빈 기자 kim.eunbin@joongang.co.kr",http://v.daum.net/v/20240214181310743
6,"  [속보] '민주당 출신 무소속' 양정숙 의원, 개혁신당 합류  ",파이낸셜뉴스,김해솔,2024. 2. 14. 18:11,glemooree@fnnews.com 김해솔 기자,http://v.daum.net/v/20240214181106667
7,"  [속보] 이강인, 손흥민과 다툼 인정 ""큰 실망 끼쳐 죄송, 형들 말 잘 들었어야 했는데...""  ",인터풋볼,신동훈 기자,2024. 2. 14. 18:02,"이강인은 14일(이하 한국시간) 개인 SNS를 통해 ""아시안컵 4강을 앞두고 손흥민 형과 언쟁을 벌였다는 기사가 보도되었습니다. 언제나 대표팀을 응원해주시는 축구팬들께 큰 실망을 끼쳐 드렸습니다. 정말 죄송합니다. 제가 앞장서서 형들의 말을 잘 따랐어야 했는데 축구팬들에게 좋지 못한 모습을 보여드리게 돼 죄송스러울 뿐입니다. 저에게 실망하셨을 많은 분들께 사과드립니다. 축구팬들께서 저에게 보내주시는 관심과 기대를 잘 알고 있습니다. 앞으로는 형들을 도와서 보다 더 좋은 선수, 보다 좋은 사람이 되도록 노력하겠습니다""고 말했다.한국 축구계를 발탁 뒤집은 소문의 시작은 영국 '더 선'이었다. 해당 매체가 14일 밝힌 소식통은 ""요르단과의 2023 아시아축구연맹(AFC) 카타르 아시안컵 준결승 전날, 대표팀 내에서 싸움이 발생했다. 몇몇 어린 선수들은 저녁을 빨리 먹고 탁구를 치기 위해 떠났다. 손흥민은 자신을 향한 무례한 발언을 듣자 다시 와서 앉으라고 말했다. 손흥민은 운이 나쁘게도 손가락을 심하게 다쳤다""라고 주장했다.영국 '데일리 메일'도  ""2023 아시아축구연맹(AFC) 아시안컵 준결승 요르단전 전날 손흥민은 동료들과 말다툼 끝에 손가락이 탈구됐다""라고 보도했다. 이어 ""저녁 식사 도중 손흥민과 동료들 사이 시비가 붙었다. 어린 선수들은 탁구를 치기 위해 저녁 식사를 서둘렀고, 손흥민은 식사 자리 유대감 대신 빨리 떠나려는 선수들에게 짜증이 났다. 파리 생제르맹(PSG) 이강인도 문제 삼았다""라고 덧붙였다.준결승에서 탈락을 한 후 손흥민은 토트넘으로 돌아갔다. 브라이튼전에 나온 손흥민은 손가락에 붕대를 감고 있었다. 요르단전에서도 같은 부위에 손가락 테이핑을 하고 있었다. 브라이튼전 이후 한 인터뷰에서 ""아시안컵 때 걸려 넘어져 삐었다""라고 했다.그런데 '더 선'을 비롯한 영국 외신들은 경기 중이 아니라 대표팀 동료들간 마찰 속에서 손가락이 삐었다고 주장했다. 어린 선수들 중 이강인이 포함됐다고 알려졌다. 평소 공신력이 낮은 매체로 알려진 '더 선'이므로 거짓 소식이거나 과장된 이야기일 줄 알았는데 불행히도 사실이었다.젊은 선수들 사이에 이강인이 있는 것도 확인됐다. 이후 손흥민, 이강인이 직접 다툼을 했다는 이야기가 쏟아지고 있었다. 여러 루머가 확산되는 가운데 이강인이 직접 나서 다툼을 인정했다. 이강인이 인정을 하면서 내분 문제, 더 나아가 클린스만 감독 리더십 문제는 더욱 활활 타오를 예정이다. ",http://v.daum.net/v/20240214180207444
8,"  [속보] 검찰, 조국 입시비리 등 2심 불복 상고  ",아이뉴스24,최기철,2024. 2. 14. 18:01,[아이뉴스24 최기철 기자] 검찰이 입시비리 등 혐의로 기소된 조국 전 법무부장관에게 징역 2년을 선고한 항소심에 불복해 14일 상고했다.,http://v.daum.net/v/20240214180106421
9,"  [속보]조승래 의원 ""오광영 예비후보 질책 경선서 평가 받겠다""  ",프레시안,박정하 기자,2024. 2. 14. 17:57,"조 의원은 14일 오후 대전시의회 기자실에 회견을 열고 ""당내 경선은 구민과 당원들에게 지난 8년간의 의정활동을 평가받는 것""이라며 이같이 말했다.오 예비후보가 공개 질의한 R&D예산 삭감과 우주항공청특별법과 관련해서는 ""역할이 부족했다고 평가하고 질책한다면 겸허히 수용하고, 책임질 것이 있다면 책임지겠다""고 말했다.그러면서 ""다만 이러한 문제에 대해 누구도 관심을 갖지 않을 때 제가 가장 먼저 앞장서 싸웠다""며 ""오 예비후보가 도전자로서 그런 질문과 질책을 할 수 있다고 생각한다""고 덧붙였다.이재명 대표 체포동의안 표결에 대한 질의에 대해서는 그동안 충분히 제 입장을 밝혀왔다고 강조했다.조 의원은 ""당대표 체포동의안 표결에 대해서는 별도로 언급할 필요가 없다고 생각한다""면서 ""하지만 이 대표도 언급했듯이 당내 경선 과정은 정치적 분열이 아닌 단합과 단결하는 과정이 돼야 한다""고 말했다.특히 ""저는 이 대표가 요청한 것들에 대해 단 한 번도 거부한 적이 없다""며 ""이 대표를 돕기 위해서는 이 대표를 좁은 울타리에 가두지 말고 더 넓은 곳에 활동할 수 있도록 응원했으면 좋겠다""고 강조했다.조 의원은 자신이 윤석열 정부를 심판할 수 있는 필승카드라는 점도 부각했다.그는 ""국민의힘이 가장 두려워 하는 후보가 바로 저 조승래""라며 ""대전특별자치시 추진 등 지난 8년 간 활발한 의정활동을 통해 3선 의원이 된다면 지역에서 강력한 정치력을 발휘할 수 있는 인물로 평가하고 있기 때문""이라고 말했다.그러면서 ""유성구민과 권리당원들께서 저를 총선 승리를 위한 필승카드로 선택해 주실 것이라고 확신한다""고 자신했다.[박정하 기자(vincent977@hanmail.net)]",http://v.daum.net/v/20240214175707316
