,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] 94개 병원 전공의 8897명 사직서 제출…근무지 이탈 69.4%  ,아시아경제,오주연,2024. 2. 23. 11:12,"정부의 의대증원에 반대하며 사직서를 제출한 전공의가 주요 94개 수련병원에서 8900명에 육박했다. 전날 100개 수련병원 집계 결과(9275명)에서 6개 병원이 빠진 결과로, 이들 병원을 포함하면 수치는 늘어날 가능성이 있다.23일 보건복지부는 전날 22시 기준, 자료 부실 제출로 시정명령 예정인 6개 병원을 제외한 94개 수련병원에 대한 점검 결과 이들 소속 전공의 총원의 78.5% 수준인 8897명이 사직서를 제출했다고 밝혔다. 근무지 이탈자는 소속 전공의의 약 69.4%인 7863명으로 확인됐다.오주연 기자 moon170@asiae.co.kr",http://v.daum.net/v/20240223111222852
1,"  [속보]""의사 집단행동 종료시까지 비대면 진료 전면 허용""  ",국제신문,신심범 기자,2024. 2. 23. 11:11,"정부가 23일부터 전공의 등의 집단행동이 마무리되는 시점까지 비대면 진료를 전면 허용하기로 했다.박민수 보건복지부 제2차관은 이날 정부서울청사에서 의사 집단행동 중앙재난안전대책본부 브리핑을 열고 “별도의 신청이나 지정없이 희망하는 의원, 병원 등 모든 의료기관에서 비대면 진료가 전면 시행된다”고 밝혔다.박 차관은 “정부는 전공의 이탈이 심한 상급종합병원은 중증·응급환자 진료에 역량을 집중해 의료진의 소진을 방지하고, 중등증 이하 환자는 지역의 2차 병원급에서, 경증 외래 환자는 의원급에서 각각 진료토록 할 계획”이라고 설명했다.또 “이 과정에서 높아진 지역 병·의원의 외래수요에 원활히 대처하기 위해, 비대면 진료를 활용해 국민의 불편을 최소화하겠다”고 말했다.",http://v.daum.net/v/20240223111151825
2,  [속보]“오늘부터 희망하는 모든 병의원 비대면진료 전면시행”  ,동아일보,입력 2024. 2. 23. 11:11,2024. 2. 23. 11:11, “오늘부터 희망하는 모든 병의원 비대면진료 전면시행”<동아닷컴>,http://v.daum.net/v/20240223111130816
3,"  [속보] 정부 ""의대 정원 증원 신청 3월 4일까지 접수···추후 대학별 규모 확정""  ",서울경제,박홍용 기자,2024. 2. 23. 11:10,Nan,http://v.daum.net/v/20240223111040788
4,  [속보]대학 의대 증원신청 3월 4일까지…추후 확정  ,이데일리,이지현,2024. 2. 23. 11:10,"교육부는 22일자로 2025학년도 의과대학 학생정원 신청 안내 공문을 40개 대학에 시행했다. 정원 배정은 비수도권 의과대학을 우선 고려하되, 각 대학의 제출 수요와 교육역량, 소규모 의과대학의 교육역량 강화 필요성, 지역의료 및 필수의료 지원 필요성 등을 종합적으로 고려해 진행할 예정이다.이지현 (ljh423@edaily.co.kr) ",http://v.daum.net/v/20240223111035783
5,"  [속보] ""대학 의대증원 신청 내달 4일까지 받은 후 정원 확정""  ",서울경제,박성규 기자,2024. 2. 23. 11:10,Nan,http://v.daum.net/v/20240223111032782
6,"  [속보] 정부 ""의협 '지역인재전형' 폄하발언···'국민 위에 의사' 있다는 특권의식""  ",서울경제,박홍용 기자,2024. 2. 23. 11:09,Nan,http://v.daum.net/v/20240223110950751
7,"  [속보] 정부 ""오늘부터 의사 집단행동 종료까지 비대면 진료 전면 허용""  ",더팩트,박준형,2024. 2. 23. 11:09,jun@tf.co.kr발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write,http://v.daum.net/v/20240223110927743
8,  [속보] “오늘부터 희망하는 모든 병의원 비대면진료 전면시행”  ,서울신문,최재헌,2024. 2. 23. 11:09,[속보] 복지부 “94곳 병원서 8897명 전공의 사직”[속보] 복지부 “근무지 이탈 7863명…환자 피해사례 189건으로 늘어”최재헌 기자,http://v.daum.net/v/20240223110902717
9,"  [속보] 복지부 ""94개 병원 전공의 8천897명 사직…소속 전공의의 78.5%""  ",SBS,입력 2024. 2. 23. 11:09,2024. 2. 23. 11:09,"복지부 ""94개 병원 전공의 8천897명 사직…소속 전공의의 78.5%""복지부 ""의사 집단행동 피해 40건 신규접수…수술지연 27건""어제 전국 의대서 49명 휴학 신청…나흘간 1만 1천481명(SBS 디지털뉴스편집부/사진=연합뉴스)
           ",http://v.daum.net/v/20240223110900711
