,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보]서귀포 해상서 어선 전복..3명 구조·7명 확인중  ,kbc광주방송,정경원,2024. 3. 1. 08:37,"서귀포해양경찰서에 따르면, 1일 아침 7시 24분쯤 제주 서귀포 남서쪽 12해리 해상에서 33톤급 근해 연승어선 A호가 전복됐습니다.A호에는 한국인 선원 5명과 베트남인 선원 5명이 타고 있던 것으로 알려졌습니다.이 가운데 한국인 선원 2명과 베트남인 선원 1명 등 3명은 인근 어선에 구조됐으며, 현재 7명이 실종 상태입니다.해경은 경비함정을 사고 현장으로 급파해 실종자 수색작업을 벌이고 있습니다.#사건사고 #어선전복 #실종",http://v.daum.net/v/20240301083702007
1,"  [속보]제주 서귀포해상서 어선 전복 ""선원 3명 구조·7명 확인 중""  ",뉴시스,양영전 기자,2024. 3. 1. 08:35, [제주=뉴시스] 양영전 기자 = ☞공감언론 뉴시스 0jeoni@newsis.com ,http://v.daum.net/v/20240301083554999
2,  [속보] 서귀포 해상 10명탄 어선 전복 “3명 구조 7명 확인중”  ,헤럴드경제,입력 2024. 3. 1. 08:33,2024. 3. 1. 08:33,1일 서귀포해양경찰서에 따르면 A호엔 한국인 선원 5명과 베트남인 선원 5명이 타고 있었다. 이중 한국인 2명과 베트남인 선원 1명 등 3명이 인근 어선에 구조됐다. 나머지 7명은 확인 중이다. 신고를 받은 해경은 경비함정을 사고 현장으로 급파해 실종자를 찾고 있다.notstrong@heraldcorp.com,http://v.daum.net/v/20240301083352975
3,  [속보] 서귀포 해상 10명탄 어선 전복 “3명 구조 7명 확인중”  ,매일경제,조성신 매경닷컴 기자(robgud@mk.co.kr),2024. 3. 1. 08:33,서귀포해양경찰서에 따르면 A호에는 한국인 선원 5명과 베트남인 선원 5명이 타고 있었으며 이중 한국인 2명과 베트남인 선원 1명 등 3명이 인근 어선에 구조됐다.신고를 받은 해경은 경비함정을 사고 현장으로 급파해 실종자를 찾고 있다,http://v.daum.net/v/20240301083305968
4,"  [속보] 해경 ""서귀포 해상 전복 어선 선원 8명 구조·2명 구조 중""  ",뉴스1,오미란 기자,2024. 3. 1. 08:31,mro1225@news1.kr ,http://v.daum.net/v/20240301083140951
5,  [속보] 서귀포 해상 10명탄 어선 전복 “3명 구조 7명 확인중”  ,문화일보,임정환 기자,2024. 3. 1. 08:30,서귀포 해상에서 10명이 탄 어선이 전복됐다. 3명이 구조됐고 7명은 확인 중이다.서귀포해양경찰서에 따르면 1일 오전 7시 24분쯤 제주 서귀포 남서쪽 12해리 해상에서 근해 연승어선 A 호(33t)가 전복됐다. A 호에는 한국인 선원 5명과 베트남인 선원 5명이 타고 있었다. 이중 한국인 2명과 베트남인 선원 1명 등 3명이 인근 어선에 구조됐다. 신고를 받은 해경은 경비함정을 사고 현장으로 급파해 실종자를 찾고 있다.임정환 기자,http://v.daum.net/v/20240301083008929
6,  [속보]서귀포 해상서 선박 전복… 선원 8명 구조·2명 구조중  ,서울신문,강동삼,2024. 3. 1. 08:29,1일 서귀포 남서쪽 약 12해리 인근 해상에서 어선이 전복되는 사고로 선원 10명 중 8명은 구조되고 나머지 2명도 구조하고 있다.서귀포해양경찰서는 1일 오전 7시 24분쯤 서귀포 남서쪽 약 12해리 인근 해상에서 33t 규모 근해연승 어선 A호가 전복되는 사고가 발생했다고 밝혔다.A호에는 한국인 선원 5명과 베트남인 5명 등 총 10명이 승선하고 있는 것으로 파악됐으며 현재 인근어선 2척에서 각각 4명을 구조했다. 그 가운데 한국인 1명은 현재 의식이 없는 것으로 확인됐다.신고를 받은 해경은 경비함정을 사고 현장으로 급파해 나머지 선원 2명도 구조중에 있다.제주 강동삼 기자,http://v.daum.net/v/20240301082902915
7,"  [인터넷 와글와글] '9천억의 남자' 오타니, 깜짝 결혼 고백  ",MBN,입력 2024. 3. 1. 08:28,2024. 3. 1. 08:28," 미국프로야구 메이저리그 슈퍼스타 오타니 쇼헤이가 결혼했다는 소식이 전해지면서 일본이 발칵 뒤집혔습니다. 그동안 사생활이 거의 노출되지 않았던 오타니 씨는 어제 SNS를 통해, 일본인 여성과의 깜짝 결혼 소식을 직접 알렸는데요.이에 방송사들은 정규 방송을 일시 중단하고 속보로 소식을 내보냈고, 주요 신문도 홈페이지 톱기사로 일제히 오타니의 결혼 소식을 게재했습니다. 이날 기시다 후미오 총리의 중요한 정치 일정 뉴스마저 오타니 결혼 소식에 밀렸다고 하는데요. 관련 기사에는 ""축하한다""는 누리꾼들의 댓글이 끝없이 이어지면서 오타니 씨의 인기를 실감하게 했다네요.#MBN #굿모닝MBN #오타니 #결혼소식 #깜짝발표 #오타니쇼헤이 #인터네와글와글",http://v.daum.net/v/20240301082823912
8,  [속보] 서귀포 해상에서 10명 탄 어선 전복…8명 구조·2명 구조 확인 중  ,KBS,강탁균,2024. 3. 1. 08:26," 오늘 오전 7시 25분쯤, 서귀포 남서방 약 12해리 인근 해상에서 선장과 선원 10명이 타고 있던 33톤급 근해 연승 어선 한 척이 전복됐습니다.제주지방해양경찰청은 이 사고로 인근 어선 두 척에서 8명을 구조했고 나머지 2명은 구조 여부를 확인 중이라고 밝혔습니다.구조된 인원 8명 가운데 1명은 의식이 없는 상태인 것으로 알려졌습니다.전복된 어선에는 한국인 5명과 베트남인 5명이 타고 있었습니다.강탁균 기자 (taktak@kbs.co.kr)",http://v.daum.net/v/20240301082613890
9,  [속보]서귀포 해상서 어선 전복 “3명 구조 7명 확인 중”  ,국제신문,디지털뉴스부 기자,2024. 3. 1. 08:23,[속보]서귀포 해상서 어선 전복 “3명 구조 7명 확인 중”1일 오전 7시24분 제주 서귀포 남서쪽 12해리 해상에서 33ｔ 근해 연승어선이 전복됐다. 이 배에는 한국인 선원 5명과 베트남인 선원 5명이 타고 있었으며 이중 한국인 2명과 베트남인 선원 1명 등 3명이 인근 어선에 구조됐다. ,http://v.daum.net/v/20240301082339864
