,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 법원, 가습기살균제 국가 손해배상 책임 인정  ",디지털타임스,김광태,2024. 2. 6. 14:05,"[1보] 법원, 가습기살균제 국가 손해배상 책임 인정",http://v.daum.net/v/20240206140521889
1,"  [속보] 법원, 가습기살균제 국가 손해배상 책임 인정  ",MBN,입력 2024. 2. 6. 14:05,2024. 2. 6. 14:05,"법원, 가습기살균제 국가 손해배상 책임 인정< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240206140518883
2,"  [속보]법원 ""국가, 가습기살균제 피해자에 손해배상 인정""  ",뉴시스,김진아2 기자,2024. 2. 6. 14:05, [서울=뉴시스] 김진아 기자 = 후속기사가 이어집니다☞공감언론 뉴시스 hummingbird@newsis.com ,http://v.daum.net/v/20240206140509878
3,"  [속보] 법원, 가습기살균제 국가 손해배상 책임 인정  ",한국경제,차은지,2024. 2. 6. 14:05,"법원, 가습기살균제 국가 손해배상 책임 인정차은지 한경닷컴 기자 chachacha@hankyung.com",http://v.daum.net/v/20240206140502872
4,"  [속보] 서울고법 ""국가, 가습기 살균제 피해자에 정신적 손해배상해야""  ",한국일보,박준규,2024. 2. 6. 14:04,"가습기 살균제를 사용하다가 숨지거나 다친 피해자들에게 국가가 손해를 배상해야 한다는 항소심 판결이 나왔다.서울고법 민사9부(부장 성지용)는 가습기 살균제 피해자 김모씨 등 5명이 국가를 상대로 제기한 손해배상 소송에서 원고 패소 판결한 원심을 깨고 6일 원고 일부 승소 판결했다. 재판부는 ""정부가 화학 물질에 대해 충분히 심사를 하지 않았는데도 결과를 성급하게 반영하여 일반적인 안전성을 보장하는 것처럼 보이게 했다""며 ""정부가 화학 물질의 유해성을 심사하고 공표하는 과정에서의 재량권 행사가 합리성을 잃었다""고 판단했다.박준규 기자 ssangkkal@hankookilbo.com",http://v.daum.net/v/20240206140434858
5,"  [속보] 법원, 가습기살균제 국가 손해배상 책임 인정  ",중앙일보,정혜정,2024. 2. 6. 14:04," [속보] 법원, 가습기살균제 국가 손해배상 책임 인정 정혜정 기자 jeong.hyejeong@joongang.co.kr",http://v.daum.net/v/20240206140429854
6,"  [속보] 고법, 가습기 살균제 국가 책임 첫 인정  ",국민일보,성윤수,2024. 2. 6. 14:04,"성윤수 기자 tigris@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 수집, 재배포금지",http://v.daum.net/v/20240206140410845
7,  [속보]'가습기 살균제' 피해 2심서 국가 책임 인정  ,머니투데이,박가영 기자,2024. 2. 6. 14:03,6일 서울고등법원.박가영 기자 park0801@mt.co.kr,http://v.daum.net/v/20240206140312817
8,"  [속보]법원, 가습기 살균제 참사 국가배상 책임 첫 인정  ",경향신문,강은 기자,2024. 2. 6. 14:01,"가습기 살균제를 사용했다가 숨지거나 질병을 얻은 피해자들에게 국가가 피해를 배상해야 한다는 법원 판결이 나왔다. 가습기 살균제 참사에 대한 국가의 책임을 인정한 첫 판결이다.서울고법 민사9부(재판장 성지용)는 가습기 살균제 참사 피해자와 가족 5명이 국가를 상대로 낸 손해배상 청구소송 2심에서 6일 “국가가 원고 5명 중 3명에게 각 300만~500만원의 배상금을 지급하라”고 판결했다.2014년 8월 피해자와 가족 13명은 가습기 살균제 제조업체인 세퓨와 국가를 상대로 손해배상 소송을 제기했다. 2016년 11월 1심 재판부는 제조업체가 배상 책임을 져야 한다고 판결하면서도, 국가의 배상 책임까지 인정하기는 증거가 부족하다며 국가에 대한 원고의 청구를 기각했다.이후 김모씨 등 5명은 1심 판결에 불복해 항소했고 7년 넘게 항소심 재판이 이어졌다.강은 기자 eeun@kyunghyang.com",http://v.daum.net/v/20240206140134762
9,"  [속보] 서울고법, 가습기 살균제 피해 국가 책임 인정  ",뉴스1,정윤미 기자,2024. 2. 6. 14:00,younme@news1.kr ,http://v.daum.net/v/20240206140016699
