,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보]핼러윈 참사 448일만에…김광호 서울경찰청장 불구속 기소  ,문화일보,오남석 기자,2024. 1. 19. 14:57,"검찰이 19일 ‘이태원 핼러윈 참사’ 부실 대응 혐의를 받는 김광호(사진) 서울경찰청장을 불구속 상태에서 재판에 넘겼다. 참사 발생 448일, 검찰 수사심의위원회의 기소 권고가 나온지 4일만의 일이다. 서울서부지검은 이날 오후 김 청장을 업무상 과실치사상 혐의로 불구속 기소했다. 검찰 관계자는 “수사심의위 결정을 최대한 존중하는 것이 기본 원칙”이라고 밝혔다. 기소 결정에 수사심의위 의견이 큰 영향을 줬음을 보여준다. 검찰은 김 청장 기소 여부를 놓고 고심을 거듭했다. 지난해 1월 경찰 특별수사본부가 김 청장을 과실치사상 혐의로 서울서부지검으로 송치한 뒤 기소 결정까지 1년이나 걸린 이유다. 전 수사팀과 현 수사팀의 의견이 엇갈리는 등 결론이 쉽게 나지 않자, 이원석 검찰총장은 지난 15일 김 청장 기소 여부에 대한 외부 전문가들의 의견을 듣는 수사심의위를 열었다. 서울서부지검은 여기서도 김 청장에게 구체적이고 직접적인 주의 의무가 없다는 이유로 ‘기소하기 어렵다’는 의견을 피력한 것으로 전해졌다. 그러나 수사심의위는 9(기소) 대 6(불기소)으로 기소 권고를 의결했다. 경찰청은 김 청장이 기소되는 대로 대기발령이나 직위해제 조치 등 후속 인사 조치를 할 것으로 보인다. 국가공무원법에 따르면 공무원이 형사 사건으로 기소된 경우 직위해제 대상이 된다. 이임재 전 용산경찰서장 등 핼러윈 참사 관계자 4명도 지난해 보석으로 풀려난 뒤 직위해제 상태로 재판을 받고 있다.김 청장은 2022년 10월 14일부터 참사 당일인 29일까지 서울경찰청 정보분석과·112치안종합상황실·용산경찰서장 등으로부터 ‘핼러윈 축제 관련 보고’ 등을 받으며 이태원 일대에 인파가 몰릴 것을 예상하고도 안전 대책을 수립하지 않아 참사 당일 사상자 규모를 키운 혐의를 받고 있다.오남석 기자",http://v.daum.net/v/20240119145706004
1,"  [ET라씨로]이베스트투자증권, LS그룹 합류에 상승세  ",전자신문,이원지,2024. 1. 19. 14:55,"ET라씨로는 인공지능(AI) 기반으로 선별·분석한 주식 정보와 종목 매매 신호를 제공하는 전자신문 증권 정보 애플리케이션입니다. 플레이스토어에서 'ET라씨로'(-〉바로가기)를 다운로드하면 IT기업 뉴스와 시장 현황, AI 매매 타이밍을 받아볼 수 있습니다.이베스트투자증권이 최대주주가 LS네트웍스로 바뀐다는 소식에 상승세다.이베스트투자증권(078020)은 1월 19일 오후 2시 26분 기준 전 거래일보다 12.63% 상승한 4325원에 거래되고 있다.전날 금융위원회는 이베스트투자증권의 대주주를 지앤에이사모투자전문회사(G&A PEF)에서 LS네트웍스로 변경하는 안건을 의결했다. LS네트웍스는 G&A PEF 지분 98.8%를 가진 최대 출자자다. 작년 6월 말 기준 G&A PEF의 이베스트투자증권 지분율은 61.71%다. 이번 의결로 G&A PEF가 보유한 이베스트투자증권 지분 전체가 LS네트웍스에 넘어가게 된다.G&A PEF는 이날 사원 총회를 열고 잔여 재산 분배에 대해 결의할 예정이다. LS네트웍스도 같은 날 이사회를 열고 이베스트투자증권 주식 취득을 결정할 계획이다.#이베스트투자증권 #AI 매매신호 #실시간 매매타이밍 #알림 신청이 기사는 전자신문과 금융 AI 전문기업 씽크풀이 공동으로 작성한 것입니다. AI를 기반으로 생성된 데이터에 기자의 취재 내용을 추가한 'AI 휴머노이드 기사'입니다.※ ET라씨로에서 실시간 속보 확인하기전자신문인터넷 이원지 기자 news21g@etnews.com",http://v.daum.net/v/20240119145502920
2,"  [속보]檢, '이태원 참사' 김광호 서울경찰청장 불구속 기소  ",노컷뉴스,CBS노컷뉴스 양형욱 기자,2024. 1. 19. 14:54,"檢, '이태원 참사' 김광호 서울경찰청장 불구속 기소CBS노컷뉴스 양형욱 기자 yangsim@cbs.co.kr▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기 ",http://v.daum.net/v/20240119145404887
3,"  [속보] ‘블루드래곤’ 이청용, 울산 잔류 확정…팀 이탈설 딛고 끝까지 간다, 홍명보도 화답  ",스포츠서울,김용일,2024. 1. 19. 14:52,"  [스포츠서울 | 김용일 기자] ‘블루드래곤’ 이청용(35)이 울산HD(옛 울산 현대)에 잔류한다. 최근 떠들썩했던 팀 이탈설에 종지부를 찍고 ‘청룡의 해’를 맞아 2024시즌에도 홍명보호의 리더이자 정신적 지주 구실을 하게 됐다.19일 울산 사정을 잘 아는 복수 관계자에 따르면 이청용은 계약 기간 마지막 해인 2024년에도 호랑이 유니폼을 입는다.지난 2020년 11년간의 유럽 리그 생활을 마치고 울산을 통해 K리그에 복귀한 그는 ‘축구 도사’라는 애칭 답게 높은 수준의 경기력을 지속하며 팬의 사랑을 받았다.특히 홍명보 감독이 부임한 뒤 2022년 주장 완장을 차고 울산이 17년 만에 리그 우승을 차지하는 데 앞장 섰다. 그해 K리그 최우수선수상(MVP)까지 품으며 제3의 전성기를 구가했다. 지난해에도 34경기에 출전하며 건재를 뽐냈다. 특히 하반기엔 박용우(알 아인)가 아랍에미리트 무대로 떠난 뒤 공백이 발생한 3선 지역의 대체자로 뛰는 등 팀이 필요로 한 포지션에서 노련한 경기력을 뽐냈다. 울산이 사상 첫 리그 2연패를 달성하는 데 소금 같은 구실을 했다.그러다가 이번 겨울 이청용이 계약 기간을 채우지 않고 울산을 떠난다는 얘기가 파다했다.이청용은 개인 활약을 떠나 울산의 비전을 두고도 홍 감독과 깊은 신뢰 속에서 가장 많이 소통해 왔다. 자연스럽게 견해차도 존재했다. 최근 이청용의 팀 이탈과 관련한 얘기도 미래를 두고 대화하다가 서로 간의 오해에서 비롯됐다.장시간 대표팀과 클럽을 오가며 서로를 존중해 온 둘은 진정성 있는 소통으로 다시 손을 잡기로 했다. 어느덧 울산 5년 차인 이청용은 팀의 선참으로 본분을 다하면서 팀의 리그 3연패에 앞장서겠다고 다짐했다. 홍 감독도 이청용의 진심을 받아들이며 포용, 새 시즌 비전을 함께 그리기로 했다.이청용은 울산의 2차 동계전지훈련지인 일본 가고시마에 합류할 예정이다. 울산은 최근까지 이사가키에서 1차 담금질했으며 21일 가고시마로 이동한다. kyi0486@sportsseoul.com",http://v.daum.net/v/20240119145242840
4,"  [속보] 검찰, ‘이태원 참사 부실 대응’ 김광호 서울경찰청장 불구속 기소  ",강원도민일보,신정은,2024. 1. 19. 14:52,Nan,http://v.daum.net/v/20240119145214828
5,"  [속보] 검찰, ‘이태원’ 책임 물어 김광호 서울경찰청장 기소  ",한국일보,서현정,2024. 1. 19. 14:51,"검찰이 이태원 핼러윈 참사 부실 대응의 책임을 물어, 당시 경찰 측의 인파 대응 최고 책임자였던 김광호 서울경찰청장을 불구속 기소했다. 대검찰청 수사심의위원회의 권고를 받아들인 것인데, 김 청장 기소는 참사가 벌어진 지 447일 만이다.서울서부지검은 19일 김 청장을 업무상 과실치사 혐의로 불구속 기소했다고 밝혔다. 김 청장은 2022년 10월14일부터 10월27일 사이에 정보분석과·112치안종합상황실 등으로부터 핼러윈데이와 관련한 보고서를 전달받고도 예방책을 만들지 않은 혐의를 받는다.검찰은 박성민 전 서울청 공공안녕정보외사부장을 증거인멸교사 등 혐의로, 이임재 전 용산경찰서장을 국회증언감정법 위반 혐의로 각각 추가 기소했다. 소방구조 지휘라인인 최성범 용산소방서장과 용산소방서 팀장에 대해서는 불기소 처분을 내렸다. 서현정 기자 hyunjung@hankookilbo.com",http://v.daum.net/v/20240119145112803
6,"  [속보] 검찰, 김광호 서울경찰청장 기소…이태원 참사 447일만  ",대전일보,김지은 기자,2024. 1. 19. 14:48,"이태원 참사에 부실 대응한 혐의로 김광호 서울경찰청장이 재판에 넘겨졌다. 2022년 10월 29일 참사가 발생한 지 447일 만이다.서울서부지검 형사5부(부장 김정훈)는 김 청장을 업무상과실치사상 혐의로 불구속 기소했다고 19일 밝혔다.김 청장은 참사 보름 전인 2022년 10월14일부터 10월27일 사이에 정보분석과·112치안종합상황실 등으로부터 핼러윈데이와 관련한 보고서를 전달받고도 예방책을 만들지 않은 혐의를 받는다.이는 지난 15일 대검찰청 수사심의위원회(수사심의위)의 공소제기 권고에 따른 결과다. 당초 검찰 수사팀은 불기소 의견을 대검에 전달한 것으로 알려졌다. 이에 이원석 검찰총장은 직권으로 수심위를 개최, 현안위원 15명 중 9명이 기소 의견을, 6명이 불기소 의견을 냈다.검찰은 최성범 전 용산소방서장에 대해선 무혐의 처분했다. 최 전 서장은 참사 발생 이후 구조 지휘를 소홀히 해 인명피해를 키운 혐의로 수사를 받아왔다.",http://v.daum.net/v/20240119144838730
7,"  [속보] 검찰, ‘이태원참사 부실대응’ 김광호 서울경찰청장 불구속 기소  ",헤럴드경제,입력 2024. 1. 19. 14:43,2024. 1. 19. 14:43,an@heraldcorp.com,http://v.daum.net/v/20240119144320539
8,"  [속보]檢, `이태원 참사` 김광호 서울경찰청장 불구속 기소  ",이데일리,이영민,2024. 1. 19. 14:40, [이데일리 이영민 기자] 검찰이 19일 ‘이태원 핼러윈 참사’ 부실 대응 혐의(업무상 과실치상죄)를 받는 김광호 서울경찰청장을 불구속 기소했다. 같은 혐의로 송치된 최성범 전 용산소방서장은 불기소됐다. 이영민 (yml1221@edaily.co.kr) ,http://v.daum.net/v/20240119144007434
9,  [속보] 이태원 참사 대응 책임 김광호 서울경찰청장 불구속 기소  ,MBC,박영회 nofootbird@mbc.co.kr,2024. 1. 19. 14:40,이태원 참사 대응 책임 김광호 서울경찰청장 불구속 기소 ▶MBC뉴스를 네이버 메인에서 확인하세요. ▶MBC뉴스는 24시간 여러분의 제보를 기다립니다. ▷전화 02-784-4000 ▷ 이메일 mbcjebo@mbc.co.kr ▷ 카카오톡 @mbc제보박영회 기자(nofootbird@mbc.co.kr)기사 원문 - https://imnews.imbc.com/news/2024/society/article/6564048_36438.html ,http://v.daum.net/v/20240119144007435
