,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보]윤""게임 소액사기 처벌·불법 이익 회수위한 법제도 필요""  ",뉴시스,박미영,2024. 1. 30. 11:10, [서울=뉴시스] 후속기사가 이어집니다 ,http://v.daum.net/v/20240130111039689
1,"  [속보]윤 ""비대면 의료, 의료계-환자 이해충돌 차원 아닌 산업측면 접근""  ",뉴시스,박미영,2024. 1. 30. 11:10, [서울=뉴시스] 후속기사가 이어집니다 ,http://v.daum.net/v/20240130111031685
2,"  [속보] 국무회의, 이태원 참사 특별법 재의요구안 의결  ",전주MBC,이정용,2024. 1. 30. 11:09,Nan,http://v.daum.net/v/20240130110913627
3,"  [속보] 합참 ""北, 서해상으로 미상 순항미사일 발사…한미 정보당국 정밀분석 중""  ",디지털타임스,임재섭,2024. 1. 30. 11:09,"[속보] 합참 ""北, 서해상으로 미상 순항미사일 포착…한미 정보당국 정밀분석 중""",http://v.daum.net/v/20240130110912625
4,"  [속보]방기선 국조실장 ""이태원 참사 재판 확정전에도 신속 배상""  ",머니투데이,김훈남 기자,2024. 1. 30. 11:06,"방기선 국무조정실장은 30일 오전 서울 세종로 정부서울청사에서 '이태원 참사 특별법안' 관련 브리핑을 열고 ""현재 진행중인 (이태원 참사 관련) 민·형사 재판 결과에 따라 최종 확정 전이라도 신속하게 배상과 필요한 지원을 실시하겠다""고 밝혔다.김훈남 기자 hoo13@mt.co.kr",http://v.daum.net/v/20240130110642501
5,"  [속보] 합참 “북한, 서해상으로 순항미사일 수발 발사”  ",세계일보,이동준,2024. 1. 30. 11:06,이동준 기자 blondie@segye.com,http://v.daum.net/v/20240130110612484
6,"  [속보] 정부, 이태원 참사 특별법 재의 요구안 의결…尹, 거부권 확실시  ",문화일보,노기섭 기자,2024. 1. 30. 11:06,"정부는 30일 한덕수 국무총리 주재로 정부서울청사에서 국무회의를 열고 ‘10·29 이태원참사 진상규명과 재발방지 및 피해자 권리보장을 위한 특별법안’에 대한 재의요구안을 의결했다. 윤석열 대통령이 재의요구안을 재가하면 이태원참사특별법은 국회로 돌아가 재의결 절차를 밟게 된다. 이태원참사특별법은 최근 국회 본회의에서 야당 단독으로 통과시켜 지난 19일 정부로 이송됐다. 한덕수 국무총리는 이날 국무회의에서 “이 법이 자칫 명분도 실익도 없이 국가 행정력과 재원을 소모하고, 국민의 분열과 불신만 심화시킬 우려가 있다”며 “참사로 인한 아픔이 정쟁이나 위헌의 소지를 정당화하는 수단이 될 수는 없다”고 밝혔다. 한 총리는 이어 “진정으로 유가족과 피해자, 우리 사회의 상처를 치유하고 재발 방지에 기여할 수 있는 특별법이 제정된다면 정부도 적극 수용할 것”이라며 “여야가 특별법안의 문제가 되는 조문에 대해 다시 한번 충분히 논의해주시기를 요청한다”고 말했다. 정부가 재의요구안을 의결함에 따라, 윤석열 대통령은 이를 재가하고 거부권을 행사할 것으로 보인다.한편, 정부는 재의요구안 의결과 별개로 이태원 참사 희생자와 유가족에 대한 배상·지원책을 이날 오전 중 발표할 예정이다. 노기섭 기자",http://v.daum.net/v/20240130110607479
7,"  [속보] 합참 ""북한, 서해상으로 순항미사일 발사""  ",더팩트,이철영,2024. 1. 30. 11:05,cuba20@tf.co.kr발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write,http://v.daum.net/v/20240130110522433
8,"  [속보] 북, 이틀 만에 순항미사일 또 발사  ",한겨레,장예지 기자,2024. 1. 30. 11:00,"북한이 서해상으로 기종이 파악되지 않은 순항미사일을 여러 발 발사했다고 합동참모본부(합참)가 30일 밝혔다. 북한이 동해상으로 잠수함발사 전략순항미사일(SLCM)을 쏜 지 이틀 만이다.합참은 이날 “군은 오늘 아침 7시께 북측 서해상으로 발사한 미상 순항미사일 수 발을 포착하였으며, 한미 정보당국이 정밀분석 중에 있다”고 공지했다. 합참은 “우리 군은 감시 및 경계를 강화한 가운데 미측과 긴밀하게 공조하고 있으며, 북한의 활동을 면밀히 주시하고 있다”고 덧붙였다.합참은 지난 28일에도 북한이 신포 인근 해상에서 순항미사일을 여러 발 발사했다고 밝힌 바 있다. 북한 노동신문은 이를 잠수함발사 전략순항미사일 ‘불화살-3-31’형을 시험발사한 것이라고 보도했다.장예지 기자 penj@hani.co.kr",http://v.daum.net/v/20240130110014007
9,"  [속보] 한덕수, 이태원특별법 거부안 의결…尹 거부권 행사 수순  ",디지털타임스,임재섭,2024. 1. 30. 10:58,"정부가 30일 국무회의에서 이태원 참사 특별법에 대한 재의요구안을 의결했다. 한덕수 국무총리는 ""정부는 이태원 참사가 우리 사회에 남긴 아픔과 상처를 무겁게 통감하고 있다""면서도 ""그렇다고 참사로 인한 아픔이 정쟁이나 위헌의 소지를 정당화하는 수단 될 수는 없다""고 말했다. 윤석열 대통령은 거부권을 행사할 것으로 보인다.한 총리는 이날 정부서울청사에서 국무회의를 열고 ""진정으로 유가족과 피해자, 그리고 우리 사회의 상처를 치유하고 재발방지에 기여할 수 있는 특별법이 제정된다면 정부도 적극 수용할 것""이라고 말했다.한 총리는 ""이태원 참사가 발생한 지 1년 3개월이 지났다. 아직 꽃도 피워 보지 못한 젊은 청년들이 불의의 참사로 운명을 달리했던 그 날의 슬픔이 아직도 우리 가슴속에 먹먹한 충격과 아픔으로 남아있다""면서 ""이태원 참사로 희생된 분들의 명복을 빌며 여전히 고통을 겪고 있는 유가족과 피해자 여러분에게도 깊은 위로의 말을 드린다""며 운을 뗐다.한 총리는 ""정부는 이태원 참사 직후 이런 비극이 다시는 발생하지 않도록 사고 수습과 후속조치에 온 힘을 다하겠다고 국민께 약속드렸고, 지난 1년여간 이 약속을 지키기 위해 전방위적으로 부단히 노력했다""면서 ""사고원인을 명확하게 규명하기 위해 경찰에서 500명이 넘는 인원으로 특별수사를 진행해 그 결과를 투명하게 공개했고, 검찰에서도 보완수사를 실시했다""고 말했다.이어 ""정부는 국회 국정조사나 특별위원회의 조사에도 성실히 임했다""면서 ""이를 통해 참사의 원인과 대응, 구조, 수습 과정에서의 문제점 등이 밝혀졌고, 현재 책임자들에 대한 사법절차가 진행 중""이라고 설명했다.한 총리는 하지만 ""특별법은 이태원 참사의 진상규명을 위해 특별조사위를 설치해 추가적 조사를 실시하는 것을 핵심으로 삼고 있다""면서 ""그간 검경 수사결과에 어떤 문제가 잇는지 명확한 근거도 없이 추가적 조사를 위한 별도의 특별수사위원회를 설치하는 것이 과연 희생자와 유가족 그리고 우리 국민께 어떤 의미가 있는지 깊이 고민하지 않을 수 없다""고 지적했다.한 총리는 ""자칫 명분도 실익도 없이 국가 행정력과 재원을 소모하고 국민의 분열과 불신만 심화시킬 우려가 있다""면서 ""그럼에도 불구하고 특별조사위가 운영돼야 한다면 이는 모든 법률이 그렇듯 헌법 질서에 부합해야 한다""고 강조했다.한 총리는 ""진상규명조사 등 막중한 권한에 상응하는 공정성과 중립성도 보장 돼야 할 것""이라며 ""이번 법안에 담긴 특조위는 그 권한과 구성에서부터 이를 담보하지 못한다""고 지적했다. 이번 법안에는 특별조사위가 동행명령이나 압수수색 같은 강력 권한을 행사할 수 있는 내용이 포함돼 헌법상 영장주의 원칙을 훼손할 뿐 아니라 그 과정에서 국민의 기본권을 과도하게 침해할 소지가 크다는 것이다.한 총리는 ""위원회를 구성하는 11명의 위원을 임명하는 절차에서도 공정성과 중립성 훼손될 우려가 상당하다""면서 ""헌법적 가치를 수호해야 할 의무가 있는 정부로서는 이번 특별법안을 그대로 공포해야 하는지 심사숙고할 수밖에 없다""고 말했다한 총리는 ""이런 취지에서 여야 간 특별법안에서 문제가 되는 조문에 대해 다시 한 번 충분히 논의해 주길 요청드린다""면서 ""정부는 이태원참사 직후 피해자의 아픔을 달래고 다시는 유사한 비극이 재발하지 않도록 가용한 정책 자원을 적극 활용하겠다고 말씀 드린 바 있다""고 말했다.한편 이날 정부의 재의안 의결에 따라 윤 대통령이 거부권을 행사하면 이태원 참사 특별법은 국회로 되돌아가게 됐다. 국회는 이태원 참사 특별법을 본회의에서 다시 표결에 부칠 수 있다. 만일 표결에서 이태원 참사 특별법이 재적 의원 과반수 출석에 출석 의원 3분의 2 이상 찬성으로 가결되면 대통령은 법안을 다시 거부할 수 없고 법률로 공포해야 한다. 하지만 법안을 주도한 야당의 의석수가 200석이 되지 않기 때문에 사실상 가결 처리 하기는 쉽지 않은 상황이다. 표결에 부쳤으나 부결되거나 국회의장이 21대 국회의원 임기가 끝나는 5월 말까지 법안을 표결에 다시 부치지 않는 경우에도 법안은 자동 폐기된다.임재섭기자 yjs@dt.co.kr",http://v.daum.net/v/20240130105815860
