,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 민주, 대전 동구 현역 장철민 의원 경선 승리  ",서울경제,박예나 기자,2024. 2. 23. 20:04,Nan,http://v.daum.net/v/20240223200434617
1,"  [속보]민주, 대전 동구에 현역 장철민 공천  ",뉴시스,조재완,2024. 2. 23. 20:03, [서울=뉴시스]  ,http://v.daum.net/v/20240223200332606
2,"  [속보] 尹, 과기 1차관 이창윤·2차관 강도현·혁신본부장 류광준 임명  ",쿠키뉴스,이소연,2024. 2. 23. 19:54,이소연 기자 soyeon@kukinews.com,http://v.daum.net/v/20240223195402465
3,"  [속보] 윤 대통령, 과기 1차관 이창윤·2차관 강도현·혁신본부장 류광준 임명  ",SBS,입력 2024. 2. 23. 19:54,2024. 2. 23. 19:54,"윤 대통령, 과기 1차관 이창윤·2차관 강도현·혁신본부장 류광준 임명(SBS 디지털뉴스편집부/사진=연합뉴스)
           ",http://v.daum.net/v/20240223195400462
4,"  [속보] 尹, 과기 1차관 이창윤·2차관 강도현·혁신본부장 류광준 임명  ",중앙일보,최서인,2024. 2. 23. 19:53," 과학기술정보통신부 차관 3명이 동시에 교체됐다. 윤석열 대통령은 23일 과기부 1차관에 이창윤 대통령 직속 국가과학기술자문회의 지원단장을, 2차관에 강도현 과기부 정보통신정책실장을 임명했다. 3차관격인 과학기술혁신본부장에는 류광준 과기부 과학기술혁신조정관을 임명했다. 대통령실은 윤 대통령이 이날 이같은 과기부 차관 임명안을 재가했다고 전했다. 임명 일자는 오는 26일자다. 최서인 기자 choi.seoin@joongang.co.kr",http://v.daum.net/v/20240223195331460
5,"  [속보] 尹, 과기 1차관 이창윤·2차관 강도현·혁신본부장 류광준 임명  ",디지털타임스,김광태,2024. 2. 23. 19:52,"[속보] 尹, 과기 1차관 이창윤·2차관 강도현·혁신본부장 류광준 임명",http://v.daum.net/v/20240223195211444
6,"  [속보]尹, 과기 1차관 이창윤-2차관 강도현-혁신본부장 류광준 임명  ",파이낸셜뉴스,김미희,2024. 2. 23. 19:51,elikim@fnnews.com 김미희 기자,http://v.daum.net/v/20240223195116428
7,"  [속보] 尹, 과기부1차관 이창윤·2차관 강도현·혁신본부장 류광준  ",아이뉴스24,김보선,2024. 2. 23. 19:50,23일 대통령실,http://v.daum.net/v/20240223195017411
8,"  [속보] 尹, 과기 1차관 이창윤·2차관 강도현·혁신본부장 류광준 임명  ",매일경제,백지연 매경닷컴 기자(gobaek@mk.co.kr),2024. 2. 23. 19:48,Nan,http://v.daum.net/v/20240223194802381
9,"  [속보]尹, 과기 1차관 이창윤·2차관 강도현·혁신본부장 류광준 임명  ",아시아경제,오주연,2024. 2. 23. 19:47,오주연 기자 moon170@asiae.co.kr,http://v.daum.net/v/20240223194756379
