,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보]통영 어선 실종자 1명 추가 구조…의식은 없어  ,한국경제,오세성,2024. 3. 9. 17:04,통영 어선 실종자 1명 추가 구조…의식은 없어오세성 한경닷컴 기자 sesung@hankyung.com,http://v.daum.net/v/20240309170402638
1,"  [속보] 인요한, 與 위성정당 비례 신청···선대위원장 가능성  ",서울경제,연승 기자,2024. 3. 9. 17:02,Nan,http://v.daum.net/v/20240309170246619
2,"  [속보] 인요한, 與 위성정당 비례 신청…선대위원장 가능성  ",디지털타임스,김대성,2024. 3. 9. 17:01,"인요한, 與 위성정당 비례 신청…선대위원장 가능성. 김대성기자 kdsung@dt.co.kr",http://v.daum.net/v/20240309170113606
3,  [속보]통영 어선 전복 실종자 1명 추가 구조…의식 없어  ,머니투데이,홍재영 기자,2024. 3. 9. 16:59,.홍재영 기자 hjae0@mt.co.kr,http://v.daum.net/v/20240309165959582
4,"  [속보]인요한, 與 위성정당 비례신청…선대위원장 가능성  ",아시아경제,문채석,2024. 3. 9. 16:57,문채석 기자 chaeso@asiae.co.kr,http://v.daum.net/v/20240309165737565
5,"  [속보] 인요한, 與 위성정당 비례 신청…선대위원장 가능성  ",연합뉴스,류미나,2024. 3. 9. 16:56,▶제보는 카톡 okjebo,http://v.daum.net/v/20240309165621551
6,  [속보]통영 어선 전복 실종자 1명 추가 구조…의식 없어  ,뉴스1,손연우 기자,2024. 3. 9. 16:52,syw5345@news1.kr ,http://v.daum.net/v/20240309165220519
7,"  '아파트404' 이정하X제작진, 3주간 빌드업 대성공…제니도 속았다  ",이데일리,김가영,2024. 3. 9. 16:25,"지난 8일 방송된 tvN ‘아파트404(연출 정철민, 신소영)’에서는 세 번째 에피소드 ‘수상한 이웃’을 통해 세기말 1999년에 발생한 충격적인 사건을 알아봤다. 특히 의문의 남자가 ‘아무도 믿지 말라’고 했던 이야기를 제대로 보여주듯 이정하와 제작진은 3주 전부터 치밀하게 계획을 실행, 입주민들을 속여 보는 이들을 소름 돋게 했다.유재석, 차태현, 오나라, 양세찬, 제니, 이정하는 1999년 12월 우상아파트로 소환돼 그 시절 바자회를 즐겼다. 라디오 뉴스 속보를 통해 밀레니엄 시대를 앞두고 혼란스러운 시대 상황을 파악하자마자 의문의 남자 목소리가 아파트에 울려 퍼지며 돈을 뿌려 이번에는 어떤 비밀이 숨겨져 있을지 호기심을 자극했다.각자의 집안을 살펴보는 OB ‘유가네’와 YB ‘양가네’의 극과 극 분위기는 깨알 재미를 더했다. 407호 ‘유가네’ 유재석, 차태현, 오나라는 아날로그와 디지털이 공존하는 방을 둘러보며 추억에 흠뻑 젖었으나 406호 ‘양가네’ 양세찬, 제니, 이정하는 숨은 단서부터 찾아봤기 때문.두 팀은 비디오테이프와 단서를 통해 아파트의 비밀이 사이비라는 것을 알고 수배 중인 사이비 교주 색출에 열을 올렸다. 첫 번째 입주민 활동에서 승리한 ‘유가네’가 의문의 남자가 사는 613호 열쇠를 얻어 진입에 성공했고 이들을 쫓던 ‘양가네’도 613호에 입성, 유재석이 발견한 예언록의 주인을 찾기 위해 머리를 맞댔다.두 번째 입주민 활동으로 ‘양가네’가 ‘신도들의 발바닥을 잘 보세요’라는 힌트를 받은 가운데 경로당에 숨겨진 예배당이 공개돼 놀라움을 자아냈다. 하지만 더 큰 충격이 기다리고 있었다. 신도들의 발바닥 글씨를 조합해 ‘호랑이’, ‘류승룡’과 관련된 오나라를 교주로 선택했으나 진짜 교주는 이정하였고 제작진은 무려 3주 동안 연기자들을 동원해 빌드업을 해왔던 것.막내 이정하와 제작진의 치밀한 작전에 완벽하게 당한 입주민들은 물론 지켜보는 시청자들도 경악을 금치 못했다. 1999년, 한 세기의 끝에 일어났던 누군가의 절실함을 이용한 수백억 원 규모의 종말론 사기극이 실제로 일어났었다는 사실 역시 적잖은 충격을 안겼다.이날 방송에서는 추리뿐만 아니라 입주민들의 유쾌한 활약이 꿀잼을 선사했다. ‘죽음의 숨바꼭질’ 게임에서는 자녀가 있는 유재석과 차태현이 뛰어난 숨기 능력으로 숨바꼭질 경력자의 클래스를 실감케 했다. ‘팅팅탱탱 12개까지 가능한 프라이팬 놀이’에서는 오나라가 게임 구멍 역할을 톡톡히 하며 흥미를 끌어올렸다.tvN ‘아파트404’는 매주 금요일 오후 8시 40분에 방송된다.김가영 (kky1209@edaily.co.kr) ",http://v.daum.net/v/20240309162555187
8,"  [속보] 與 울산 중구 ‘친윤’ 박성민, 인천 연수을 ‘尹의 입’ 김기흥 경선 승리  ",헤럴드경제,입력 2024. 3. 9. 16:24,2024. 3. 9. 16:24,pooh@heraldcorp.com,http://v.daum.net/v/20240309162413172
9,  [속보] 與 대구 동·군위을 강대식-이재만 결선…조명희 탈락  ,헤럴드경제,입력 2024. 3. 9. 16:21,2024. 3. 9. 16:21,pooh@heraldcorp.com,http://v.daum.net/v/20240309162116157
