,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 소방당국 ""고립 구조대원 위치확인…생사 확인 안돼""  ",연합뉴스TV,김영수,2024. 2. 1. 01:00,"연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝) 네이버에서 연합뉴스TV를 구독하세요 연합뉴스TV 생방송 만나보기  균형있는 뉴스, 연합뉴스TV 앱 다운받기",http://v.daum.net/v/20240201010021711
1,  [속보]문경 공장 화재 현장서 고립 소방관 시신 1구 발견  ,뉴스1,남승렬 기자,2024. 2. 1. 00:34,pdnamsy@news1.kr ,http://v.daum.net/v/20240201003455628
2,"  [속보]메호대전 전격 무산…中노쇼 호날두, 부상 여파로 마이애미전 결장 확정  ",스포츠조선,윤진만,2024. 2. 1. 00:09," [스포츠조선 윤진만 기자]어쩌면 마지막이 될지 모르는 '메호대전'(혹은 '호메대전')이 무산됐다.루이스 카스트로 알나스르 감독은 31일(한국시각), 알나스르 에이스 크리스티아누 호날두가 부상에서 완벽하게 회복되지 않아 인터마이애미와 친선경기에 출전하지 않을 예정이라고 밝혔다. 종아리 근육 부상 여파로 중국 투어에서 '노쇼'한 호날두는 인터마이애미전까지 부상 회복에 실패했다. 이로써 20년 가까이 '세기의 라이벌전'을 펼친 사우디의 호날두와 미국의 메시의 재회는 불발됐다. 이날 경기를 예매한 팬들은 허무할 수 밖에 없는 상황. 호날두는 지난해 1월 맨유를 떠나 알나스르에 입단했고, 바르셀로나 레전드 메시는 2년간 파리생제르맹에서 활약한 뒤 지난해 여름 데이비드 베컴 구단주가 이끄는 인터마이애미에 합류했다.  메시는 FC바르셀로나 시절 동료였던 루이스 수아레스, 세르지오 부스케츠, 조르디 알바 등 인터마이애미 팀 동료들과 함께 친선경기를 치르기 위해 사우디를 찾았다. 지난덜 30일 알힐랄전에서 메시와 수아레스가 모두 득점했지만, 후반 43분 '바르셀로나 출신' 말콩에게 결승골을 헌납하며 3대4로 패했다. 김 빠진 알나스르와 인터마이애미의 친선경기는 2일 새벽 3시 사우디 리야드 킹덤아레나에서 열릴 예정이다.메시를 앞세운 인터마이애미는 알나스르전을 마치고 4일 홍콩에서 홍콩 올스타, 7일 일본에서 비셀고베와 친선경기를 펼칠 계획이다. 윤진만 기자 yoonjinman@sportschosun.com",http://v.daum.net/v/20240201000918422
3,  ‘강원 현행 8개 선거구 유지’ 여야 잠정합의안 선관위 제출  ,강원도민일보,이세훈,2024. 2. 1. 00:06,"속보=22대 총선을 70일 앞두고 선거구 획정과 관련한 여야 잠정합의안이 도출, 강원 총선은 현행 8개 선거구(본지 1월 31일자 3면) 유지로 가닥이 잡혔다. 국민의힘과 더불어민주당은 31일 강원지역의 경우 21대 국회에서 정해진 현행 선거구 구조를 유지하는 내용이 담긴 여야 합의안을 도출하고, 이를 중앙선거관리위원회에 제출했다. 국민의힘 이양수(속초·인제·고성·양양) 원내수석부대표는 31일 “여야는 선거구획정위원회가 지난해 12월 제안한 ‘6개 시·군 통합안’은 심각한 대의정치 훼손을 야기할 것이란 점에 공감대를 형성해왔다”며 “이에 잠정합의안에는 강원도의 경우 현행 선거구 유지가 가장 합리적이라는 판단 아래 현행 8개 선거구를 유지하는 것을 원칙으로 담았다”고 말했다. 다만, 이번에 제출된 잠정합의안의 경우 시·도별 의석 정수 등 기본적인 내용만이 담겨 있어 향후 획정 관련 논의에서 미세한 구역 조정은 진행될 가능성이 있다. 강원도내 선거구의 경우, 현행대로 치러지게 된 가운데 지난 21대 총선 당시 도출된 기형선거구인 춘천·철원·화천·양구 갑/을 선거구를 다시 떠안게 됐다. 춘천 선거구는 25개 읍명동 가운데 19개 읍면동이 갑으로 묶였다. 춘천 을 선거구는 생활권과 지역정서가 다른 춘천 북부지역(6개 읍·면·동)과 철원, 화천, 양구 전역이 한데 포함되면서 기형선거구 논란을 낳았다. 이에 따라 도정치권은 22대 총선 선거구 획정 과정에서 춘천 단독 분구 필요성을 강력하게 촉구했지만, 결국 선거인명부 작성 50일을 앞두고 물리적 시간이 부족해지면서 강원 총선 선거구는 현행 유지로 가닥이 잡히게 됐다. 한편, 선거구 획정과 관련한 여야 잠정합의안이 제출됨에 따라 국회 정치개혁특별위원회는 이르면 내주중 재심의에 나선다. 이세훈",http://v.daum.net/v/20240201000632389
4,"  [속보]푸틴 ""추락 러 수송기, 미국 패트리엇에 격추됐다""  ",뉴시스,김예진 기자,2024. 1. 31. 23:44, [서울=뉴시스] 김예진 기자 = 후속기사가 이어집니다☞공감언론 뉴시스 aci27@newsis.com ,http://v.daum.net/v/20240131234430072
5,"  [속보] 푸틴 ""'추락' 러 수송기, 美 패트리엇에 격추돼""  ",연합뉴스,최인영,2024. 1. 31. 23:16,▶제보는 카톡 okjebo,http://v.daum.net/v/20240131231625830
6,"  [속보] 尹, 문경 화재 진압 고립 소방관 2명에 “인력·장비 총동원해 구조 최선 다하라”  ",세계일보,김동환,2024. 1. 31. 23:02,"윤 대통령은 이날 오후 문경시 육가공 공장 화재 진압 상황을 보고받고 남화영 소방청장에게 이 같은 긴급 지시를 전했다고 김수경 대통령실이 대변인이 서면 브리핑을 통해 밝혔다.윤 대통령은 아울러 이상민 행정안전부 장관에게 “인력과 장비 등 현장 대응에 필요한 부분을 확인해 철저하게 지원하고 구조대원 등 안전 관리에도 철저를 기하라”고 당부했다.이날 오후 7시47분쯤 문경시 소재 육가공 업체에서 불이 나 소방 당국이 진화 작업 중이다. 현재까지 인명피해는 없는 것으로 알려졌으나, 소방 구조대원 2명이 고립된 상황이다.한덕수 국무총리도 “행안부 장관, 소방청장, 경찰청장, 경북지사는 가용한 모든 장비와 인력을 동원하라”며 “특히 추가 인명피해가 발생하지 않도록 현장 활동 중인 화재 진압대원 등 소방 공무원의 안전에도 만전을 기하고, 현장 통제 및 주민 대피 안내 등 안전조치를 철저히 해달라”고 주문했다.김동환 기자 kimcharr@segye.com",http://v.daum.net/v/20240131230213679
7,  [속보] 경북 문경 공장 화재로 소방대원 2명 고립  ,데일리안,김미나,2024. 1. 31. 22:59,[속보] 경북 문경 공장 화재로 소방대원 2명 고립,http://v.daum.net/v/20240131225924660
8,"  [속보] 문경 공장화재 현장 소방관 2명 고립…윤대통령 ""구조 최선 다하라"" 지시  ",연합뉴스TV,보도국,2024. 1. 31. 22:56,"오늘 오후 7시 47분쯤 경북 문경시 신기동의 한 공장에서 원인이 밝혀지지 않은 불이 났습니다. 정확한 피해 상황은 아직 확인되지 않았는데, 화재 진화작업을 하던 소방대원 2명이 고립돼 소방당국이 구조 작업을 벌이고 있는 것으로 전해졌습니다. 경북 소방본부는 대응 2단계를 발령하고 진화작업을 벌이고 있습니다.이와 관련해 윤석열 대통령은 가용 인력과 장비를 총동원해 고립된 소방대원의 구조에 최선을 다하라고 소방청에 긴급 지시했습니다연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝) 네이버에서 연합뉴스TV를 구독하세요 연합뉴스TV 생방송 만나보기  균형있는 뉴스, 연합뉴스TV 앱 다운받기",http://v.daum.net/v/20240131225627636
9,  [속보] 경북 문경공장 원인 모를 화재...진화 중이던 소방관 2명 고립  ,디지털타임스,박양수,2024. 1. 31. 22:50,"31일 오후 7시 47분 경북 문경시 신기동의 한 공장에서 원인이 밝혀지지 않은 화재가 발생했다.화재 현장에서 진화작업을 하던 소방대원 2명이 고립돼 소방당국이 구조 작업을 벌이고 있다. 소방대원들의 부상 여부는 확인되지 않고 있다.경북 소방본부는 대응 2단계를 발령하고 진화작업을 벌이고 있다.한덕수 국무총리는 문경 공장 화재에 대해 ""모든 장비와 인력을 동원해 고립된 구조대원을 구조하고 화재를 진압하는 데 최선을 다하라""고 관계부처와 지방자치단체에 긴급 지시했다.한 총리는 특히 ""추가 인명피해가 발생하지 않도록 현장에 활동 중인 대원 등 소방 공무원의 안전에도 주의하라""며 ""현장 통제와 주민 대피 안내 등 안전 조치를 철저히 하라""고 주문했다. 박양수기자 yspark@dt.co.kr",http://v.daum.net/v/20240131225016597
