,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] 김부겸 “민주당 선대위 합류할 것…윤석열 정부 폭주 심판해야”  ,문화일보,노기섭 기자,2024. 3. 11. 15:06,"더불어민주당의 공천 잡음을 비판하며 이재명 대표에게 공정한 공천을 촉구했던 김부겸 전 국무총리가 민주당 선거대책위원회에 합류하기로 했다..김 전 총리는 11일 서울 여의도 국회에서 기자회견을 열고 이같이 밝히며 “무능력·무책임·무비전, 3무 정권인 윤석열 정부에 분명한 경고를 보내고, 입법부라는 최후의 보루를 반드시 지켜내겠다”고 밝혔다. 그는 “제가 선대위에 합류한다면, 당의 화합과 통합을 해치고 총선 승리에 역행하는 일은 결단코 막아낼 것”이라며 “지금까지 저희 민주당이 잘못하거나 아쉬운 부분이 있었더라도 너그러이 용서해달라”고 호소했다.김 전 총리는 “이번 총선의 의미는 분명하다. 윤석열 정부의 무능과 폭주를 심판해야 한다”며 “저출산고령화 대처, 산업구조 대전환, 수도권집중과 지방소멸 대응, 기후위기 극복, 국민통합 등, 우리 앞에 산적한 국가적 과제가 너무나 많다. 당장 경제와 민생부터 살려내야 한다”고 주장했다. 그러면서 “대한민국의 미래를 위해 독선과 독주, 퇴행을 견제할 힘이 필요하다”며 “그러기 위해서는 정치가 복원되어야 하고, 먼저 민주당이 굳게 서야 한다”고 역설했다.그는 민주당 공천을 둘러싼 ‘친명’(친이재명)과 ‘비명’(비이재명) 갈등을 의식한 듯 “투명성, 공정성, 국민 눈높이라는 공천 원칙이 잘 지켜졌는가에 대해서 많은 국민들께서 공감하지 못하고 있다”면서도 “이제는 선거가 눈앞에 왔다. 친명이니 친문이니, 이런 말들은 이제 우리 스스로 내 버리자”고 강조했다.김 전 총리는 “민주당이 많이 부족하지만, 윤석열 정부의 독주를 막아낼 수 있는 것도 민주당뿐”이라며 “민주당이 어떻게 해야 더 유능한 야당이 될 수 있을지 길을 찾으며 어떤 비판도 달게 받겠다. 국민 앞에 늘 겸손한 민주당이 될 수 있도록 저도 최선을 다할 것”이라고 덧붙였다.노기섭 기자",http://v.daum.net/v/20240311150607488
1,"  [속보]민주, 이재명·이해찬·김부겸 공동선대위원장  ",뉴시스,임종명,2024. 3. 11. 15:05, [서울=뉴시스]  ,http://v.daum.net/v/20240311150502424
2,"  [속보] 민주, 상임공동선대위원장에 이재명·김부겸·이해찬  ",뉴스1,정재민 기자 박종홍 기자,2024. 3. 11. 15:04,ddakbom@news1.kr ,http://v.daum.net/v/20240311150418398
3,"  [속보] 민주, 이재명·이해찬·김부겸 3인 상임선대위 체제로  ",서울경제,정상훈 기자,2024. 3. 11. 15:03,Nan,http://v.daum.net/v/20240311150331359
4,"  [속보]김부겸, 공동선대위원장 수락…“우린 민주당”  ",채널A,윤승옥,2024. 3. 11. 14:52,"김 전 총리는 이날 오후 국회 소통관에서 기자회견을 열고 ""저는 오늘 민주당의 총선 승리를 위해 선대위에 합류하기로 결정했다""고 밝혔습니다. 앞서 이 대표는 '김 전 총리에게 선대위원장직을 제안했느냐'는 질문에 ""통합의 차원에서 공동선대위원장 중 한 분으로 말씀드린 상태""라고 했습니다. 김 전 총리는 수락 이유에 대해 ""무능력·무책임·무비전, 3무(無) 정권인 윤석열 정부에 분명한 경고를 보내고, 입법부라는 최후의 보루를 반드시 지켜내야 하기 때문""이라고 말했습니다. 윤승옥 기자 touch@ichannela.com",http://v.daum.net/v/20240311145251801
5,"  [속보] 감사원, 교원 등 사교육 카르텔 관련자 56명 수사 의뢰  ",강원도민일보,이채윤,2024. 3. 11. 14:51,Nan,http://v.daum.net/v/20240311145115698
6,"  [속보] 김부겸, 민주당 선대위 합류… “승리 역행하는 일 막아야”  ",세계일보,김동환,2024. 3. 11. 14:50,김동환 기자 kimcharr@segye.com,http://v.daum.net/v/20240311145023625
7,"  [속보]김부겸 ""민주당 공천과정, 진솔한 대화했더라면 하는 아쉬움""  ",머니투데이,"김성은 기자, 김도현 기자",2024. 3. 11. 14:47,김부겸 전 국무총리 11일 서울 여의도 국회 소통관.김성은 기자 gttsw@mt.co.kr 김도현 기자 ok_kd@mt.co.kr,http://v.daum.net/v/20240311144722464
8,"  [속보]김부겸, 민주당 선대위 합류···""당 입장과 다른 목소리도 낼 것""  ",머니투데이,"김성은 기자, 김도현 기자",2024. 3. 11. 14:45,김부겸 전 국무총리 11일 서울 여의도 국회 소통관.김성은 기자 gttsw@mt.co.kr 김도현 기자 ok_kd@mt.co.kr,http://v.daum.net/v/20240311144532337
9,"  [속보] 김부겸 선대위 합류 ""친명·친문 버리자… 우리는 다 민주당""  ",한국일보,김정현,2024. 3. 11. 14:44,"김부겸 전 국무총리가 11일 더불어민주당에서 제안한 공동 선대위원장을 맡기로 했다. 김 전 총리는 이날 국회에서 기자회견을 열고 ""민주당 총선 승리를 위해 선대위에 합류하기로 결정했다""고 밝혔다. 김정현 기자 virtu@hankookilbo.com",http://v.daum.net/v/20240311144426244
