,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보]외신 “美, 예멘 후티 반군 겨냥 추가 공격”  ",아시아경제,문혜원,2024. 1. 13. 10:41,문혜원 기자 hmoon3@asiae.co.kr,http://v.daum.net/v/20240113104134589
1,"  [속보]""美, 예멘 후티 반군 겨냥 추가 공격""  ",이데일리,하상렬,2024. 1. 13. 10:40, [이데일리 하상렬 기자] 로이터통신은 미국이 홍해를 봉쇄하고 있는 예멘 후티 반군에 대한 추가 공격을 개시했다고 12일(현지시간) 보도했다.하상렬 (lowhigh@edaily.co.kr) ,http://v.daum.net/v/20240113104018577
2,"  <속보>로이터 “미국, 예멘 후티 반군 겨냥 추가 공격”  ",조선일보,조성호 기자,2024. 1. 13. 10:39,,http://v.daum.net/v/20240113103940570
3,"  [속보] “미국, 예멘 후티 반군 겨냥 추가 공격”…로이터통신  ",문화일보,김성훈 기자,2024. 1. 13. 10:39,"로이터통신 “미국, 예멘 후티 반군 겨냥 추가 공격” 보도",http://v.daum.net/v/20240113103907564
4,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""<로이터>  ",SBS Biz,박연신 기자,2024. 1. 13. 10:36,짧고 유익한 Biz 숏폼 바로가기,http://v.daum.net/v/20240113103601543
5,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""-로이터  ",서울경제,남윤정 기자,2024. 1. 13. 10:34,,http://v.daum.net/v/20240113103437532
6,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""  ",디지털타임스,김광태,2024. 1. 13. 10:29,"""미국, 예멘 후티 반군 겨냥 추가 공격""<로이터>",http://v.daum.net/v/20240113102913467
7,"  [속보] 북한, 남파간첩에 지령 보내던 라디오 '평양방송'도 중단  ",MBN,입력 2024. 1. 13. 10:28,2024. 1. 13. 10:28,"북한, 남파간첩에 지령 보내던 라디오 '평양방송'도 중단< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240113102850464
8,"  [속보] 외신 ""미국, 예멘 후티 반군 겨냥 추가 공격""  ",한국경제,신민경,2024. 1. 13. 10:27,"[속보] 외신 ""미국, 예멘 후티 반군 겨냥 추가 공격""신민경 한경닷컴 기자 radio@hankyung.com",http://v.daum.net/v/20240113102702442
9,"  [속보] ""미국, 예멘 후티 반군 겨냥 추가 공격""<로이터>  ",MBN,입력 2024. 1. 13. 10:27,2024. 1. 13. 10:27,"""미국, 예멘 후티 반군 겨냥 추가 공격""<로이터>< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240113102700438
