,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 정부 ""집단행동 전공의, 타병원 일하면 겸직 위반으로 또 징계""  ",디지털타임스,박양수,2024. 3. 7. 13:05,"'전공의 우대' 구인 공고를 내며 '후배 의사' 돕기에 나선 일부 개원가의 움직임에 대해 정부가 ""겸직 위반으로 또 징계를 받게될 것""이라고 경고했다.전병왕 보건복지부 보건의료정책실장은 7일 브리핑에서 서울시의사회가 전공의들을 돕겠다며 최근 구인·구직 게시판을 연 것과 관련, ""전공의 수련 및 자격 인정 등에 관한 규정은 (전공의가) 수련병원이나 수련기관 외의 다른 의료기관이나 보건 관계 기관에서 겸직 근무하면 안된다고 하고 있다""고 밝혔다.전 실장은 ""겸직 위반을 하면 또 징계사유가 된다. 처방전을 다른 사람 명의로 발행하거나 진료기록부를 작성하면 그 자체도 의료법 위반으로 면허 자격 정지도 되고 징역과 벌금 등 벌칙도 있다""고 밝혔다.전 실장은 미복귀 전공의에 대한 면허정지 행정처분 사전통지서 발송과 관련해선 ""순차적으로 모든 (미복귀) 전공의를 대상으로 하고 있다""며 ""의료법상 여러 가지 명령을 내렸고, 위반이 확인되면 다 조치할 것""이라고 강조했다.다만, 통지서 발송 후 복귀하는 전공의를 선처할지에 대해선 ""미복귀 기간의 장단에 따라 똑같은 처분을 하는 것이 맞는지에 대해 다시 검토하지 않을까 싶다""면서 ""가능하면 근무지를 이탈한 전공의분들이 조속히 복귀해서 불이익을 줄일 수 있는 가능성을 높였으면 고맙겠다""고 여지를 남겼다.한편, 전 실장은 정부가 전공의들에 대해 업무개시명령을 한 것이 강제노동을 금지한 국제노동기구(ILO) 29호 협약에 위배된다고 한 일부의 지적에 대해 ""협약의 적용 제외에 해당하는 것으로 판단하고 있다""며 반박했다. ILO 29호 협약은 '전쟁이나 인구 전체 또는 일부의 생존·안녕을 위태롭게 하는 극도로 중대한 상황'은 강제노동 금지의 예외로 인정하는데, 이번 전공의 집단행동이 이런 예외에 해당한다는 것이다.그는 정부가 전공의 집단행동의 장기 대응책 중 하나로 해외 의대 졸업자의 국내 의사면허 취득 요건을 완화하는 방안을 검토하고 있다는 일부 보도에 대해선 ""그것까지 검토할 상황은 아니다. 따로 특별히 검토한 적 없다""고 일축했다. 박양수기자 yspark@dt.co.kr",http://v.daum.net/v/20240307130524240
1,"  [속보]중국 외교부장 “한반도 문제, 평화 협상 재개가 근본 해법”  ",이데일리,이명철,2024. 3. 7. 12:22,"[베이징=이데일리 이명철 특파원] 중국 외교 수장인 왕이 중국 공산당 중앙외사공작위원회 판공실 주임 겸 외교부장(장관)은 7일 베이징 미디어센터에서 열린 기자회견에서 “한반도 문제에 대한 중국의 입장은 일관성이 있고 모든 문제가 집중되어 있는데 가장 시급한 것은 억지 압박을 중단하고 격화되는 대결 패턴에서 벗어나는 것”이라며 “근본적 해법은 평화 협상을 재개해 모든 당사국, 특히 북한의 합리적인 안보 우려를 해결하고 한반도 문제를 진전시키는 것”이라고 말했다.왕 부장은 주변국 외교와 관련해 “서로의 핵심과 주요 관심사를 존중하고 긴밀한 고위층 교류를 유지하며 인민의 이해관계를 높이고 선린우호가 인민의 마음에 깊이 뿌리내리고 운명공동체 의식이 뿌리내릴 수 있도록 할 것”이라며 “한·중·일 협력을 심화하고 발전해야 한다”고 전했다.이명철 (twomc@edaily.co.kr) ",http://v.daum.net/v/20240307122226781
2,"  [속보] 왕이 中 외교 ""한반도, 북한 합리적 안보우려 해소해야…전쟁으로 가지 말아야""  ",뉴시스,이재준 기자,2024. 3. 7. 12:20, 후속기사가 이어집니다☞공감언론 뉴시스 yjjs@newsis.com ,http://v.daum.net/v/20240307122036725
3,"  [속보] 중국 1~2월 수출, 전년 대비 7.1% 증가  ",디지털타임스,김광태,2024. 3. 7. 12:20,"[속보] 중국 1~2월 수출, 전년 대비 7.1% 증가",http://v.daum.net/v/20240307122014723
4,"  [속보] 中왕이 ""한반도 긴장 갈수록 고조…다시 전쟁 치닫지 말아야""  ",한국경제,신현보,2024. 3. 7. 12:19,신현보 한경닷컴 기자 greaterfool@hankyung.com,http://v.daum.net/v/20240307121904702
5,"  [속보] 中왕이 ""한반도 문제, 北의 합리적 안보 우려 해소가 중요""  ",한국경제,신현보,2024. 3. 7. 12:19,신현보 한경닷컴 기자 greaterfool@hankyung.com,http://v.daum.net/v/20240307121903698
6,"  [속보] 中왕이 ""한반도 긴장 갈수록 고조…다시 전쟁 치닫지 말아야""  ",연합뉴스,이봉석,2024. 3. 7. 12:18,▶제보는 카톡 okjebo,http://v.daum.net/v/20240307121810679
7,"  [속보] 중국 1~2월 수출, 전년 대비 7.1%↑  ",아시아경제,베이징=김현정,2024. 3. 7. 12:17,베이징=김현정 특파원,http://v.daum.net/v/20240307121738658
8,"  [속보] 中왕이 ""한반도 문제, 北의 합리적 안보 우려 해소가 중요""  ",연합뉴스,정성조,2024. 3. 7. 12:16,▶제보는 카톡 okjebo,http://v.daum.net/v/20240307121621624
9,"  [속보] 中왕이 ""한반도 문제, 북한의 합리적 안보 우려 해소해야""  ",뉴스1,정은지 특파원,2024. 3. 7. 12:15,ejjung@news1.kr ,http://v.daum.net/v/20240307121514596
