,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] 한총리 “공공의료기관 평일 진료 최대 연장·휴일 진료 확대”  ,세계일보,박윤희,2024. 2. 23. 09:23,박윤희 기자 pyh@segye.com,http://v.daum.net/v/20240223092310116
1,"  [속보] 한총리 ""공공의료기관 가동 최대로…평일·주말 진료 최대 연장""  ",대전일보,김지은 기자,2024. 2. 23. 09:22,"정부가 의대 정원 확대에 반대하는 의료계 집단행동에 대응해 공공 의료기관 진료를 확대한다.한덕수 국무총리는 23일 정부서울청사에서 중앙재난안전대책본부 회의를 열고 이 같이 밝혔다.한 총리는 ""모든 공공 의료기관의 평일 진료 시간을 가능한 최대로 연장하고, 주말과 휴일 진료도 확대해 공공의료기관 가동 수준을 최대치로 올리겠다""고 말했다.이어 ""중증·위급환자의 이송과 전원을 컨트롤하는 광역응급상황실을 내달 초 4개 권역에 신규로 개소하겠다""고 밝혔다.아울러 병원에서 임시·의료 인력을 추가 채용할 수 있도록 중증·응급 환자 최종 치료 시에는 수가를 2배로 늘리기로 했다.정부는 중증·응급 수술 등 필수 치료가 지연되는 병원의 인력 수요를 파악 중으로, 공보의와 군의관을 지원할 예정이다.이와 함께 정부는 이날부터 비대면진료를 전면 확대할 방침이다.특히 한 총리는 ""인터넷 및 SNS상 의료개혁의 진위와 정책을 왜곡하는 근거 없는 정보나 가짜뉴스가 공유되고 있다""며 ""관계부처는 국민들께서 의료개혁 정책 내용을 제대로 이해하실 수 있도록 최대한 열심히 다양한 방법을 통해 설명해주시기 바란다""고 당부했다.그러면서 의료계를 향해 ""의료계의 집단행동은 이러한 국민들의 기억에 상처를 남기고 의료인으로서의 숭고한 사명을 망각하는 행동일 뿐""이라며 ""더 늦기 전에 국민의 곁으로, 환자의 곁으로 돌아와 주시기를 간곡히 요청드린다""고 강조했다.",http://v.daum.net/v/20240223092230098
2,"  [속보]한 총리 ""광역응급상황실 3월 초 4개 권역 신규 개소""  ",파이낸셜뉴스,이보미,2024. 2. 23. 09:21,spring@fnnews.com 이보미 기자,http://v.daum.net/v/20240223092128044
3,"  [속보] 美 ""민간 탐사선, 달 착륙 성공""…52년만에 달에 귀환  ",한국경제,조아라,2024. 2. 23. 09:19,조아라 한경닷컴 기자 rrang123@hankyung.com,http://v.daum.net/v/20240223091904919
4,"  [속보] 한 총리 ""공공의료기관 평일 진료 최대 연장·휴일 진료 확대""  ",SBS Biz,문세영 기자,2024. 2. 23. 09:15,짧고 유익한 Biz 숏폼 바로가기,http://v.daum.net/v/20240223091531781
5,"  [속보] NASA ""오디세우스, 민간 탐사선으로 첫 달 착륙""  ",서울경제,정혜진 기자,2024. 2. 23. 09:14,Nan,http://v.daum.net/v/20240223091440747
6,  [속보]NASA “민간 탐사선으로 반세기만에 첫 달 착륙”…세계 최초  ,국제신문,디지털뉴스부 기자,2024. 2. 23. 09:10,미국 항공우주국은 민간 기업이 개발한 달 탐사선이 달 착륙에 성공했다고 22일(현지시간) 밝혔다.미 우주기업 인튜이티브 머신스 달 탐사선 ‘오디세우스’(노바-C)는 미 중부시간 기준 이날 오후 5시 24분(한국시간 23일 오전 8시24분)께 달 남극 근처의 분화구 ‘말라퍼트 A’ 지점에 착륙하는 데 성공했다.이 회사는 착륙 예정 시간 이후 한동안 우주선과 교신에 어려움을 겪다가 10분여 뒤에 “오디세우스 안테나로부터 희미한 신호가 잡혔다”고 밝혔다. 지난 15일 오디세우스가 플로리다주의 미 항공우주국(NASA) 케네디 우주센터에서 우주를 향해 발사된 지 약 일주일만이다.이로써 1972년 12월 아폴로 17호 이후 약 52년 만에 미국 우주선이 달에 도달하게 됐다. 또 정부 기관이 아닌 민간 업체로는 세계 최초로 달에 연착륙하는 성공 기록을 쓰게 됐다.,http://v.daum.net/v/20240223091036605
7,"  [속보] 한덕수 ""보건의료재난 경보단계 최고단계 '심각' 격상""  ",더팩트,이철영,2024. 2. 23. 09:09,"한 총리는 이날 정부서울청사에서 중앙재난안전대책본부 회의를 열고 ""모든 공공 의료기관의 평일 진료 시간을 가능한 최대로 연장하고, 주말과 휴일 진료도 확대해 공공의료기관 가동 수준을 최대치로 올리겠다""며 이같이 말했다.정부가 최고단계인 심각으로 격상함에 따라 총리 주재 중대본이 구성됐고, 관계부처와 17개 시‧도가 함께 범정부 총력 대응체계에 돌입한다.cuba20@tf.co.kr발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write",http://v.daum.net/v/20240223090903530
8,"  [속보] 한 총리 “보건의료재난 경보, 최고 단계 ‘심각’ 격상”  ",국민일보,성윤수,2024. 2. 23. 09:05,"정부가 의대 정원 확대에 반발하는 의료계 집단행동과 관련해 보건의료재난 경보 단계를 최상위로 올리고, 공공의교기관 가동 수치를 최상위로 올린다. 또 각 병원이 임시 의료인력을 채용할 수 있도록 중증·응급환자 치료 수가를 2배로 올린다.한덕수 국무총리는 23일 정부서울청사에서 의사집단행동 중대본 회의를 열고 “정부는 오늘 오전 8시부로 보건의료재난 경보단계를 위기 최고단계인 ‘심각’으로 격상했다”며 이같이 밝혔다. 이어 “국무총리 주재 중앙재난안전대책본부(중대본)를 구성해 관계부처와 17개 전국 시·도가 함께 범정부 총력 대응 체계에 돌입하겠다”고 알렸다.의료 공백으로 인한 피해를 줄이기 위해 공공의료기관 가동 수준도 최대치로 올린다. 한 총리는 “모든 공공 의료기관의 평일 진료 시간을 가능한 최대로 연장하고, 주말과 휴일 진료도 확대해 공공의료기관 가동 수준을 최대치로 올리겠다”고 말했다. 또 “중증·위급환자의 이송과 전원을 컨트롤하는 광역응급상황실을 내달 초 4개 권역에 신규로 개소하겠다”고 밝혔다. 의료계 집단행동으로 의료 공백이 현실화한 가운데 응급환자가 ‘골든 타임’ 내에 치료받을 수 있도록 집중 관리하겠다는 취지다.치료 수가도 일부 인상한다. 한 총리는 “병원에 남아 환자를 지키고 계신 의사, 간호사, 병원 관계자 여러분들의 부담도 줄여드려야 한다”며 “병원에서 임시 의료인력을 추가 채용할 수 있도록 하기 위해 중증·응급환자 최종 치료 시 수가를 2배로 대폭 확대했으며, 관련 규제를 완화해 병원 인력의 탄력적 운영이 가능하게 하겠다”고 밝혔다.이어 “중증·응급 수술 등 필수 치료가 지연되는 병원의 인력 수요를 파악 중이며, 공보의와 군의관을 지원하겠다”며 “보훈부, 고용부, 국방부, 지자체 등 소관 병원이 있는 기관에서도 외부 의사나 시니어 의사 선생님 등의 대체의사를 임시로 채용하는 등 의료공백에 총력 대응해달라. 재정지원은 정부 차원에서 적극 지원하겠다”고 말했다.지난 22일 오후 10시 기준 사직서를 제출한 전공의는 8900여명이며 7800여명이 근무지를 이탈했다. 의대생 동맹휴학과 수업거부, 대한의사협회(의협)의 대규모 도심 집회 예고 등 의료계 집단행동도 본격화 됐다.한 총리는 “범정부 차원 대응을 통해 사태를 조속히 안정화하고 국민 피해를 최소화해야 한다”고 강조했다.성윤수 기자 tigris@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 수집, 재배포금지",http://v.daum.net/v/20240223090510333
9,  [속보] 한총리 “의료계 집단행동에 공공의료기관 평일 진료 확대”  ,강원도민일보,안은복,2024. 2. 23. 09:04,Nan,http://v.daum.net/v/20240223090422292
