,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  美증시 하락 마감…다우 -0.25% S&P500 -0.56% 나스닥 -0.59%  ,SBS Biz,김종윤 기자,2024. 1. 18. 06:24,짧고 유익한 Biz 숏폼 바로가기,http://v.daum.net/v/20240118062403607
1,  [속보]'예상보다 강한 소비'…뉴욕증시 하락 마감  ,이데일리,김상윤,2024. 1. 18. 06:05," [뉴욕=이데일리 김상윤 특파원] 예상보다 미국 소비가 강하다는 데이터가 나오면서 국채금리는 치솟고 뉴욕증시는 하락 마감했다.연말 소비가 둔화될 것이라는 예상에도 불구 12월 미 소매판매가 탄탄한 것으로 나타났다. 이날 미 상무부 발표에 따르면 지난해 12월 미 소매판매는 전월 대비 0.6% 증가한 7099억달러로 집계됐다. 이는 월가 전망치(0.4%)를 웃도는 증가율이다.품목별로 자동차(1.1%)와 의류·액세서리(1.5%) 판매가 호조를 보였다. 크리스마스 할인 덕분에 백화점(3.0%) 판매도 전월 대비 큰 폭으로 증가했다.반면 가구(-1.0%)와 전자제품(-0.3%) 판매점 판매는 감소했다.월가에서는 고금리 장기화 여파가 지속된 가운데 가계저축 소진, 학자금 대출 상환 등으로 연말 미국 소비가 둔화될 것으로 예상했다. 하지만 예상보다 탄탄한 소비 데이터가 나오면서 미국 경기가 생각보다 탄탄하다는 점이 입증됐다. 이 때문에 연준의 ‘피벗(긴축정책서 전환)’ 속도가 예상보다 더뎌질 것으로 예상된다.모건 스탠리의 이트레이트 트레이딩 및 투자 담당 전무이사 크리스 라킨은 “연준이 이미 금리인하를 서두를 필요가 없다는 메시지를 계속 강조해왔고, 오늘 소매판매가 예상보다 호조를 보였기 때문에 정책을 바꿀 필요가 없어진 것으로 보인다”고 평가했다.시장에서 조기 금리 인하 기대감은 점차 줄어들고 있다. 시카고상품거래소(CME) 페드워치에 따르면 연방기금(FF) 금리 선물 시장에서 오후4시기준 연준이 오는 3월에 금리를 인하할 가능성은 59.1%를 기록했다. 전날 65.1%보다 낮아졌다.국채금리도 계속 오름세를 타고 있다. 10년물 국채금리는 전거래일 대비 3.6bp(1bp=0.01%포인트) 오른 4.102%를, 30년물 국채금리도 0.5bp 오른 4.31%를 기록 중이다. 연준 정책에 민감하게 연동하는 2년물 국채금리는 12.4bp 상승한 4.352%를 나타내고 있다.김상윤 (yoon@edaily.co.kr) ",http://v.daum.net/v/20240118060553453
2,"  [속보]소매판매 예상 상회, 미증시 일제 하락…나스닥 0.59%↓  ",뉴스1,박형기 기자,2024. 1. 18. 06:01,sinopark@news1.kr ,http://v.daum.net/v/20240118060156384
3,"  [속보]뉴욕증시, 강한 소비·국채금리 상승에 하락 마감  ",아시아경제,뉴욕=조슬기나,2024. 1. 18. 06:01,"미국 뉴욕증시의 3대 지수는 17일(현지시간) 예상을 웃돈 소매판매, 국채 금리 상승 여파로 일제히 하락 마감했다.이날 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 0.25% 내려 거래를 마쳤다. 대형주 중심의 S&P500지수는 0.56%, 기술주 중심의 나스닥지수는 0.59% 하락 마감했다.뉴욕=조슬기나 특파원 seul@asiae.co.kr",http://v.daum.net/v/20240118060146382
4,"  [속보]뉴욕증시, 강한 소매매출에 하락 지속...나스닥, 0.6%↓  ",파이낸셜뉴스,송경재,2024. 1. 18. 06:01,Nan,http://v.daum.net/v/20240118060146380
5,"  [속보] 테슬라 중국 이어 독일서도 가격 인하, 주가 2%↓  ",뉴스1,박형기 기자,2024. 1. 18. 06:01,sinopark@news1.kr ,http://v.daum.net/v/20240118060123370
6,"  [1보] 美 국방당국자 ""북한 군사위성의 전쟁능력 진지하게 주시""  ",연합뉴스,김경희,2024. 1. 18. 04:33,▶제보는 카톡 okjebo,http://v.daum.net/v/20240118043314522
7,  [기자의 시각] 낙엽으로 사는 삶  ,조선일보,황지윤 기자,2024. 1. 18. 03:04,"바닥에 깔린 낙엽으로 사는 삶을 떠올려 본 적 있는가. 지난달 말 개봉한 영화 ‘사랑은 낙엽을 타고’는 그런 생각을 하게끔 해준다. 핀란드 헬싱키를 배경으로 두 남녀가 만나는 사랑 이야기의 외피를 썼지만, 본질은 민생(民生) 이야기다. 여자 주인공은 대형 마트에서 일하며 유통기한이 지난 폐기 상품으로 끼니를 때우다 걸려 해고당한다. 곧장 맥줏집 설거지 아르바이트를 구하지만 사장이 마약을 팔다 경찰에 붙잡히는 바람에 일주일 치 임금도 떼먹힌다. 남자 주인공은 알코올 중독으로 낮에는 공사판, 밤에는 술집을 전전하며 산다.뭐 하나 제대로 풀리는 게 없는 이들의 팍팍한 삶은 시간을 초월한 것 같은 느낌을 준다. 1960년대인지 1980년대인지 2000년대인지, 밑바닥 삶은 언제나 그래 왔다고 말하는 것 같다. 라디오에서 반복적으로 흘러나오는 러시아·우크라이나 전쟁 관련 속보만이 이 이야기가 동시대를 배경으로 한다는 점을 알린다. 주인공들은 전기료 고지서를 받아들고 화들짝 놀라 두꺼비집을 내리고, “이 망할 놈의 전쟁!”이라며 분노한다. 두 주인공의 얼굴에 드리운 그늘과 이들이 겪는 갖은 수난은 전쟁과 무관하지 않다.거리에 나뒹구는 낙엽은 외부 요인에 크게 영향을 받는다. 바람이 불면 날리고, 밟혀 찢어지거나 비에 휩쓸려 떠내려가기 마련이다. 돌이켜보면 한국의 낙엽도 녹록지 않은 한 해를 보냈다. 러·우 전쟁에 이은 이스라엘·하마스 전쟁으로 지정학적 리스크가 커지고 공급망 불안이 이어지는 등 대외 불안 요인이 한국 경제를 꾸준히 괴롭혔다. 누적된 고물가·고금리에 소비자들이 허리띠를 졸라매자 내수도 얼어붙었다. 수출이 부진한 동안 경기 버팀목 역할을 해왔던 소비가 힘이 떨어지자 체감 경기는 살얼음판이 됐다. 작년 10월부터 수출이 회복세를 보이고 있지만, 내수에 온기가 돌려면 시간이 걸릴 전망이다.그래서인지 정부는 새해부터 각종 민생 대책을 쏟아내고 있다. 올 한 해 경제정책의 밑그림을 그리는 ‘경제정책방향’의 첫째 키워드는 ‘민생경제 회복’이었다. ‘설 민생대책’에도 물가 부담을 덜기 위한 각종 할인 지원과 서민·취약계층·소상공인을 위한 여러 감면 혜택이 담겼다. 최상목 부총리는 이를 “민생 회복이라면 뭐든 다 해보겠다는 정책적 의지”라고 했다.그런데 정부의 민생 챙기기에는 어딘가 석연치 않은 구석이 있다. 작년 하반기, 물가 상승률이 3%대 후반으로 오르자 관가에 비상이 걸렸더랬다. 물가는 민생, 민생은 곧 표심(票心)으로 이어진다는 용산의 우려에 장·차관, 실장급까지 줄줄이 물가 현장으로 뛰쳐나갔다. 재작년 물가 상승률이 6%대를 찍었을 때보다 더 요란했던 건 총선이 부쩍 가까워졌기 때문이다. 이제 모든 게 ‘기승전-총선’인 상황이다. 정부가 말하는 민생 살리기가 진짜 바닥의 삶을 위하는 것이었으면 하는 바람은 너무 나이브한 것일까.",http://v.daum.net/v/20240118030409184
8,  [속보] 미국 '홍해 공격' 후티 반군 테러 단체 재지정  ,뉴시스,권성근 기자,2024. 1. 18. 00:46, [서울=뉴시스] 권성근 기자 = 후속기사가 이어집니다☞공감언론 뉴시스 ksk@newsis.com ,http://v.daum.net/v/20240118004609592
9,"  [속보] 서울시 ""양천·구로구 난방 중단 오후 3시까지 예상""…복구 지연  ",뉴스1,박우영 기자,2024. 1. 18. 00:35,alicemunro@news1.kr ,http://v.daum.net/v/20240118003537551
