,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [속보] ‘통계조작 의혹’ 文 정부 국토부 차관 등 2명 구속영장 또 기각  ,조선비즈,배동주 기자,2024. 2. 26. 22:18,윤성원 전 국토교통부 1차관과 이문기 전 행정중심복합도시건설청장에 대한 두 번째 구속영장실질심사가 26일 기각됐다.이들은 문재인 정부의 집값 등 국가 통계 조작에 관여한 혐의를 받는다.- Copyright ⓒ 조선비즈 & Chosun.com -,http://v.daum.net/v/20240226221826093
1,  [속보] '통계조작 의혹' 前 국토부 차관 등 2명 구속영장 또 기각  ,서울경제,이종호 기자,2024. 2. 26. 22:17,Nan,http://v.daum.net/v/20240226221737085
2,  [속보] ‘통계조작 의혹’ 前 국토부 차관 등 2명 구속영장 또 기각  ,매일경제,이상현 매경닷컴 기자(lee.sanghyun@mkinternet.com),2024. 2. 26. 22:15,Nan,http://v.daum.net/v/20240226221500059
3,  [속보]'통계조작' 윤성원 전 국토부차관 등 구속영장 또 기각  ,뉴스1,입력 2024. 2. 26. 22:08,2024. 2. 26. 22:08,Nan,http://v.daum.net/v/20240226220839003
4,  [속보] '20억 차익' 개포동 디퍼아 줍줍 3가구에 101만명 접수  ,뉴스1,김도엽 기자,2024. 2. 26. 19:33,dyeop@news1.kr ,http://v.daum.net/v/20240226193343686
5,"  [속보]디에이치퍼스티어아이파크 59형, 50만 3374대 1  ",이데일리,박경훈,2024. 2. 26. 19:33," [이데일리 박경훈 기자] 디에이치 퍼스티어 아이파크 무순위 청약 결과 59형이 50만 3374대 1의 경쟁률을 기록했다. 132형은 33만 7608대 1, 34형은 17만 2474대 1의 경쟁률을 나타냈다.박경훈 (view@edaily.co.kr) ",http://v.daum.net/v/20240226193325683
6,  [속보] 스타필드 안성에서 번지점프 체험중 추락사  ,아이뉴스24,김다운,2024. 2. 26. 18:38,"[아이뉴스24 김다운 기자] 스타필드 안성에서 추락사고가 발생해 1명이 사망했다.26일 오후 4시 20분 경기 안성시 공도읍 스타필드 안성 내 한 스포츠시설에서 50대 여성이 추락해 숨지는 사고가 났다.숨진 A씨는 번지점프 체험을 하다가 8m 높이에서 떨어진 것으로 알려졌다.당시 안전장비를 착용했지만, 일부 장비가 제대로 고정되지 않아 사고를 당한 것으로 알려졌다.A씨는 심정지 상태로 심폐소생술(CPR)을 받으며 병원에 이송됐으나, 끝내 사망했다.경찰 등은 자세한 사고 경위를 조사하고 있다.",http://v.daum.net/v/20240226183828634
7,"  [속보] 日 도쿄전력, 28일 후쿠시마 오염수 4차 방류 개시  ",아이뉴스24,김다운,2024. 2. 26. 18:01,[아이뉴스24 김다운 기자] 일본 도쿄전력이 오는 28일부터 후쿠시마 제1 원자력발전소 방사능 오염수 4차 해양 방류를 개시하겠다고 26일 발표했다.당국은 지금까지 오염수 방류에 따른 문제는 확인되지 않았으며 주변 해역 관측에서는 모두 방사성 물질 검출 기준치를 밑돌았다고 설명했다.후쿠시마 원전의 방사능 오염수 방류는 지난해 8월 24일 시작된 이래 지금까지 세 차례에 걸쳐 약 2만3400톤이 방류됐다.,http://v.daum.net/v/20240226180154554
8,"  [속보]민주당, 분당갑에 이광재 전략공천  ",경기일보,김영호 기자,2024. 2. 26. 18:00,"   더불어민주당 전략공천관리위원회는  성남 분당갑에 이광재 전 국회 사무총장을 전략공천하기로 26일 결정했다. 안규백 전략공관위원장은 이날 국회에서 비공개회의를 열어 이같이 결정했다고 밝혔다. 분당갑은 이재명 대표의 측근으로 알려진 김지호 전 당대표실 정무조부실장이 도전한 지역이다. 그러나 민주당은 국민의힘 안철수 의원의 지역구라는 점을 고려, 이에 걸맞은 중량감 있는 후보를 전략공천한 것으로 보인다. 또 김영주 국회부의장이 탈당해 전략지역으로 지정된 서울 영등포갑에 채현일 전 영등포구청장을 전략공천하기로 했다. 현역인 노웅래 의원이 컷오프(경선 배제)된 서울 마포갑에는 총선 영입인재인 이지은 전 총경이 전략공천됐다. 김영호 기자 ho3920@kyeonggi.com ",http://v.daum.net/v/20240226180040525
9,"  [속보] 민주, 성남 분당갑에 이광재 전략공천  ",헤럴드경제,입력 2024. 2. 26. 17:58,2024. 2. 26. 17:58,"[헤럴드경제=양근혁·안대용 기자] [속보] 민주, 성남 분당갑에 이광재 전략공천yg@heraldcorp.comdandy@heraldcorp.com",http://v.daum.net/v/20240226175826418
