,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,  [ET라씨로] 롤러코스터 타는 주가…우진엔텍 '3거래일 연속 하락→상한가'  ,전자신문,서희원,2024. 2. 1. 15:05,"ET라씨로는 인공지능(AI) 기반으로 선별·분석한 주식 정보와 종목 매매 신호를 제공하는 전자신문 증권 정보 애플리케이션입니다. 플레이스토어에서 'ET라씨로'(-〉바로가기)를 다운로드하면 IT기업 뉴스와 시장 현황, AI 매매 타이밍을 받아볼 수 있습니다.올해 첫 '따따블'(공모가 대비 4배 상승)로 눈길을 끌었던 우진엔텍 주가가 롤러코스터를 타고 있다. 하한가로 마감한 29일부터 3거래일 연속 하락한 주가는 1일 장중 급등하며 상한가를 기록했다.1일 오후 2시 45분 기준 우진엔텍(457550)은 전 거래일 대비 29.82% 상승한 2만 1200원에 거래되고 있다.우진엔텍은 지난달 24일 코스닥시장에 상장한 새내기주다. 첫날 공모가(5300원) 대비 300% 오른 2만 1200원에 거래를 마친 뒤, 다음날까지 상한가로 마감했으나 이틀 뒤인 29일 하한가로 직행했다.29일을 포함해 사흘간 하락세를 이어온 우진엔텍은 1일 장 초반에도 약세였으나 이날 오후 1시쯤부터 급등해 상한가를 기록했다.전문가들은 이같은 흐름이 단기 차익을 노리는 투자자들의 단타 매매로 인한 것으로 보고, 투자에 유의해야 한다고 주의를 당부했다.#우진엔텍 #AI 매매신호 #실시간 매매타이밍 #알림 신청이 기사는 전자신문과 금융 AI 전문기업 씽크풀이 공동으로 작성한 것입니다. AI를 기반으로 생성된 데이터에 기자의 취재 내용을 추가한 'AI 휴머노이드 기사'입니다.※ ET라씨로에서 실시간 속보 확인하기전자신문인터넷 서희원 기자 shw@etnews.com",http://v.daum.net/v/20240201150504169
1,"  가짜 조인성, 가짜 톰 행크스...딥페이크 주의보 [Y녹취록]  ",YTN,YTN,2024. 2. 1. 15:04,"■ 진행 : 함형건 앵커 ■ 출연 : 김덕진 IT커뮤니케이션 연구소장 * 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다. 인용 시 [YTN 뉴스라운지] 명시해주시기 바랍니다. ◇앵커> 그래서 구체적으로 어떤 사례들이 있었습니까? ◆김덕진> 예를 들면 말씀하신 조 바이든 이슈도 있었고 또 일론 머스크가 비트코인 투자자를 모집한다는 거짓 홍보 영상도 있었습니다. 그 외에 또 우리나라의 조인성, 송혜교 씨가 투자를 권유하는 영상들도 나왔어요. 그런데 이런 부분은 실제로 국내에서 피해자들도 상당히 존재했던 부분이고요. 그 외에 또 톰 행크스 같은 경우에 본인의 인스타그램에 가짜 톰 행크스에 속지 마세요라는 영상을 올리기도 했습니다. 왜냐하면 본인이 본인의 인스타그램을 보는데 본인이 안 찍은 광고가 나오는 거예요. 그거에 대해서 이게 어떻게 된 거냐 하면서 피해에 대한 이야기를 했고요. 또 이미지도 문제가 되는데 작년 5월에 펜타곤 옆이 폭발했다라고 하는 가짜 이미지를 누가 만든 거예요. 그런데 그것도 요즘에는 문장 하나만 넣어도 이런 이미지가 나오거든요. 그런데 그 이미지와 함께 가짜뉴스, 예를 들면 모 언론사가 단독 보도다라는 게 같이 나오니까 이게 실제인 줄 알고 인도에 있는 한 TV 프로그램, TV 방송에서 이걸 보도를 한 겁니다. 가짜의 정보를 보고 속보라고 보도를 하니까 일이 더 커지는 상황들도 작년에 생겼는데요. 그만큼 우리가 알든 모르든 이미 이러한 AI의 부작용 혹은 딥페이크의 부작용이라고 하는 것들이 이미 많이 나오고 있다. 그리고 실제로 피해를 당하는 사람들도 많이 있다라고 말씀드릴 수 있을 것 같습니다. ◇앵커> 유명인의 이미지를 이용한 이런 가짜 정보, 허위 정보는 물론이고 일반인들도 이 리스크에 노출돼 있는 것 아니겠습니까? ◆김덕진> 그렇죠. 이 부분이 상당히 피해가 심각한데요. 이른바 온라인에서 안 좋은 얘기인데 지인 능욕이라는 키워드가 이슈가 되기도 했어요. 오히려 아는 사람들의 이미지를 자꾸 이러한 음란물에 활용하는 이러한 건수들도 상당히 많이 늘었고요. 그래서인지 국내에 딥페이크에 대한 성적 허위 영상물을 차단하거나 삭제하는 건수들이 계속 늘어납니다. 문제는 이게 본인이 알고 본인이 신고하지 않으면 기본적으로 이게 자동으로 모니터링이 되지 않고 있기 때문에 결국에는 피해가 더 피해를 당하고 그리고 아까 보신 것처럼 유명 연예인도 수십 시간 있다가 이것이 모니터링을 하니까 일반인들은 더하지 않겠습니까? 결국 이미 퍼진 상태에서 삭제를 해도 데이터는 이미 인터넷에 있는, 이런 것들이 안타까움이라고 보시면 될 것 같고요. 또 그외에 요즘에 또 문제가 되고 있는 게 우리가 말하는 보이스피싱 있지 않습니까? 보이스피싱을 유명인 목소리가 아니라 실제로 우리 일반인들의 목소리 혹은 일반인들의 얼굴을 악용해서 보이스피싱에도 쓰이는 사례들이 생기고 있어요. 대담 발췌: 장아영 디지털뉴스팀 에디터 ※ '당신의 제보가 뉴스가 됩니다' [카카오톡] YTN 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지]",http://v.daum.net/v/20240201150413135
2,"  [속보] '분당 흉기난동' 최원종 1심서 '무기징역'.. ""자유 박탈 타당""  ",전주MBC,이정용,2024. 2. 1. 14:54,Nan,http://v.daum.net/v/20240201145451601
3,  [속보] '분당 흉기난동' 최원종 1심서 무기징역 선고  ,강원도민일보,최경진,2024. 2. 1. 14:49,Nan,http://v.daum.net/v/20240201144901285
4,  [속보] ‘분당 흉기난동’ 최원종 1심 무기징역…“심신미약 감경 받아들이지 않아”  ,문화일보,곽선미 기자,2024. 2. 1. 14:48,"지난해 8월 ‘분당 서현역 흉기 난동’ 사건을 벌인 최원종(23)이 1일 1심에서 무기징역을 선고받았다. 검찰은 사형을 구형했지만, 재판부는 받아들이지 않았다.수원지법 성남지원 형사2부(재판장 강현구)는 이날 살인 및 살인미수 등 혐의로 기소된 최원종에게 무기징역을 선고했다.재판부는 “이 사건으로 대중이 모이는 공공장소에서 누구나 테러 대상이 될 수 있다는 공포를 일으키게 했고, 사건 발생 직후 테러를 예고하는 게시글이 온라인상에 빈번하게 올라오는 등 부정적 영향을 미쳤다”며 “공소사실은 모두 유죄로 인정된다”고 밝혔다.재판부는 또 제출된 증거·수사기록 등에 비춰보면 피고인과 변호인이 주장하는 조현병 발현에 의한 심신미약 또는 심신상실에 따른 형의 감경은 받아들이지 않는다고 했다.최원종은 지난해 8월 3일 경기도 성남시 분당구 서현역 부근에서 차량을 몰고 인도로 돌진해 행인 5명을 들이받은 뒤 차에서 내려 인근 백화점 안으로 들어가 시민들에게 흉기를 휘두른 혐의로 재판에 넘겨졌다. 해당 범행으로 차에 치인 60대 여성과 20대 여성이 병원에서 치료받다 숨지는 등 14명의 사상자가 발생했다.앞서 검찰은 지난달 18일 열린 결심 공판에서 “피고인은 잔인한 반인륜적 범행을 저질렀음에도 피해회복을 위한 진지한 노력 없이 심신미약을 주장하며 형의 감경만을 노리는 등 반성하지 않고 있고, 유족과 상해를 입은 피해자들의 신체적·정신적 고통은 말로 표현하기 힘들다”며 최원종에게 사형을 구형했다.곽선미 기자",http://v.daum.net/v/20240201144807232
5,"  [속보] '분당 서현역 흉기난동' 최원종, 1심서 무기징역 선고  ",아이뉴스24,정승필,2024. 2. 1. 14:45,[아이뉴스24 정승필 기자] 14명의 사상자를 낸 '서현동 흉기난동 사건' 피고인 최원종(23)이 1심 재판에서 무기징역을 선고받았다.수원지법 성남지원 형사2부(재판장 강현구)는 1일 살인·살인미수·살인예비 혐의로 기소된 최원종에게 무기징역을 선고했다.,http://v.daum.net/v/20240201144516093
6,  [속보] 2월 8일 홍남표 창원시장 ‘선거법 혐의’ 1심 선고  ,아시아경제,영남취재본부 이세령,2024. 2. 1. 14:40,"1심 선고를 앞뒀던 홍남표 경남 창원특례시장의 공직선거법 위반 혐의 관련 공판이 1일 재개됐다.검찰 측의 요청으로 창원지방법원에서 열린 이날 공판에서는 장동화 전 창원산업진흥원장이 제출한 사실관계확인서 등이 증거로 채택됐다.앞서 홍 시장은 작년 전국동시지방선거 당시 총괄 선거대책본부장이었던 A 씨와 공모해, 국민의힘 창원시장 경선에 나서려던 B 씨에게 캠프에 합류하라며 공직을 약속한 혐의로 재판에 넘겨졌다.영남취재본부 이세령 기자 ryeong@asiae.co.kr",http://v.daum.net/v/20240201144016812
7,  [속보] 분당 흉기난동 최원종 1심 '무기징역' 선고  ,파이낸셜뉴스,장충식,2024. 2. 1. 14:39,jjang@fnnews.com 장충식 기자,http://v.daum.net/v/20240201143937775
8,"  [속보] ‘분당 흉기 난동’ 최원종 1심서 무기징역 선고...法 ""심신미약 감경 없어""  ",경기일보,안치호 기자,2024. 2. 1. 14:39,"   행인들을 차로 들이받고 백화점에서 흉기를 휘둘러 14명의 사상자를 낸 최원종(23)이 1심에서 무기징역을 선고받았다. 수원지법 성남지원 형사2부(강현구 부장판사)는 1일 살인 등 혐의로 구속 기소된 최원종에게 이같이 선고하고 30년간 위치추적 전자장치를 부착하도록 명령했다. 재판부는 ""이 사건으로 대중이 모이는 공공장소에서 누구나 테러 대상이 될 수 있다는 공포를 일으키게 했고, 사건 발생 직후 테러를 예고하는 게시글이 온라인상에 빈번하게 올라오는 등 부정적 영향을 미쳤다""며 ""공소사실은 모두 유죄로 인정된다""고 밝혔다. 재판부는 또 제출된 증거·수사기록 등에 비춰보면 피고인과 변호인이 주장하는 조현병 발현에 의한 심신미약 또는 심신상실에 따른 형의 감경은 받아들이지 않는다고 했다. 최원종은 지난해 8월 3일 오후 성남시 분당구 AK플라자 분당점 부근에서 모친의 승용차를 몰고 인도로 돌진해 길 가던 5명을 들이받고, 이후 차에서 내려 백화점으로 들어가 흉기를 휘두른 혐의(살인·살인미수·살인예비)로 재판에 넘겨졌다. 피해자들 중 차에 치인 김혜빈(사건 당시 20세) 씨와 이희남씨(당시 65세) 등 2명은 병원에서 치료를 받다가 숨졌다.검찰은 최원종에게 사형을 구형한 바 있다. 안치호 기자 clgh1063@kyeonggi.com ",http://v.daum.net/v/20240201143920757
9,  [속보]'분당 흉기난동' 최원종에 1심 무기징역 선고  ,kbc광주방송,신민지,2024. 2. 1. 14:39,"1일 수원지법 성남지원 형사2부는 최원종의 살인, 살인미수, 살인예비 혐의 사건 선고 공판에서 이같이 판결했습니다. 최원종은 지난해 8월 성남시 분당구 AK플라자 분당점 부근에서 어머니의 승용차를 몰고 인도로 돌진해 5명을 들이받고, 이후 차에서 내려 백화점으로 들어가 흉기를 휘두를 혐의로 기소됐습니다. 당시 최원종의 차에 치인 20살 김혜빈 씨와 65살 이희남 씨는 병원에서 치료를 받다 끝내 숨졌습니다. 검찰은 지난달 18일 결심공판에서 최원종에게 사형을 구형한 바 있습니다. #사건사고 #분당흉기난동 #서현역흉기난동 #흉기난동 #최원종",http://v.daum.net/v/20240201143902734
