,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보]‘이태원 보고서 삭제’ 박성민 전 서울청 정보부장, 징역 1년6개월 실형  ",경향신문,이홍근 기자,2024. 2. 14. 15:37,이태원 핼러윈 축제 인파 사고를 예측한 정보 보고서를 삭제하도록 지시한 혐의로 기소된 박성민 전 서울경찰청 공공안녕정보외사부장이 실형을 선고받았다.서울서부지법 형사합의11부(재판장 배성중)는 14일 증거인멸교사와 공용전자기록 등 손상 교사 혐의를 받는 박 전 부장에게 징역 1년6개월을 선고했다. 같은 혐의를 받는 김진호 전 용산경찰서 정보과장은 징역 1년에 집행유예 3년을 선고받았다.이홍근 기자 redroot@kyunghyang.com,http://v.daum.net/v/20240214153711107
1,  [속보] 이태원 참사 ‘보고서 삭제 지시’ 전 서울청 정보부장 1심서 징역 1년 6개월  ,KBS,최인영,2024. 2. 14. 15:36," ‘이태원 참사’ 정보 보고서를 삭제하도록 지시한 혐의로 재판에 넘겨진 경찰 간부들이 유죄를 선고받았습니다.서울서부지법 형사합의11부(배성중 부장판사)는 오늘(14일) 오후 선고공판을 열고 증거인멸교사와 공용전자기록등손상 교사 등의 혐의를 받는 박성민 전 서울경찰청 공공안녕정보외사부장에게 징역 1년 6개월을, 김진호 전 용산경찰서 정보과장에게는 징역 1년에 집행유예 3년을 선고했습니다.재판부는 이들의 지시를 받고 정보 보고서를 삭제한 혐의로 함께 기소된 곽 모 용산서 경위에 대해서는 선고릉 유예했습니다. 박 전 부장과 김 전 과장은 용산서 정보관이 참사 전 작성한 ‘이태원 핼러윈 축제 공공안녕 위험 분석’ 보고서와 특별첩보요구 보고서 등 4건의 정보 보고서를 삭제하도록 지시한 혐의를 받습니다.최인영 기자 (inyoung@kbs.co.kr)",http://v.daum.net/v/20240214153628065
2,"  [속보] 코스피 2,620.42(▼29.22p, 1.10%), 원·달러 환율 1,335.4(▲7.3원) 마감  ",MBN,입력 2024. 2. 14. 15:34,2024. 2. 14. 15:34,"코스피 2,620.42(▼29.22p, 1.10%), 원·달러 환율 1,335.4(▲7.3원) 마감< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240214153434980
3,"  [속보]코스피, 1.10% 하락 마감…2620선 그쳐  ",뉴시스,박은비 기자,2024. 2. 14. 15:33, [서울=뉴시스] 박은비 기자 = 14일 코스피는 전 거래일(2649.64)보다 29.22포인트(1.10%) 하락한 2620.42에 장을 닫았다.☞공감언론 뉴시스 silverline@newsis.com ,http://v.daum.net/v/20240214153347951
4,"  [속보] 코스피, 디스인플레 '급제동'…1.10%↓ 마감  ",한국경제TV,정경준,2024. 2. 14. 15:31,"[한국경제TV 정경준 기자]코스피, 디스인플레 '급제동'…1%대 급락 마감정경준기자 jkj@wowtv.co.kr",http://v.daum.net/v/20240214153130857
5,  [속보] '이태원 보고서 삭제' 박성민 징역 1년 6개월·김진호 집행유예  ,MBC,박영회 nofootbird@mbc.co.kr,2024. 2. 14. 15:30,'이태원 보고서 삭제' 박성민 징역 1년 6개월·김진호 집행유예▶MBC뉴스를 네이버 메인에서 확인하세요. ▶MBC뉴스는 24시간 여러분의 제보를 기다립니다. ▷전화 02-784-4000 ▷ 이메일 mbcjebo@mbc.co.kr ▷ 카카오톡 @mbc 제보박영회 기자(nofootbird@mbc.co.kr)기사 원문 - https://imnews.imbc.com/news/2024/society/article/6571115_36438.html ,http://v.daum.net/v/20240214153012784
6,"  [속보] ‘30억대 재벌 사칭 투자사기’ 전청조, 1심서 징역 12년  ",문화일보,노기섭 기자,2024. 2. 14. 15:30,"재벌 3세 혼외자 행세로 투자자들을 속여 30억 원을 가로챈 혐의를 받은 전청조(28)씨가 1심에서 징역 12년의 중형을 선고받았다.서울동부지법 형사합의11부(부장 김병철)는 14일 특정경제범죄가중처벌법(특경법)상 사기, 공문서위조 및 위조공문서행사, 사문서위조 및 위조사문서행사 혐의로 구속기소된 전 씨에게 징역 12년을 선고했다. 같은 혐의로 재판에 넘겨진 경호실장 이모(27) 씨에게는 징역 1년6개월이 선고됐다.애초 전 씨와 이 씨에 대한 선고는 지난 8일로 예정됐지만, 공모한 혐의를 부인하고 있는 이 씨를 상대로 재판부의 추가 심문 일정이 잡히면서 이날로 선고가 미뤄졌다. 앞서 지난달 31일 결심 공판에서 검찰은 전 씨에게 징역 15년, 이 씨에게는 징역 7년을 각각 구형했다. 재판부는 “전청조는 수많은 사기 범행으로 징역형을 살고 나오자마자 반성은커녕 더 많은 돈을 취하기 위해 특정 유명인에게 접근해 사기 범행을 저질렀다”며 “인간들의 인지능력은 불완전하기에 그지없지만 물욕과 탐욕이 결합할 때에는 더 그렇다. 피고인은 이런 점을 너무도 잘 알고 있었고 주위 모든 사람에게 사기 범행을 저질러 수많은 사람의 삶을 망가트렸다”고 지적했다. 재판부는 또 “피고인은 피해액을 변제하지 못했고 피해자로부터 용서도 받지 못했다. 일상이 사기였다는 피고인 본인의 말처럼, 본인의 범행을 돌아보고, 스스로 어떻게 살아왔는지 반성하길 바란다”며 “피고인의 양형기준은 가중된 기준에 따라도 징역 10년이지만 이 기준을 다소 넘어서는 징역형을 선고하겠다”고 밝혔다. 공범 이 씨에 대해선 “피고인은 처음에 전 씨로부터 3500여만 원을 편취당한 피해자로 사건에 얽혔지만 2023년 7월부터 종범의 지위로 전환됐다”며 “그런데도 자신의 행동으로 인해 피해를 입은 피해자들에게 사과하지 않았다”고 양형 이유를 밝혔다. 전 씨와 이 씨는 이날 선고 후 오열하며 퇴정했다. 전 씨와 이 씨는 지난해 3월부터 10월까지 각각 국내 유명 기업의 숨겨진 후계자와 경호실장 행세를 하면서 ‘재벌들만 아는 은밀한 투자 기회’라고 피해자들을 속여 해외 비상장주식 투자금 등의 명목으로 피해자 22명으로부터 약 27억2000만 원 상당을 뜯어낸 혐의를 받았다. 전 씨는 이와 별도로 2022년 4월부터 지난해 2월까지 같은 수법으로 피해자 5명에게서 약 3억5800만 원을 편취한 혐의도 있다. 전 씨의 사기로 인한 피해액은 총 30억7800만 원에 달한다.한편, 서울 송파경찰서는 사기방조 등 혐의로 고소·고발된 전 씨의 전 재혼 상대이자 펜싱 국가대표 출신인 남현희(여·43) 씨를 불구속 상태로 수사하고 있다. 경찰은 조만간 남 씨의 공범 의혹 수사를 마무리할 방침이다.노기섭 기자",http://v.daum.net/v/20240214153008775
7,  [속보] 이태원참사 '보고서 삭제 지시' 혐의 경찰 간부에 징역 1년6개월  ,오마이뉴스,김성욱,2024. 2. 14. 15:27,"[김성욱 기자]이태원 참사와 관련된 공무원에 대한 법적 판단이 나온 건 이번이 처음이다. (*자세한 기사 이어집니다.)[관련기사]검찰, 이태원 '보고서 삭제 지시' 혐의 경찰간부에 징역 3년 구형 https://omn.kr/26sm5",http://v.daum.net/v/20240214152701623
8,  [속보]'보고서 삭제 지시' 박성민 징역 1년6개월…'이태원 참사' 첫 실형  ,뉴스1,김민수 기자,2024. 2. 14. 15:24,mrlee@news1.kr ,http://v.daum.net/v/20240214152404467
9,  [속보] 이태원 참사 '정보 문건 삭제 지시 혐의' 박성민 징역 1년6개월  ,머니투데이,"최지은 기자, 김미루 기자",2024. 2. 14. 15:23,14일 서울서부지법. 최지은 기자 choiji@mt.co.kr 김미루 기자 miroo@mt.co.kr,http://v.daum.net/v/20240214152315441
