,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보]한동훈, 도태우 발언 '국민 눈높이 부합' 재검토 공관위에 요청  ",아시아경제,김영원,2024. 3. 11. 17:37,김영원 기자 forever@asiae.co.kr,http://v.daum.net/v/20240311173729805
1,"  [속보] 한동훈 ""도태우 발언, 국민 눈높이 맞게 재검토"" 공관위에 요청  ",한국경제,조아라,2024. 3. 11. 17:36,조아라 한경닷컴 기자 rrang123@hankyung.com,http://v.daum.net/v/20240311173601723
2,"  [속보] 대통령실, 의료개혁에 “언제까지 인내할 수 없다”  ",국민일보,김지훈,2024. 3. 11. 17:35,"[속보] 대통령실, 의료개혁에 “언제까지 인내할 수 없다”김지훈 기자 germany@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 수집, 재배포금지",http://v.daum.net/v/20240311173519706
3,"  [속보]한동훈, 도태우 논란에 ""국민 눈높이 맞는 재검토"" 공관위에 요청  ",머니투데이,박소연 기자,2024. 3. 11. 17:34,11일 국민의힘.박소연 기자 soyunp@mt.co.kr,http://v.daum.net/v/20240311173446685
4,"  [속보] 한동훈 ""도태우 발언, 국민 눈높이 맞게 재검토"" 공관위에 요청  ",연합뉴스,홍정규,2024. 3. 11. 17:34,▶제보는 카톡 okjebo,http://v.daum.net/v/20240311173445683
5,"  [뉴스큐] '외압 의혹' 이종섭, 호주로...공수처 수사 차질 전망  ",YTN,YTN,2024. 3. 11. 17:34,"■ 진행 : 이광연 앵커, 나경철 앵커 ■ 출연 : 손정혜 변호사 * 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다. 인용 시 [YTN 뉴스큐] 명시해주시기 바랍니다. [앵커] 아까 속보도 있었고요. 오늘 주요 뉴스들 법리적 쟁점들을 다뤄보겠습니다. '채 상병 수사 외압 의혹' 핵심 인물로 주호주대사로 내정된 뒤 출국해 논란이 이는 이종섭 전 국방부 장관 사안부터 들여다보겠습니다. 손정혜 변호사 나와 있습니다. 어서 오십시오. 아까 대통령실에서 수사 방해 주장은 맞지 않다라는 속보가 있었고 우리는 수사 내용을 토대로 법리적인 쟁점을 다뤄볼 텐데 아무튼 논란 끝에 이종섭 전 장관, 새벽에 호주에 도착한 것으로 전해지고 있습니다. 그러니까 종합적으로 나흘 전에 4시간 전에 소환조사를 한 번 받고 떠난 거거든요. [손정혜] 사실은 수사의 필요성과 수사가 미리 준비되어 있었다면 미리 소환조사 일정을 잡고 소환하는 것이 통상적인 수사의 절차인 것에 비춰 봐서는 예정되지 않은 수사지만 출국금지 문제가 언론을 통해서 보도가 되고 또 대사로서 임명하는 여러 가지 과정에서 졸속으로 수사한 느낌이 적지 않아 있습니다. 왜냐하면 첫 번째, 다른 앞선 강제 수사라든가 다른 관련자들에 대한 조사가 다 이루어지지 않은 것으로 지금 상황이 해석이 되는 상황이고, 특히 이 사건 같은 경우는 관련자들이 굉장히 많을 뿐만 아니라 그 구체적인 경위에 대해서도 장시간 수사를 할 필요성이 있는 사안이기 때문에 한 차례 4시간만으로 조사를 끝낸다는 것은 이것만으로는 부족한 수사가 될 여지가 있어서 부실 수사의 비판에 직면할 수 있습니다. 통상적으로 한두 번, 두세 번 또는 장시간 수사가 필요한 사건의 종료였기 때문에 4시간 조사라는 것은 출국금지의 해제 사유로는 적극적으로 수사에 협조하면 해제할 수 있거든요. 그런 점에 있어서는 조금 부족한 수사가 아니었나 생각합니다. [앵커] 지금 보면 4일에서 10일까지 일주일밖에 걸리지 않았거든요. 외교부 임명 발표 그리고 출국금지 이의신청, 공수처 소환조사 이때 딱 한 번 했던 것이고요. 그리고 출국 해제, 그리고 출국까지 일주일 걸렸습니다. 빠르게 지나갔고 4시간 한 번의 수사, 부족하다라고 표현을 해 주셨는데 수사팀 내부에서도 실체 밝히기 어려울 거다, 이런 말이 나왔다고 하더라고요. 수사팀 입장에서는 어떤 점이 난관이 될까요? [손정혜] 이 사건의 본질은 채 상병 사망과 관련한 구체적인 업무상 과실치사의 혐의가 종전의 여러 명에 대해서 업무상 부주의나 관리나 위험성을 알면서도 적절한 조치를 하지 않고 위험에 빠뜨려서 채 상병을 죽음에 이르게 한 직접적인 원인과 관련자들의 책임을 묻는 수사가 될 것 같습니다. 그렇다고 한다면 수사의 정점으로써 지금 압수수색 영장이나 다른 피의자들에 대한 조사 과정에서 나오는 것이 지금 문제된 이종섭 전 장관과 공모하여, 그러니까 여러 명이 공모하여 이런 죽음에 이르게 하는 과실이 있었다는 것을 수사를 해야 되거든요. 그러면 최종 책임자라고 볼 수 있는 사람의 공모관계나 공모관계는 보고를 했거나 지시를 했다는 정황이 밝혀져야 되는데 그러면 이종섭 전 장관이 지금 부재하거나 장시간 수사를 못 받는 상황이 발생하면 그 공모관계의 연결고리 속에서 최정점을 수사하기가 난망해지는 결과에 이르게 되고 그러면 하급 직원들은 일부 조사를 받았다고 하는데 그 중간 그리고 그 단계 윗사람으로서 지시나 보고를 받을 위치에 있는 사람들의 조사가 조금 흐지부지될 가능성이 있다. 수사팀은 이 점을 염려하는 것으로 보이고요. 또 강력한 수사를 하려면 압수수색, 예를 들면 휴대전화 일부는 제출했다고 하지만 일부를 자진 제출받는 게 아니라 필요하다면 강제 수사로써 압수수색을 해야 되는 것이거든요. 그런데 지금 자택이나 사무실 조사도 난망한 것이 해외 체류가 오래 지속된다면 그와 관련된 수사의 방법도 제한될 여지가 있기 때문에 조금 장시간 수사가 필요하거나 또는 마지막에는 외교관의 신분이나 또 호주 대사를 계속적으로 강제소환하기는 어려운 측면이 있거든요. 시간이 많이 소요될 것으로 예상됩니다. [앵커] 그렇게 시간이 많이 소요되는데 아까 대통령실에서도 출국 이후 수개월 동안 소환하지 않았다는 것을 주장을 했는데 바꿔 말하면 그 시간 동안 뭐했을까 싶기도 하고요. [손정혜] 일단 압수수색이나 이런 것들은 1월경 이루어진 것으로 알려지고 있습니다. 그런데 이 사건 같은 경우 워낙에 고위직 간부들이 연관이 되어 있는 사건이고 특히 가족들도 철저한 수사를 요청하고 있는 상황이고 공직자에게 업무상 과실을 묻는 책임이기 때문에 굉장히 책임을 묻는 것이 까다롭고 엄격한 증명이 필요하고 그 과정에서도 많은 논란이 제기되기도 했었고 최초에 수사단장의 다른 사건이 제기가 돼서 수사가 진행된 측면이 있기 때문에 수사가 신속하지 못하다는 비판을 받아 왔습니다. 그건 공수처에서도 비판을 받아야 될 것 같고요. 하지만 공수처가 이제 수사라도 하려고 했는데 핵심 피의자가 해외에 있으면, 또 고위 공직자로 승진한 상황이면 더 수사의 동기를 부여하기가 어려운 측면이 아닐까라는 생각이 들어서요. 그러니까 수사를 빨리 해서 종결을 해서 무혐의다라고 한다면 사실 호주대사 임명도 비판받지 않았을 것이고, 수사 방해라는 비판도 없었겠지만 수사도 진척이 안 되는 상황에서 주요 피의자들이 나간다고 하는 것은 수사팀에서도 안타까운 면이 있지만 특히 채 상병의 죽음에 안타까운 사람들, 그 가족들은 왜 수사가 안 되고 이 과정에서 출국을 하느냐라고 비판할 수 있을 것 같습니다. [앵커] 이 수사가 신속하지 못하다는 비판을 받았는데 이 일주일간은 굉장히 신속하게 진행이 됐거든요. 그리고 출국금지 해제 결정을 두고도 법무부가 이렇게 조사 하루 만에 출국금지 풀어준 게 맞는 거냐, 통상적인 거냐. 이례적인 것 아닙니까? 어떻게 보십니까? [손정혜] 예를 들면 일반 형사사건 같은 경우에도 출국금지되어 있는지 모르고 출국하려다가 문제가 돼서 수사를 받고 나가시는 분들도 계신데 이례적이지는 않은데 이례적으로 신속한 결정이기는 합니다. 이렇게 지금 출국금지와 관련된 업무지침이나 관련된 법에 따르면 공수처장이 출국금지를 요청을 한다거나, 법무부에 해제해달라고 요청을 한다거나 당사자 본인이 해제 신청을 하게 되거든요. 그런데 출국금지 사유가 해제가 되거나 아니면 상당 부분 수사에 성과가 있어서 해외에 나가서 돌아오지 않더라도 수사가 정리될 수준으로 수사가 돼야 원래는 해제해 줘야 되는데, 아까 말씀드린 것처럼 4시간만으로는 부족할 수 있고 또 보안수사가 필요할 수 있는데 이렇게 하루 만에 해제하는 것은 이례적으로 신속하고 또 수사가 제대로 되어 있는가에 대한 부분이 근거가 있는가에 대한 고민은 있으나 일단 고위공직자 신분으로 도망 가거나 또 필요하다면 한국에 와서 수사받겠다라고 협조 약속을 했을 가능성이 있기 때문에 해제 사유는 인정되기도 합니다. [앵커] 일단 지금 시점에서는 이종섭 전 장관 측도 수사에 협조하겠다고 했고 공수처도 수사 의지를 밝히고 있는 상황이거든요. 지금 시점에서 어떻게 전망할 수 있을까요? [손정혜] 일단 지금 1차 조사 과정에서 이루어진 진술의 내용이 유의미한 게 있는지, 특히 휴대전화를 제출했다라고 하는데 그 내용이 유의미한 것이 있는지를 알아봐야 될 것 같고요. 이종섭 전 장관이 그 당시에 수사를 왜 경찰에 넘기지 못하게 했는지에 대한 구체적인 방어 전략이나 변론이 있었는지 모르겠습니다. 이것이 사실인지 그것들의 관계자들이나 그리고 관련 법리를 검토해 나가야 될 것 같고요. 진술이 불일치하거나 핵심 피의자들 사이에 진술이 엇갈린다고 한다면 다른 관계자들에 대한 참고인 조사라든가 피의자 신문조서가 이루어져야 될 것 같고, 특히 지금 외국에 계시기 때문에 서면조사 진행 가능성도 배제하기는 어려운데 필요한 조사가 있다면 또 2차 소환도 준비해야 되지 않을까 합니다. [앵커] 이번에는 의대 집단행동 관련 수사 상황도 알아보도록 하겠습니다. 의사협회가 집단행동에 불참한 전공의들의 블랙리스트를 만들어라라고 사주했다는 의혹과 관련해서 경찰이 강제수사에 나섰는데 작성자 신원 또 이 서류가 진짜가 맞나, 이런 여부를 파악하는 게 중요할 것 같아요. [손정혜] 온라인을 통해서 발견된 문건인데 일단 현재는 의협 측에서 강력하게 이것은 위조된 것이다, 허위다라고 강조를 하면서 오히려 명예훼손이라든가 허위사실 유포에 대해서 책임을 묻겠다라는 형사사건을 진행한다고 이야기를 해서 이 문건의 진위 여부는 현재까지 확인되지는 않고 있습니다. 만약에 이게 진실이고 의협 측에서 이렇게 집단행동을 부추기거나 촉발하는 경우에는 지금 수사되고 있는 의료법 위반의 방조, 교사죄 또는 공범으로 처벌될 가능성이 굉장히 높은 것이고요. 반면에 이 문건 자체가 누군가가 모종의 허위로 작성해서 온라인으로 만들었다고 한다면 이것도 역시 허위사실에 의한 업무방해죄라든가 명예훼손죄가 성립할 수 있어서 실제 진위 여부 먼저 경찰에서 확인해야 될 것으로 보이고요. 특히 만약에 진위 여부에 따라서 피의자가 달라질 수 있는 사건이기 때문에 지켜봐야 되는데 결국은 이렇게 의협이라는 단체 자체가 전공의나 교수들에게 집단행동을 부추기느냐, 아니면 부추기는 걸 나아가서 참여하지 않는 사람에 대해서 불이익을 준다고 지금 불이익을 공지한 것과 마찬가지거든요. 그런 경우에는 오히려 집단행동과 관련해서 형사 책임받을 가능성이 굉장히 높아지는 것입니다. 그래서 조금 추이를 지켜볼 필요가 있지 않을까 생각이 들고요. 과거에 의약 분업 사태 때도 이런 일이 비슷하게 있었거든요. 그때도 이렇게 집단행동을 지침을 마련해서 지시를 하거나 그리고 독려한 경우에는 업무방해죄로 처벌했고 특히 면허취소를 한 전례도 있습니다. 그래서 그 일련의 과정에서 발생한 사건이지 않나 싶습니다. [앵커] 최근에는 또 의사면허 다시 받기, 재발급받기 까다로워졌다는 기사도 있었는데 같은 맥락인 것 같고 이렇게 되면 결국 가짜 문서인지 아닌지가 관건이 될 텐데 일단 의협에서는 짜깁기한 거라고 가짜다, 이렇게 반발하고 있거든요. 조작이라면 어떻게 되는 걸까요? [손정혜] 조작이라고 한다면 이걸 조작한 사람이 사실은 처벌을 받아야 되겠죠. 어떤 목적인지는 모르겠지만 일단 사문서 위조로 처벌받을 가능성이 있고요. 의협 단체에 대한 명예훼손이 성립하는지 여부는 법률적으로 검토를 해 봐야 되겠지만 현재 명예훼손으로 고소를 한다라는 것이고, 특히 허위로, 위계로써 업무를 방해했다라는 죄명이 적시될 수 있기 때문에 어떠한 사람들이 의협의 명예를 훼손할 목적으로 허위 직인까지 찍어서 저런 문건을 만들었다고 한다면 업무방해와 명예훼손죄로 처벌 가능합니다. [앵커] 다른 수사 상황도 보겠습니다. 전공의들이 병원 떠나는 초반에, 병원 떠나기 전에 자료 삭제해라라는 지침을 올렸던 현직 의사도 경찰 소환을 받았다고 하죠. 업무방해 혐의 입증이 쉬울까요? 어떻게 보세요? [손정혜] 현직 서울에 있는 의사라고 알려지고 있고요. 주택에 대한 압수수색도 실시됐다라고 하고 본인이 이것을 작성한 것도 사실이다. 다만 범행 동기에 대해서는 불분명하게 진술하고 있다고 합니다. 이 사건과 관련해서는 이 현직 서울 의사가 개인적인 동기로 이런 것들을 올리고 지시를 했는지 여부가 굉장히 중요할 것 같고요. 만약에 그것이 아니라 집단행동을 집단적으로 모종의 계획하에 이런 글을 올렸다고 한다면 아까 말씀드린 것처럼 의협에 지금 5명 간부들이 조사를 받고 있거든요. 그 행동의 일환으로 교사나 방조 또는 증거인멸의 교사가 될 수 있기 때문에 범행의 동기들을 찾고 또 연결고리가 있는지 찾아보는 상황이라고 보시면 될 것 같습니다. [앵커] 큰 틀에서 의료공백 사태 4주째 접어든 상황에서 지도부에 대한 수사에도 속도가 붙고 있습니다. 내일 비대위원장을 소환 조사할 예정인데 협회는 여전히 이번 집단행동은 자발적이다라면서 반발하고 있거든요. 전공의들 집단행동을 말하는 거겠죠? [손정혜] 자발적인 집단행동이라고는 서로 주장이 엇갈리는 부분이 있겠지만 예를 들면 전공의들이 그런 결정을 하는데 의협의 간부들이나 의사단체들이 심리적으로 범행 결의를 확고하게 하거나 또는 부추긴 경우에는 방조죄로 처벌이 가능합니다. 과거에는 행동지침을 만들어서 집단적으로 휴진을 한다거나 업무를 들어오지 않게 한다든가 어떤 가이드라인을 줬을 때는 이것을 교사로 처벌한 예가 있었고요. 실형은 아니더라도 집행유예까지 선고했던 전례가 있어서 자발적 결정에 의협 지도부가 관여했는가 안 했는가. 관여를 어떤 방식으로 했는지에 따라서 적용하는 법령이 달라질 수 있는 상황이고, 현재로서는 경찰에서는 전공의들에 대한 업무개시명령을 위반하도록 의협이 적정하게 가이드라인을 주고 또 심리적으로 범행을 유지하도록 강화시켰다, 이렇게 보고 있기 때문에 향후 수사는 계속될 것으로 보이고 관련된 문건이 존재하느냐 이메일 지시가 있었느냐, 또 SNS를 통해서 소통을 했느냐, 또는 지도부의 생각이나 지지나 법률적인 지지 이런 것들을 서로 모종의 방법으로 논의를 했는가 이게 핵심적인 관건이 될 것 같습니다. [앵커] 아무튼 강대강 대치 국면이기 때문에 이 국면이 길어진다면 법적인 논란도 길어지고 넓어질 것으로 보입니다. 손정혜 변호사와 함께했습니다. 수고했습니다. ※ '당신의 제보가 뉴스가 됩니다' [카카오톡] YTN 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr[저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지]",http://v.daum.net/v/20240311173430677
6,"  [속보] 비트코인, 국내 거래소서 장중 1억원 돌파  ",경향신문,김경민 기자,2024. 3. 11. 17:26,비트코인 가격이 11일 국내 가상자산거래소서 1억원을 돌파하며 역대 최고가를 또 다시 경신했다. 비트코인의 개당 가격은 이날 오후 4시30분께 1억원을 터치했다.김경민 기자 kimkim@kyunghyang.com,http://v.daum.net/v/20240311172648419
7,"  [속보] 검찰, '강남 납치·살해' 일당 4명 2심도 사형 구형  ",뉴스1,이세현 기자 서한샘 기자,2024. 3. 11. 17:23,sh@news1.kr ,http://v.daum.net/v/20240311172358349
8,"  [속보] 비트코인, 원화마켓서 장중 1억 원 돌파…사상 최고가  ",문화일보,곽선미 기자,2024. 3. 11. 17:18,"비트코인 가격이 11일 국내거래소에서 사상 처음 1억원을 돌파했다.국내 가상자산 거래소 업비트에서 이날 오후 4시40분 현재 1비트코인 가격은 9990만 원에 거래되고 있다. 오후 4시30분쯤 1억원을 터치한 뒤 추가 상승을 타진하고 있다. 장중 최고가는 1억2만 원이다. 비트코인은 지난달 28일 8300만 원 선을 넘어서면서 지난 2021년 11월 9일(8270만 원)의 전고점을 돌파한 데 이어 최근 9000만 원대에서 거래돼왔다.빗썸에서도 이날 9970만 원까지 올랐다.비트코인 가격은 국내 거래소에서 올해 초 5700만 원대에 거래되다가, 두 달 새 75% 이상 급등했다. 최근의 상승세는 현물 ETF 승인을 계기로 대규모 기관 자금이 유입된 덕분으로 분석된다. 비트코인 채굴량이 4년마다 절반씩 줄어드는 반감기에 대한 기대감도 반영되는 것으로 보인다.곽선미 기자",http://v.daum.net/v/20240311171807186
9,  [속보]NH투자증권 차기 대표이사에 윤병운 IB 대표  ,파이낸셜뉴스,강구귀,2024. 3. 11. 17:12,11일 금융투자업계에 따르면 NH투자증권 임원후보추천위원회와 이사회는 윤 대표를 신임 사장 후보로 최종 추천했다. 오는 26일 열리는 주주총회를 통해 사내이사로 선임되면 CEO(최고경영자) 역할을 수행하게 된다.ggg@fnnews.com 강구귀 기자,http://v.daum.net/v/20240311171218004
