,뉴스제목,신문사,기자,입력시간,뉴스기사,url
0,"  [속보] 민주 고민정, 최고위원직 사퇴… “갈등 잠재워야 하는데 돌아온 답은 ‘물러나라’”  ",강원도민일보,최경진,2024. 2. 27. 14:00,Nan,http://v.daum.net/v/20240227140015401
1,"  [속보] 민주 고민정, 최고위원직 사퇴…""공천 갈등 방관 말아야""  ",대전일보,김지은 기자,2024. 2. 27. 13:59,"고민정 더불어민주당 최고위원이 27일 ""오늘부로 최고위원직에서 물러나겠다""며 최고위원직을 사퇴했다.고 최고위원은 이날 오후 국회 소통관에서 기자회견을 열고 ""제가 문제 제기했던 것은 최근 불거지고 있는 공천갈등과 무전략에 대한 비판을 방관하지 말고 적극적으로 문제 해결에 나서야 한다는 것이었다""고 했다.그러면서 ""하위 20%, 여론조사 문제 등 공정성에 문제가 되고 있다""며 ""총선 전략이 보이지 않는다는 문제 지적이 우리 진영 안에서도 반복적으로 거론되고 있다""고 지적했다.그는 ""지금의 위기를 지도부가 책임감을 갖고 치열한 논의를 해서라도 불신을 거둬내고 지금의 갈등국면을 잠재워야 한다고 생각한다""고 강조했다.",http://v.daum.net/v/20240227135905331
2,"  [속보] 임종석 배제 후 고민정, 최고위원직 사퇴…""공천갈등 비판, 방관 말아야""  ",한국일보,강윤주,2024. 2. 27. 13:57,"고민정 더불어민주당 최고위원이 최고위원직을 사퇴했다. 고 최고위원은 27일기자회견을 통해 ""제가 문제 제기했던 것은 최근 불거지고 있는 공천갈등과 무전략에 대한 비판을 방관하지 말고 적극적으로 문제 해결에 나서야 한다는 것이었다""며 이 같이 밝혔다. 그는 ""하위 20%, 여론조사 문제 등 공정성에 문제가 되고 있다""며 ""총선 전략이 보이지 않는다는 문제 지적이 우리 진영 안에서도 반복적으로 거론되고 있다""고 말했다. 고 최고위원 사퇴는 이재명 대표를 비롯한 지도부가 공천 파동을 수습하지 못하는 데 대한 항의 차원이다. 문재인 정부 임종석 전 대통령 비서실장의 서울 중성동갑 공천이 불발된 직후 나왔다. 고 최고위원도 문재인정부에서 청와대 대변인을 지냈다. 친문계와 친이재명(친명)계 간 공천 파동이 지도부 분열로까지 번지면서, 민주당 내홍이 극단으로 치닫는 양상이다. 강윤주 기자 kkang@hankookilbo.com",http://v.daum.net/v/20240227135749289
3,"  [속보] 공수처, '임은정 검사 비밀 누설' 의혹 관련 대검 감찰부 압수수색  ",MBN,입력 2024. 2. 27. 13:57,2024. 2. 27. 13:57," 공수처, '임은정 검사 비밀 누설' 의혹 관련 대검 감찰부 압수수색< Copyright ⓒ MBN(www.mbn.co.kr)무단전재 및 재배포 금지 >",http://v.daum.net/v/20240227135734284
4,"  [속보] 고민정, ‘공천 반발’ 최고위원직 사퇴…“민주당, 가장 큰 위기에 직면”  ",문화일보,조성진 기자,2024. 2. 27. 13:57,"고민정 더불어민주당 의원이 27일 최고위원직을 사퇴했다. 당 전략공천관리위원회가 서울 중·성동갑에 전현희 전 국민권익위원장을 전략공천하고, 임종석 전 청와대 비서실장을 공천배제한 여파가 확산하고 있다.고 의원은은 이날 오후 국회에서 긴급 기자회견을 열어 “지금의 위기를 지도부가 책임감을 갖고 치열한 논의를 해서라도 불신을 거둬내고 지금의 갈등 국면을 잠재워야 한다고 생각했다”며 “그러나 제게 돌아온 답은 차라리 최고위원에서 물러나라는 말이었다”고 말했다. 이어 “중진 의원의 공개적 답변이어서 무겁게 듣지 않을 수 없었다”며 “오늘부로 최고위원직에서 물러나겠다”고 밝혔다.고 의원은 “현재 민주당이 총선 전략을 치밀하게 짜야 한다는 요구가 있고, (공천이) 불공정하지 않느냐는 문제 제기들이 계속 이어지고 있는 상황”이라며 “이런 불신들을 종식하지 않고서는 총선에서 단일대오를 이뤄서 승리를 이끌어나가기 어렵다고 판단한다”고 강조했다. 고 의원 최고위원 가운데 유일한 비명·친문계였다.조성진 기자",http://v.daum.net/v/20240227135706262
5,"  [속보]고민정, 민주당 최고위원직 사퇴..계파 갈등 폭발  ",kbc광주방송,고우리,2024. 2. 27. 13:57,"고민정 민주당 최고위원은 27일 국회 소통관에서 기자회견을 열고 ""오늘부로 최고위원직에서 물러나겠다""고 밝혔습니다. 고 의원은 ""제가 문제 제기했던 것은 최근 불거지고 있는 공천 갈등과 무전략에 대한 비판을 방관하지 말고 적극적으로 문제 해결에 나서야 한다는 것이었다""며 ""하지만 제게 돌아온 답은 차라리 최고위원에서 물러나라는 답이었다""고 밝혔습니다.이어 ""하위 20%, 여론조사 문제 등 공정성에 문제제기가 되고 있고 총선 전략이 보이지 않는다는 문제도 우리 진영 안에서 반복적으로 거론되고 있다""고 비판했습니다. 그러면서 ""우리의 이런 위기는 국회에 마지막으로 희망을 걸었던 국민들에게 '절망'으로 이어질까 그것이 두렵다""고 우려를 전했습니다.고민정 의원은 최근 공천 갈등에 반발해 전날 최고위원회의부터 지도부 회의에 불참했습니다. #고민정 #더불어민주당 #최고위원 #사퇴 #공천 #갈등",http://v.daum.net/v/20240227135702256
6,  [속보] '공천 반발' 고민정 최고위원 사퇴... “민주당 가장 큰 위기 직면”  ,CJB청주방송,구준회,2024. 2. 27. 13:56,"고민정 더불어민주당 최고위원이 27일 당의 공천 갈등과 관련해 최고위원직을 사퇴했습니다. 고민정 최고위원은 이날 국회에서 기자회견을 열고 이 같은 뜻을 밝혔습니다. 고 최고위원은 ""제가 문제제기했던 것은 최근 불거지고 있는 공천갈등과 무전략에 대한 비판을 방관하지 말고 적극적으로 문제해결에 나서야 한다는 것""이라고 말했습니다. 이어 ""하위 20%, 여론조사 문제 등 공정성에 문제제기가 되고 있고 총선전략이 보이지 않는다는 문제도 우리 진영 안에서 반복적으로 거론되고 있다""라고 비판했습니다.",http://v.daum.net/v/20240227135627240
7,"  [속보] 공수처, 대검 감찰부 압수수색…임은정 검사 비밀누설 혐의  ",뉴스1,박승주 기자,2024. 2. 27. 13:51,parksj@news1.kr ,http://v.daum.net/v/20240227135143093
8,"  [속보] 민주당 고민정 최고위원직 사퇴...""공천 갈등 방관 말아야""  ",YTN,안윤학,2024. 2. 27. 13:51,"민주당 고민정 최고위원직 사퇴…""공천 갈등 방관 말아야"" ""공천 문제 제기 …제게 돌아온 답은 최고위원 물러나라"" ▶ 자세한 뉴스 잠시 뒤 이어집니다. YTN 안윤학 (yhahn@ytn.co.kr)※ '당신의 제보가 뉴스가 됩니다' [카카오톡] YTN 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr[저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지]",http://v.daum.net/v/20240227135104078
9,  [속보] 고민정 민주당 최고위원 사퇴…공천 갈등 영향  ,국민일보,김승연,2024. 2. 27. 13:50,"고민정 민주당 최고위원 사퇴…공천 갈등 영향김승연 기자 kite@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 수집, 재배포금지",http://v.daum.net/v/20240227135014046
